,0,1
236,по формула где,1126
237,в группа плацебо,1126
238,артериальный гипертензия ага,1115
239,а также они,1114
240,частота сердечный сокращение,1111
241,верхний дыхательный путь,1103
242,нестероидный противовоспалительный препарат,1103
243,выше чем в,1099
244,мочь влиять на,1093
245,га ткф га ткф,1092
246,а также у,1087
247,с риск развитие,1079
248,установить что в,1069
249,показать что при,1060
250,в ранний послеоперационный,1059
251,в дыхательный путь,1057
252,прислать к вывод,1055
253,качество жизнь больной,1054
254,на е сутки,1053
255,за последний десятилетие,1050
256,один из такой,1049
257,влечь за себя,1048
258,фактор некроз опухоль фно,1048
259,на самый дело,1045
260,мочь быть представить,1043
261,приводить к значительный,1039
262,цель настоящий исследование,1034
263,с х год,1034
264,приводить к нарушение,1033
265,всемирный организация здравоохранение,1031
266,год показать что,1031
267,биологически активный вещество,1028
268,наиболее частый причина,1026
269,для решение задача,1024
270,на мм рт,1023
271,сахарный диабет го тип,1021
272,год по данные,1011
273,цель настоящий работа,1009
274,в тот чтобы,1008
275,как правило не,1005
276,головной мозг и,1002
277,принимать участие в,1001
278,и зависеть от,1000
279,га га га га,1000
280,воспалительный процесс в,992
281,известно что в,992
282,рандомизировать клинический исследование,991
283,на ранний этап,987
284,рандомизировать контролировать исследование,987
285,в течение неделя,984
286,прежде всего в,984
287,в патологический процесс,982
288,на протяжение всего,979
289,позволять предположить что,978
290,быть обнаружить что,977
291,широко использоваться в,977
292,сантиметр вод ст,972
293,пациент старший год,966
294,на й день,964
295,у больной скв,962
296,по некоторые данные,954
297,хорошо известно что,952
298,ме й й перцентиль,946
299,быть разделить на,944
300,можно разделить на,942
301,играть ключевой роль,942
302,настоящий время не,939
303,улучшение качество жизнь,937
304,что привести к,937
305,повышенный риск развитие,936
306,нарушение функция почка,932
307,являться фактор риска,931
308,год быть опубликовать,925
309,в многое зависеть,924
310,раз по сравнение,923
311,в раз большой,920
312,принятие решение о,918
313,обращать внимание на,914
314,и интенсивный терапия,914
315,в возраст старший,911
316,оказывать существенный влияние,910
317,лицо старший год,903
318,с сахарный диабет,901
319,кроме тот при,899
320,через мес после,898
321,и представлять себя,896
322,у здоровый лицо,896
323,в режим реальный,895
324,положительный влияние на,894
325,не менее чем,891
326,ниже чем в,889
327,также мочь быть,886
328,быть выявить у,883
329,за счёт снижение,883
330,инфаркт миокард и,882
331,установить что у,882
332,повышать риск развитие,881
333,по весь видимость,875
334,в отдалённый период,875
335,режим реальный время,874
336,р р р,873
337,том далее в,871
338,ревматоидный артрит ра,869
339,на качество жизнь,868
340,и контрольный группа,867
341,мочь быть определить,866
342,что один из,865
343,лента рассчитать по,865
344,соэ мм число,863
345,высокий учебный заведение,862
346,тот число на,859
347,мочь быть получить,858
348,тот число при,858
349,следовать подчеркнуть что,856
350,заключение такой образ,855
351,в критический состояние,854
352,наиболее часто встречаться,852
353,статистически значимый различие,852
354,не представляться возможный,850
355,и прежде всего,849
356,раз чаща чем,849
357,отметить что в,845
358,орган государственный власть,845
359,в база дать,845
360,сердечно-сосудистый заболевание ссз,844
361,кроме тот у,844
362,качество жизнь и,843
363,и один из,842
364,исследование установить что,841
365,что несмотря на,840
366,сахарный диабет тип,840
367,настоящее время для,836
368,а также к,833
369,и старческий возраст,832
370,тот число у,828
371,это свидетельствовать о,827
372,настоящее время являться,823
373,системный воспалительный ответ,823
374,особый интерес представлять,820
375,мочь быть объяснить,818
376,х год в,816
377,негативный влияние на,815
378,в литература описать,814
379,за счёт увеличение,813
380,на поздний стадия,813
381,на й неделя,812
382,приводить к тот,812
383,мл мина метр,811
384,один из ведущий,809
385,в отделение реанимация,808
386,имт килограмм метр,808
387,и сахарный диабет,807
388,инфаркт миокард имя,806
389,несмотря на это,805
390,многое зависеть от,804
391,сахарный диабет и,802
392,что мочь привести,801
393,установить что при,800
394,сыворотка кровь и,799
395,российский федерация и,799
396,занимать е место,798
397,в настоящий статья,795
398,можно говорить о,794
399,в возрастной группа,794
400,й й перцентиль,792
401,один из возможный,790
402,ада мм рт ст,790
403,подавлять большинство случай,790
404,до мг сут,790
405,этот точка зрение,790
406,ведущий роль в,788
407,в развивающийся страна,783
408,дать быть получить,783
409,скорость клубочковый фильтрация,782
410,до недавний время,782
411,на русский язык,781
412,быть продемонстрировать что,780
413,который зависеть от,779
414,российский федерация на,778
415,можно найти в,778
416,автор отмечать что,778
417,хронический сердечный недостаточность хсн,778
418,как правило в,777
419,говорить о тот,777
420,у боль ных,777
421,территория российский федерация,775
422,не привести к,774
423,снижение масса тело,773
424,в раз превышать,769
425,иса сле до,769
426,у здоровый человек,769
427,один из исследование,769
428,нарушение ритм сердце,767
429,приводить к изменение,767
430,приводить к формирование,766
431,снижение качество жизнь,765
432,значительно выше чем,764
433,мг сут в,764
434,федеральный закон о,762
435,рак предстательный железа,762
436,один из наиболее распространить,761
437,отделение интенсивный терапия,760
438,в отечественный литература,757
439,исходить из это,756
440,найти отражение в,755
441,больной туберкулёз лёгкое,753
442,генно-инженерный биологический препарат,753
443,быть выявить в,749
444,автор указывать на,747
445,мочь быть достигнуть,746
446,окружающий среда и,744
447,оставаться один из,742
448,срб мг литр,742
449,это один из,742
450,так или иначе,740
451,и за рубеж,739
452,а также по,739
453,орган брюшной полость,738
454,они мочь быть,737
455,дать свидетельствующий о,737
456,можно сказать что,736
457,или иной степень,736
458,позволять сделать вывод,736
459,тот пора пока,734
460,прежде всего с,733
461,такой образ при,733
462,свой очередь приводить к,732
463,магнитно-резонансный томография мрт,731
464,позволять говорить о,727
465,в периоперационный период,727
466,мг килограмм сут,727
467,на рынок труд,724
468,быть обнаружить в,722
469,известно что при,718
470,сахарный диабет сд,717
471,орган исполнительный власть,715
472,в лёгочный артерия,714
473,приходить к вывод,713
474,отделение реанимация и,712
475,средство массовый информация,712
476,острый нарушение мозговой,712
477,в окружающий среда,710
478,ниже чем у,709
479,по данные другой,708
480,артериальный гипертония ага,707
481,первичный конечный точка,707
482,по меньший мера,706
483,быть получить и,706
484,в ранний срок,705
485,статистический обработка дать,704
486,мм час мг дл,702
487,до сей пора оставаться,699
488,такой образ на,699
489,год прошлое век,698
490,в середина х,698
491,в молодой возраст,693
492,иметь место в,692
493,год а также,691
494,быть провести исследование,691
495,толерантность к физический нагрузка,690
496,далеко не всегда,689
497,рак толстой кишка,689
498,важный роль играть,687
499,а также от,687
500,федеральный закон от,686
501,мочь быть как,686
502,существенный влияние на,685
503,такой образ чтобы,682
504,заболевание а также,681
505,скф мл мина,681
506,показывать что в,680
507,в противный случай,680
508,клетка иммунный система,680
509,хронический почечный недостаточность,679
510,быть продемонстрировать в,679
511,в сельский местность,678
512,фракция выброс левый желудочек,673
513,больной сахарный диабет,672
514,настоящее время существовать,672
515,с прес сей,672
516,на протяжение последний,670
517,не исключить что,669
518,вегетативный нервный система,668
519,также отметить что,668
520,свидетельствовать о наличие,666
521,в широкий диапазон,664
522,являться независимый фактор,663
523,а также другой,662
524,быть опубликовать в,661
525,напрямую зависеть от,661
526,по данные с,660
527,такой образ для,659
528,отличие от другой,659
529,в сентябрь год,659
530,на первое место,657
531,сердечный недостаточность и,657
532,год после операция,657
533,зависимость от возраст,656
534,а также о,656
535,в й линия,656
536,тогда как у,655
537,мочь быть причина,655
538,и за счёт,654
539,только тогда когда,654
540,приводить к рост,653
541,в рандомизировать исследование,653
542,и как правило,652
543,врождённый порок сердце,651
544,внезапный сердечный смерть,650
545,нарушение углеводный обмен,650
546,быть достоверно выше,649
547,отличаться от таковой,649
548,предположение о тот,649
549,один очередь с,649
550,по стандартный методика,648
551,происходить за счёт,646
552,к один из,646
553,мочь использоваться для,644
554,следовать заметить что,644
555,увеличение продолжительность жизнь,643
556,а также снижение,643
557,нормальный масса тело,643
558,мочь быть вызвать,642
559,кора головной мозг,641
560,стать один из,641
561,приводить к образование,641
562,хотя бы один,640
563,не должный превышать,640
564,в раз маленький,640
565,на один из,640
566,с подъём сегмент,640
567,один из фактор,639
568,масса тело и,639
569,быть подтвердить в,638
570,с длина волна,636
571,старший возрастной группа,636
572,исследование а также,635
573,зависимость от наличие,635
574,один из способ,633
575,по данные воз,632
576,привести к тот,631
577,и риск развитие,631
578,год по сравнение,631
579,головной мозг в,631
580,с сторона жкт,630
581,системный воспалительный реакция,628
582,иммунный ответ на,628
583,можно утверждать что,627
584,быть провести в,627
585,хорошо согласоваться с,627
586,источник составить автор,627
587,трансформировать фактор рост,626
588,быть выше чем,626
589,год средний возраст,625
590,состоять из два,624
591,требовать дальнейший изучение,623
592,ре гу ля ция,623
593,и показать что,622
594,орган местный самоуправление,622
595,га га тетр га,622
596,за счёт уменьшение,621
597,в мировой практика,620
598,бухгалтерський область ку,620
599,который должный быть,619
600,всемирный организация здравоохранение воз,619
601,моноклональный антитело к,618
602,можно представить в,617
603,тысяча население в,616
604,ля ция эк,616
605,нижний дыхательный путь,615
606,в доступный литература,614
607,в группа дексмедетомидин,614
608,различие между группа,613
609,исследование посвятить изучение,611
610,на догоспитальный этап,611
611,в многое определяться,610
612,объясняться тем что,609
613,наиболее часто встречаться,609
614,гипертрофия левый желудочек,609
615,послужить основание для,606
616,привести к снижение,606
617,увеличивать риск развитие,605
618,напрямую связать с,604
619,фактор риска и,604
620,ранее провести исследование,604
621,в отделение интенсивный,604
622,от декабрь год,603
623,а также и,603
624,а также наличие,603
625,возрастной группа год,601
626,на протяжение многий,599
627,до мм рт,598
628,крупный рогатый скот,596
629,в целое ряд,596
630,по данные некоторый,594
631,й линия терапия,594
632,и иссечение сумка,594
633,артериальный гипертензия и,593
634,автор ответственный за переписка,592
635,положительно влиять на,592
636,иметь место у,590
637,поясничный отдел позвоночник,590
638,с избыточный масса,590
639,в зарубежный литература,589
640,ключевой роль в,586
641,патологический процесс в,586
642,быть значительно выше,585
643,медицинский помощь в,585
644,обратить внимание на,581
645,на мировой рынок,580
646,свидетельствовать о высокий,580
647,в коленный сустав,580
648,тем или иной,579
649,с молекулярный масса,578
650,принять считать что,577
651,периферический нервный система,577
652,основный фактор риска,576
653,и соавт провести,576
654,в брюшной полость,576
655,клинический практика в,574
656,с начало х,574
657,в май год,574
658,в страна европа,573
659,в нижний часть,572
660,у пожилое человек,570
661,в декабрь год,569
662,лицо пожилое возраст,569
663,в основной капитал,568
664,мочь быть и,567
665,в республика беларусь,566
666,российский федерация от,566
667,системный красный волчанка,565
668,несмотря на наличие,565
669,индекс масса тело имт,564
670,в очаг воспаление,564
671,с ёхан река,564
672,анализ показать что,563
673,число срб мг,563
674,быть получить при,563
675,уровень артериальный давление,562
676,ранний стадия заболевание,561
677,болезнь лёгкое хобласть,561
678,один из этот,561
679,искусственный вентиляция лёгкое,560
680,на экономический рост,560
681,инфаркт миокард в,559
682,являться независимый предиктор,559
683,на когнитивный функция,559
684,застойный сердечный недостаточность,558
685,раз большой чем,558
686,два мировой война,558
687,исследование быть выявить,557
688,в март год,556
689,развитие инфаркт миокард,556
690,играть важный роль,553
691,у пациент страдать,551
692,площадь поперечный сечение,551
693,автор показать что,551
694,метр наш профессор,550
695,быть включить больной,550
696,мг дл мм час,550
697,получить широкий распространение,549
698,здоровый образ жизнь,549
699,образ жизнь и,549
700,в сельский хозяйство,548
701,мочь стать причина,547
702,охрана окружающий среда,547
703,р по сравнение,546
704,фибрилляция предсердие фп,546
705,наш точка зрение,546
706,га тетр га тетр,546
707,в слизистый оболочка,545
708,килограмм масса тело,544
709,в европейский страна,542
710,хронический воспалительный заболевание,542
711,сегодняшний день в,541
712,что говорить о,541
713,перекисный окисление липид,541
714,процесс происходить в,541
715,в большой количество,539
716,к сожаление в,539
717,в пожилое возраст,539
718,являться наиболее распространить,538
719,не менее важный,538
720,оказывать влияние на,538
721,один из последний,538
722,в педиатрический практика,538
723,не оказывать влияние,537
724,по данные в,537
725,являться основной причина,537
726,к й неделя,536
727,приводить к развитие,536
728,можно отнести к,535
729,человек контрольный группа,535
730,в каждый конкретный,534
731,быть включить в,534
732,снижать риск развитие,533
733,фактор внешний среда,532
734,большой внимание уделяться,531
735,последний десятилетие в,530
736,по литературный данные,530
737,можно заключить что,530
738,весь возрастной группа,530
739,следовать учитывать что,529
740,и го тип,529
741,в недавний исследование,529
742,клинический проявление и,529
743,несмотря на высокий,528
744,исследование быть провести,528
745,который по данные,528
746,в дп дно,528
747,который быть включить,528
748,один из наиболее частый,527
749,поражение головной мозг,527
750,и кроме тот,527
751,приводить к более,527
752,главное образ в,526
753,в долгосрочный перспектива,526
754,в костный мозг,526
755,и по данные,526
756,чаща встречаться у,524
757,острый повреждение почка,524
758,в широкий предел,524
759,доза мг в,523
760,европейский общество кардиолог,523
761,яв ля ет ся,523
762,с январь год,523
763,на риск развитие,522
764,представление о тот,520
765,высокий профессиональный образование,520
766,рак шейк матка,520
767,отказ от курение,520
768,в опухолевый клетка,519
769,согласно данные литература,519
770,фактор рост и,519
771,у лицо старший,518
772,в январь год,517
773,статистический обработка результат,517
774,другой сторона в,517
775,в июнь год,517
776,острый повреждение гм,517
777,вероятно связать с,515
778,вт метр к,515
779,год быть провести,514
780,на настоящий момент,514
781,в грудной клетка,514
782,прежде всего на,514
783,тогда как при,513
784,в октябрь год,513
785,негативно влиять на,513
786,заместительный почечный терапия,512
787,нарушение сердечный ритм,512
788,быть опубликовать результат,511
789,один из механизм,511
790,быть сделать вывод,510
791,иммунный система в,510
792,согласно современный представление,509
793,более год назад,508
794,орган грудной клетка,507
795,в клинический картина,506
796,темп экономический рост,506
797,оа коленный сустав,506
798,от сердечно-сосудистый заболевание,505
799,продукция провоспалительный цитокин,505
800,сад мм рт ст,504
801,на второе этап,504
802,антагонист витамин к,504
803,то есть в,503
804,в укр наш,503
805,доза мг раз,501
806,с сд го,501
807,заболевание сердечно-сосудистый система,500
808,быть разработать и,500
809,зависимость от степень,499
810,средний продолжительность жизнь,499
811,структурный изменение в,499
812,заболевание соединительный ткань,499
813,кроме тот для,498
814,у один из,498
815,с артериальный гипертензия,498
816,на рабочий место,497
817,иметься сообщение о,496
818,зависимость от тип,496
819,а также возможность,496
820,являться тот факт,495
821,мочь быть следствие,495
822,с ишемический болезнь,495
823,являться наиболее частый,495
824,немелкоклеточный рак лёгкое,495
825,автор прислать к,495
826,мочь быть применить,494
827,современный представление о,494
828,в суточный доза,494
829,на слизистый оболочка,494
830,большой чем в,494
831,до мл килограмм,494
832,существенный различие в,493
833,а значит и,493
834,малое круг кровообращение,493
835,страна западный европа,492
836,в апрель год,492
837,с острый коронарный,492
838,принимать участие в,492
839,следовать рассматривать как,492
840,великий отечественный война,492
841,не зависеть от,491
842,оценка качество жизнь,491
843,том е при,491
844,дополнительный фактор риска,491
845,дада мм рт ст,491
846,при комнатный температура,491
847,при решение задача,491
848,можно выделить следующий,490
849,левый желудочек и,489
850,в показать что,489
851,следовать помнить что,489
852,по данные мрт,488
853,рак мочевой пузырь,488
854,в лимфатический узел,487
855,на начальный стадия,487
856,функция внешний дыхание,487
857,лицо молодой возраст,487
858,клинический проявление заболевание,486
859,с ограниченный возможность,486
860,фактор рост фибробласт,485
861,с частота гц,485
862,за счёт повышение,485
863,быть обнаружить у,485
864,в качество альтернатива,484
865,мочь оказывать влияние,484
866,не быть обнаружить,483
867,в двойной слепой,483
868,один из самый распространить,482
869,оценка тяжесть состояние,482
870,провоспалительный цитокин и,482
871,считаться один из,482
872,за счёт использование,481
873,существенно отличаться от,481
874,критерий манный уитня,480
875,в синовиальный жидкость,480
876,приводить к существенный,480
877,по вы ше,480
878,известно что у,479
879,плазма кровь и,479
880,летальный исход в,479
881,в февраль год,479
882,который показать что,478
883,приводить к улучшение,478
884,мочь повлиять на,478
885,др а также,478
886,показатель качество жизнь,477
887,особый внимание уделяться,477
888,дыхательный путь и,477
889,в проспективный исследование,476
890,один очередь в,476
891,болевой синдром в,474
892,пищевой продукт и,473
893,больший степень чем,473
894,как фактор риска,473
895,в амбулаторный условие,473
896,быть ниже чем,472
897,результат свидетельствовать о,472
898,метод конечный элемент,472
899,в август год,472
900,повышение артериальный давление,472
901,по один из,471
902,привести к появление,471
903,преимущество по сравнение,471
904,рак прямая кишка,471
905,должный быть направить,471
906,следовать иметь в,471
907,наиболее часто использовать,470
908,однако по данные,470
909,свободный жирный кислота,470
910,в ноябрь год,470
911,развитие сердечно-сосудистый заболевание,469
912,воспалительный реакция в,468
913,в многое определять,468
914,развитие сердечно-сосудистый осложнение,468
915,шейный отдел позвоночник,468
916,хронический боль в,468
917,также показать что,467
918,протяжение многий год,467
919,через мина после,467
920,настоящее время на,467
921,знание умение и,467
922,средний степень тяжесть,466
923,год прошлое столетие,466
924,за медицинский помощь,465
925,также приводить к,464
926,в таблица привести,464
927,клетка а также,464
928,др к сож,464
929,миллион человек в,463
930,дать показывать что,463
931,зависеть от тот,462
932,на ру ше,461
933,в широкий смысл,461
934,га ткф га га,460
935,через месяц после,459
936,миокард левый желудочек,459
937,следовать обратить внимание,459
938,приводить к возникновение,459
939,литр мина метр,459
940,правительство российский федерация,458
941,с сд тип,458
942,ар тот ри,458
943,настоящий время в,457
944,после хирургический лечение,457
945,необходимый учитывать что,457
946,это привести к,457
947,через нед после,457
948,мочь быть выполнить,456
949,достоверный различие в,456
950,воспалительный заболевание кишечник,456
951,длина волна мкм,456
952,по мнение эксперт,455
953,один из метод,455
954,сыворотка кровь больной,455
955,уровень экспрессия ген,455
956,снижение функция почка,454
957,экономически развитый страна,454
958,побочный эффект в,454
959,найти широкий применение,453
960,другой фактор риска,453
961,угол наклон к,453
962,х год прошлое век,452
963,на окружающий среда,452
964,впервые выявить больной,452
965,можно отметить что,451
966,площадь под кривая,451
967,европейский регион воз,451
968,в мировой литература,450
969,требование предъявлять к,450
970,а по данные,449
971,широко распространить в,449
972,ми о кара,449
973,основное за счёт,449
974,быть ввести в,449
975,мочь рассматриваться в,448
976,важный фактор риска,448
977,нарушение липидный обмен,448
978,пдква сантиметр вод ст,448
979,такой образ результат,447
980,такой образ что,447
981,один из вариант,447
982,фактор окружающий среда,447
983,частота побочный эффект,447
984,гипотеза о тот,446
985,быть один из,446
986,нормативный правовой акт,446
987,с сердечный недостаточность,446
988,ожидать продолжительность жизнь,446
989,госпитализация по повод,445
990,окружающий среда в,445
991,ребёнок старший год,445
992,на длина волна,444
993,качество жизнь в,442
994,внесение изменение в,442
995,два половина в,442
996,зависимость от уровень,442
997,с середина х,442
998,достоверно выше чем,441
999,мочь быть реализовать,441
1000,согласно литературный данные,441
1001,а также увеличение,441
1002,что давать возможность,440
1003,хронический болевой синдром,440
1004,искусственный вентиляция лёгкое ивл,440
1005,государственный политика в,439
1006,широко применяться в,439
1007,на сердечно-сосудистый система,439
1008,у больной ссд,439
1009,рак поджелудочный железа,438
1010,каждый конкретный случай,437
1011,решение поставить задача,437
1012,минеральный плотность костный ткань,437
1013,быть использовать для,437
1014,в табла привести,437
1015,инсулиноподобный фактор рост,437
1016,объёмный плотность транспортировать груз,437
1017,транспортировать груз том,437
1018,метр угол естественный,437
1019,угол естественный откос груз,437
1020,на трасса метр,437
1021,трасса метр расстояние между,437
1022,расстояние между точка подвес,437
1023,точка подвес лента рассчитать,437
1024,несмотря на отсутствие,436
1025,усилие приложить к,435
1026,показать что применение,434
1027,один мировой война,434
1028,опухолевый клетка и,434
1029,в условие ик,434
1030,по современный представление,433
1031,что особенно важный,433
1032,значительно ниже чем,433
1033,то же самый,432
1034,и соавт выявить,432
1035,лекарственный препарат в,432
1036,ультразвуковой исследование узи,431
1037,а также ряд,430
1038,артериальный давление и,430
1039,старший возрастной группа,430
1040,а также высокий,430
1041,качество медицинский помощь,430
1042,развитие побочный эффект,429
1043,и вторичный профилактика,429
1044,существенно влиять на,429
1045,быть зарегистрировать в,429
1046,мочь иметь место,429
1047,ишемия головной мозг,429
1048,кроме тот быть,429
1049,ти ре о,429
1050,и транспортировать груз,429
1051,выше чем при,428
1052,у недоношенный ребёнок,428
1053,от лента наш,428
1054,к горизонт борт,428
1055,горизонт борт лента рассчитать,428
1056,по зависимость град,428
1057,к приводной подвеска,428
1058,приводной подвеска с,428
1059,мероприятие направить на,426
1060,том е на,425
1061,момент постановка диагноз,425
1062,мочь указывать на,425
1063,после операция на,425
1064,мочь быть рекомендовать,425
1065,в ночное время,425
1066,тот число для,425
1067,жизненно важный орган,425
1068,контрольный группа в,425
1069,начало хх в,425
1070,нарушение толерантность к,424
1071,острый сердечный недостаточность,424
1072,состоять из два,424
1073,атеросклеротический поражение сосуд,423
1074,особый внимание заслуживать,423
1075,средний возраст пациент,423
1076,многий страна мир,422
1077,лекарственный препарат и,422
1078,сердечно-сосудистый заболевание и,422
1079,на тысяча человек,422
1080,сердечно-сосудистый заболевание в,421
1081,приводить к активация,421
1082,с неблагоприятный прогноз,421
1083,сыворотка кровь у,421
1084,лечение а также,421
1085,это обусловить тем,420
1086,занимать один из,420
1087,широкий распространение получить,420
1088,по настоящее время,420
1089,несмотря на значительный,419
1090,играть роль в,419
1091,быть достоверно ниже,419
1092,метод наименьший квадрат,419
1093,и мн др,419
1094,до х год,418
1095,отметить что в,418
1096,часто приводить к,418
1097,такой образ у,418
1098,быть предложить в,418
1099,критерий включение в,417
1100,за счёт средство,417
1101,акцентировать внимание на,416
1102,достижение поставить цель,416
1103,вести к снижение,416
1104,широко использоваться для,415
1105,быть значительно ниже,415
1106,отдалённый результат лечение,415
1107,экспрессия ген и,415
1108,традиционный фактор риска,414
1109,с конец х,414
1110,положительно коррелировать с,414
1111,том е с,414
1112,лекарственный средство и,414
1113,в малое круг,414
1114,база дать и,413
1115,манёвр мобилизация альвеола,413
1116,и фактор некроз,412
1117,острый коронарный синдром окс,412
1118,достижение целевой уровень,412
1119,это прежде всего,411
1120,вести к увеличение,411
1121,у лицо пожилое,411
1122,не должный быть,411
1123,иммунный система и,411
1124,на более поздний,410
1125,кроме тот на,410
1126,который как правило,410
1127,на дальний восток,410
1128,с больший количество,409
1129,частота сердечный сокращение чсс,409
1130,с помощь пакет,408
1131,один очередь на,408
1132,а также дать,408
1133,с стабильный стенокардия,408
1134,фактор рост эндотелий сосуд,408
1135,там же с,408
1136,работа посвятить изучение,408
