text_without_tags,freq
эндотелиальный клетка,5456
высокий эффективность,5455
приводить снижение,5455
начало х,5451
нг мл,5445
больной сд,5442
это связать,5436
группа группа,5423
страна мир,5410
течение заболевание,5409
данные литература,5399
пациент быть,5396
это быть,5391
математический модель,5383
ряд работа,5382
который позволять,5363
полиморфизм ген,5341
решение проблема,5325
федеральный закон,5303
сд тип,5287
крайний мера,5274
комбинированный терапия,5261
практически весь,5243
научный исследование,5241
сердечно-сосудистый осложнение,5240
га га,5216
развивающийся страна,5214
среди который,5176
эпидемиологический исследование,5156
исследование посвятить,5154
быть выполнить,5146
согласно данные,5140
неблагоприятный прогноз,5111
общий популяция,5108
ряд случай,5094
пациент группа,5091
метаболический синдром,5086
весь больной,5074
играть важный,5060
частота встречаемость,5058
метод оценка,5053
исследование соавт,5049
наш наш,5037
анализ дать,5035
сельский хозяйство,5031
снижение частота,5016
давать возможность,5015
больной хсн,5014
сравнение группа,5005
наш взгляд,5003
положительный влияние,5001
число пациент,5001
функциональный состояние,4995
рынок труд,4960
причина смерть,4952
сонный артерия,4946
мочевой пузырь,4923
работа посвятить,4915
эффективность лечение,4901
стволовой клетка,4900
хронический сердечный,4870
система управление,4862
костный мозг,4856
значительный степень,4844
механизм развитие,4838
быть опубликовать,4837
периферический кровь,4821
год метр,4817
мг литр,4809
речь идти,4794
быть описать,4785
интенсивный терапия,4775
число больной,4772
особый внимание,4763
злокачественный новообразование,4759
индекс масса,4748
миллион человек,4736
длина волна,4725
заработный плата,4720
большой число,4711
свой работа,4701
соединительный ткань,4676
различный вид,4673
фракция выброс,4664
нижний конечность,4651
большой часть,4642
результат обсуждение,4641
пациент перенести,4615
высокий доза,4611
течение день,4603
ишемический инсульт,4593
быть связать,4566
устойчивый развитие,4554
составлять около,4549
жиров ткань,4548
том том,4540
фактор некроз,4532
важный фактор,4529
результат быть,4526
иметь вид,4515
двойной слепой,4502
нарушение ритм,4498
мочь стать,4497
степень выраженность,4495
это мочь,4491
профессиональный образование,4488
экономический развитие,4485
когнитивный функция,4477
повышенный риск,4471
течение мес,4470
результат который,4460
профессиональный деятельность,4447
желудочно-кишечный тракт,4440
государственный управление,4426
большой значение,4412
иметься дать,4405
течение число,4401
жизнь пациент,4398
многочисленный исследование,4396
сигнальный путь,4386
год назад,4373
фибрилляция предсердие,4359
увеличение число,4353
лимфатический узел,4346
январь год,4342
быть создать,4341
процентный ставка,4341
россия год,4338
воспалительный реакция,4329
сравнительный анализ,4325
плата плата,4323
основа который,4310
сделать вывод,4308
пг мл,4304
весь это,4295
негативный влияние,4291
ингибитор фно,4289
значение иметь,4286
больной хобласть,4266
функциональный активность,4265
среди больной,4265
оказывать влияние,4263
здоровый лицо,4262
метр наш,4261
целое ряд,4259
ранее быть,4251
некроз опухоль,4246
положительный эффект,4241
тысяча население,4240
быть подтвердить,4238
грудной клетка,4233
который должный,4230
экспериментальный дать,4230
быть принять,4221
год составить,4218
декабрь год,4215
год жизнь,4200
который свой,4187
группа контроль,4184
подавлять большинство,4177
пожилое возраст,4174
чувствительность специфичность,4157
толстой кишка,4149
миллиард доллар,4137
рабочий место,4133
финансовый рынок,4132
широкий распространение,4113
хронический заболевание,4111
наш далее,4108
метод диагностика,4108
мочь способствовать,4101
широко использоваться,4099
окислительный стресс,4081
ревматоидный артрит,4068
увеличение риска,4061
сердце ибс,4058
иметь высокий,4054
наиболее эффективный,4053
ишемия миокард,4045
пациент ага,4021
это заболевание,4019
наиболее важный,4017
физический активность,4003
результат что,3998
период наблюдение,3995
цель настоящий,3993
конец х,3992
группа сравнение,3987
оба группа,3979
ключевой роль,3978
общий количество,3975
активный форма,3973
мочь обусловить,3972
добавить стоимость,3971
рис б,3962
длительный время,3962
больной туберкулёз,3959
обращать внимание,3956
фактор влиять,3950
оценка качество,3948
головной боль,3947
дать статья,3945
стадия заболевание,3945
е е,3933
уровень экспрессия,3929
острый коронарный,3928
дать группа,3897
возможность использование,3893
поджелудочный железа,3891
результат работа,3885
воспалительный заболевание,3873
данные исследование,3871
причина развитие,3866
исследование являться,3861
снижение ада,3860
товар услуга,3856
внешний среда,3856
образовательный программа,3853
оценка влияние,3851
мина метр,3847
широкий применение,3846
должный быть,3842
больной получать,3841
удельный вес,3840
лёгочный артерия,3838
высокий концентрация,3837
основной причина,3832
ребёнок возраст,3832
интерес представлять,3828
обратный связь,3823
данный метод,3821
тысяча человек,3817
разный страна,3817
работа автор,3816
конечный точка,3806
положительный результат,3803
мнение автор,3803
злокачественный опухоль,3796
основный фактор,3791
республика беларусь,3784
онкологический заболевание,3780
пациент сд,3775
ребёнок год,3773
атеросклеротический бляшка,3773
бронхиальный астма,3770
наиболее значимый,3767
исследование больной,3759
быть представить,3757
анализ результат,3749
увеличение количество,3745
мягкий ткань,3743
большинство пациент,3739
среди весь,3730
статистический обработка,3718
когнитивный нарушение,3707
ингибитор апф,3705
сопутствующий заболевание,3694
миллиард рубль,3684
общий смертность,3684
гладкомышечный клетка,3683
роль играть,3681
основный причина,3679
учебный заведение,3679
быть доказать,3675
некоторый случай,3675
значительный часть,3665
состояние здоровье,3662
фон терапия,3656
являться причина,3641
заболеваемость смертность,3634
настоящий момент,3622
год наш,3620
исследование также,3620
мг дл,3620
дать получить,3616
момент время,3615
приводить увеличение,3614
мочь использоваться,3606
проспективный исследование,3602
жизнь больной,3602
значимый различие,3600
больший количество,3600
составить год,3595
сантиметр сантиметр,3595
быть зарегистрировать,3582
необходимый учитывать,3574
предстательный железа,3569
результат провести,3569
различный тип,3569
лучевой терапия,3567
применение препарат,3560
важный отметить,3556
работа показать,3554
компьютерный томография,3554
клинический рекомендация,3554
два половина,3553
меньший степень,3552
целевой уровень,3546
русский язык,3530
пациент ра,3529
увеличивать риск,3522
роль развитие,3518
год который,3514
брюшной полость,3496
быть сделать,3492
избыточный масса,3489
рак молочный,3487
развитие осложнение,3479
дать литература,3479
ген кодировать,3477
наименьший квадрат,3476
контролировать исследование,3466
вне зависимость,3465
данный исследование,3464
эффективность терапия,3462
внимание уделяться,3457
это исследование,3453
больной который,3448
производительность труд,3443
сравнение пациент,3443
уровень образование,3440
здоровый человек,3440
рис рис,3429
конечный итог,3425
использование метод,3422
сердечно-сосудистый событие,3421
молодой возраст,3421
неблагоприятный исход,3417
метод наименьший,3416
это показатель,3408
низка плотность,3408
медикаментозный терапия,3405
исследование свидетельствовать,3401
период время,3400
результат анализ,3400
повышать риск,3399
также являться,3391
плата дпереть,3386
кровь больной,3384
этап развитие,3378
количественный оценка,3370
развитие сердечно-сосудистый,3367
июнь год,3364
коронарный синдром,3361
группа быть,3361
снижение активность,3359
дальнейший исследование,3343
год сут,3340
ор ди,3334
женщина мужчина,3332
очень высокий,3332
том наш,3328
повышение концентрация,3313
миллион год,3313
результат получить,3312
исходный уровень,3300
сердечный сокращение,3298
душить население,3297
дать патология,3296
клинический испытание,3295
метр год,3295
быть выделить,3290
дать категория,3282
значительный снижение,3281
пожилое пациент,3275
высокий показатель,3271
март год,3271
ребёнок подросток,3262
сентябрь год,3261
фактор который,3259
мочь являться,3255
дать проблема,3254
фактор развитие,3250
вероятность развитие,3250
вид деятельность,3249
болезнь почка,3247
доверительный интервал,3246
отечественный зарубежный,3240
ада мм,3240
наш э,3234
являться фактор,3227
пациент высокий,3225
октябрь год,3221
который также,3217
данный момент,3214
полный мера,3209
сравнение плацебо,3208
оксидативный стресс,3207
составлять год,3207
быть определить,3203
основной группа,3199
группа риска,3198
клинический эффективность,3197
сравнение контрольный,3194
являться независимый,3194
мочь рассматриваться,3192
углеводный обмен,3187
год старший,3186
май год,3185
стоить отметить,3183
рак лёгкое,3180
наш работа,3180
возраст пациент,3179
оценка риска,3179
инфекционный осложнение,3177
существенный влияние,3174
первое год,3173
различный форма,3172
достаточно высокий,3161
давление ада,3160
щитовидный железа,3157
это метод,3155
приводить развитие,3154
достоверный снижение,3151
изучение влияние,3149
европейский общество,3147
мг сутки,3145
который приводить,3144
клеточный мембрана,3137
оценка состояние,3132
организация здравоохранение,3128
мочь оказывать,3125
детский возраст,3125
эндотелиальна дисфункция,3124
фон приём,3123
сантиметр табла,3122
бедренный костя,3121
антигипертензивный терапия,3117
дать быть,3117
клубочковый фильтрация,3116
моноклональный антитело,3116
е сутки,3112
информационный технология,3109
значение показатель,3108
терапия пациент,3103
тяжёлый течение,3102
данный показатель,3099
ритм сердце,3098
частота сердечный,3098
форма кислород,3096
ведущий роль,3095
система который,3092
исследование показывать,3092
важный значение,3089
увеличение концентрация,3088
нежелательный явление,3088
доза препарат,3087
повышение качество,3085
ряд исследователь,3084
программный обеспечение,3080
впервые быть,3079
иметь свой,3078
структурный изменение,3077
год составлять,3076
й перцентиль,3075
являться самый,3073
перекисный окисление,3072
ведение пациент,3069
биологически активный,3068
который происходить,3066
высокий содержание,3065
это процесс,3061
всемирный организация,3059
антигипертензивный препарат,3058
высокий значение,3056
наш метр,3056
субъект российский,3054
железный дорога,3054
прогрессирование заболевание,3053
центральный нервный,3051
апрель год,3043
ранний возраст,3043
целый ряд,3042
острый инфаркт,3041
орган государственный,3040
увеличение частота,3040
ещё год,3034
снижать риск,3033
разный автор,3030
численность население,3028
быть достигнуть,3023
год прошлое,3021
пациент год,3021
июль год,3017
социально-экономический развитие,3014
функциональный класс,3011
активность заболевание,3010
тазобедренный сустав,3010
принимать участие,3009
диагностический критерий,3007
увеличение уровень,3005
эмпирический исследование,3005
это позволять,3000
фактор производство,2988
способствовать развитие,2987
хронический болезнь,2983
выживаемость больной,2982
чаща встречаться,2978
друг исследование,2977
больной хронический,2976
оперативный лечение,2974
оплата труд,2973
потребление соль,2972
сд го,2970
значительно выше,2968
образовательный процесс,2967
государственный власть,2966
приём препарат,2965
автор считать,2963
уровень развитие,2962
снижение концентрация,2961
ноябрь год,2958
дать свидетельствовать,2956
автор отмечать,2955
агрегация тромбоцит,2953
независимый фактор,2952
мозговой кровообращение,2950
шкала оценка,2949
улучшение качество,2947
общий выживаемость,2945
фв лж,2945
исследование год,2943
мг день,2940
внутривенный введение,2939
тесно связать,2935
дальнейший развитие,2933
тысяча рубль,2933
это быть,2932
исследование эффективность,2931
риск смерть,2928
послеоперационный осложнение,2928
диастолический дисфункция,2921
патологический состояние,2920
клинический признак,2919
достоверный различие,2916
российский экономика,2916
кроме это,2913
терапия больной,2912
вирусный инфекция,2911
природный ресурс,2909
наличие отсутствие,2906
иметь большой,2904
частота возникновение,2903
возможность применение,2901
представить табла,2901
повышение риска,2899
согласоваться дать,2898
окисление липид,2894
который включать,2893
который определяться,2893
европейский страна,2892
государственный программа,2890
клиничёска значимый,2883
постановка диагноз,2878
левый предсердие,2871
течение месяц,2871
антагонист кальций,2870
больной быть,2866
сша год,2865
мкмоль литр,2862
сердечно сосудистый,2861
разработка новый,2861
который относиться,2858
население год,2855
химический состав,2851
многий страна,2849
прогностический значение,2849
наш дать,2846
условие торговля,2846
согласно рекомендация,2846
исследование фаза,2842
решение уравнение,2842
включить пациент,2832
быть ниже,2827
частый причина,2822
фон лечение,2816
развитие острый,2815
данные соавт,2814
исследование разработка,2812
работа являться,2811
год число,2806
летний выживаемость,2802
середина х,2802
научный литература,2801
вторичный профилактика,2800
нарушение мозговой,2793
мг метр,2791
туберкулёз лёгкое,2788
быть значительно,2787
сантиметр также,2786
свободный радикал,2785
быть выбрать,2784
который использоваться,2784
транскрипционный фактор,2783
страна европа,2778
группа год,2777
уровень доказательность,2776
лечение ага,2775
август год,2772
спинной мозг,2769
рабочий сила,2769
метаболический нарушение,2769
год сантиметр,2768
процесс формирование,2767
диагностик лечение,2767
конец год,2765
дендритный клетка,2763
орган власть,2762
год также,2761
взрослый пациент,2761
быть изучить,2760
больной перенести,2760
высокий плотность,2751
исследование изучение,2751
хороший результат,2749
течение последний,2747
состояние пациент,2747
валютный курс,2746
полость рот,2742
е сантиметр,2741
пожилое человек,2740
недавний исследование,2739
метод определение,2731
клинический симптом,2731
весь большой,2727
цель работа,2726
независимый предиктор,2726
пациент хронический,2723
литературный дать,2720
это вопрос,2714
год показать,2711
клинический наблюдение,2708
субъект рф,2706
инновационный деятельность,2706
год средний,2704
дпереть мство,2701
различный вариант,2700
год весь,2698
риск возникновение,2697
развитие атеросклероз,2691
сердечный ритм,2689
достижение целевой,2689
эффект перенос,2689
категория больной,2688
противовоспалительный препарат,2687
относительный риск,2685
сантиметр е,2682
быть достоверно,2676
прямая кишка,2674
система уравнение,2672
сад дада,2670
прошлое век,2668
исследование оценка,2664
литр наш,2664
инфекционный заболевание,2664
стратегия развитие,2664
частота выявление,2664
взрослый население,2662
временной ряд,2662
достижение цель,2661
общий объём,2660
диастолический функция,2660
крупный исследование,2659
хс лпнп,2655
течение мина,2645
й день,2644
результат расчёт,2644
низкий доза,2643
который необходимый,2641
потребление алкоголь,2639
исследование влияние,2638
состояние больной,2635
течение нед,2631
поражение почка,2629
увеличение объём,2627
человек который,2626
дифференциальный диагностика,2624
пороговый значение,2624
е место,2623
страна доход,2622
различный метод,2621
сектор экономика,2620
снижение смертность,2617
статистически значимый,2617
пациент ибс,2617
значительный количество,2617
трудоспособный возраст,2614
прислать вывод,2612
лежать основа,2612
молекулярный масса,2611
дада мм,2611
уровень хс,2610
функция лж,2609
например работа,2608
эффективность применение,2608
лекарственный устойчивость,2607
особый интерес,2606
мочь вызывать,2605
система здравоохранение,2605
населить пункт,2604
больной острый,2604
весь чаща,2601
группа плацебо,2600
год пациент,2598
создание новый,2598
год россия,2597
среди женщина,2595
диабет тип,2594
ультразвуковой исследование,2593
который лежать,2593
технологический процесс,2593
мл килограмм,2591
течение несколько,2588
многоцентровой исследование,2587
некоторый исследователь,2583
достоверность различие,2579
ценный бумага,2578
системный воспалительный,2578
следующий вид,2577
весь больший,2575
рост число,2575
среди мужчина,2571
время существовать,2571
время беременность,2567
уровень глюкоза,2566
сердечный выброс,2566
большой внимание,2565
балл шкала,2564
уровень цена,2563
это приводить,2557
однако дать,2554
патогенетический механизм,2554
высокий распространённость,2553
статистический дать,2553
воспалительный ответ,2550
исследование область,2547
ранний диагностика,2545
диагностика лечение,2543
весь вид,2543
вирус грипп,2540
скорость клубочковый,2540
среди лицо,2540
который находиться,2537
обработка дать,2534
настоящий статья,2534
государственный политика,2534
статистический анализ,2533
значение коэффициент,2532
высокий чувствительность,2531
пациент хсн,2530
эффективность использование,2529
некоторый исследование,2526
дифференциальный уравнение,2524
современный этап,2523
хх век,2522
начало лечение,2522
который проводиться,2520
имт килограмм,2519
составить автор,2518
пациент острый,2516
липидный обмен,2511
лёгочный гипертензия,2510
быть также,2509
исследование последний,2509
острый период,2502
выживаемость пациент,2501
высокий активность,2501
реальный время,2501
случай заболевание,2501
процесс который,2497
организм человек,2492
который представлять,2492
применение метод,2492
атеросклеротический поражение,2492
являться ключевой,2491
повышение активность,2489
литература иметься,2488
стратегический планирование,2488
категория пациент,2488
общество кардиолог,2487
новый случай,2485
золотой стандарт,2484
болезнь лёгкое,2484
й неделя,2484
год наблюдение,2483
это направление,2481
начальный этап,2480
работа соавт,2475
сравнительный исследование,2474
магнитно-резонансный томография,2474
автор работа,2473
поиск новый,2473
представить вид,2472
й линия,2470
развитие прогрессирование,2468
миллион рубль,2467
центральный банка,2466
фактор определять,2465
цель который,2465
митральный клапан,2461
мочь достигать,2461
доллар сша,2458
мес мес,2458
аутоиммунный заболевание,2456
цена нефть,2456
пациент страдать,2454
ставка процент,2451
представить рис,2449
наш мнение,2448
скф мл,2447
продукт питание,2447
который составлять,2442
исполнительный власть,2441
значение параметр,2439
государственный университет,2438
метод анализ,2437
развитие заболевание,2436
экономический агент,2436
заболевание ссз,2432
самый высокий,2431
впервые выявить,2424
граничный условие,2421
февраль год,2420
инновационный развитие,2418
внезапный смерть,2418
представлять интерес,2418
гипертензия ага,2417
посвятить изучение,2415
систолический ада,2414
данные разный,2414
активный вещество,2413
определение уровень,2413
синусовый ритм,2411
помимо это,2408
обладать высокий,2406
заболевание который,2405
различный степень,2403
стандартный отклонение,2400
мочь оказаться,2399
современный представление,2396
вентиляция лёгкое,2394
исследование автор,2394
который обеспечивать,2393
магнитный поль,2393
быть ввести,2392
большинство больной,2390
эффективный метод,2389
орган ткань,2388
жизненный цикл,2387
га ткф,2386
это означать,2385
помощь который,2384
средний уровень,2380
показатель качество,2380
система образование,2380
около тысяча,2377
значительный увеличение,2376
тетр га,2376
около миллион,2376
га тетр,2376
пациент фп,2374
критерий оценка,2372
наблюдение пациент,2372
первое этап,2371
функция эндотелий,2369
государственный муниципальный,2367
данный подход,2366
государственный служба,2365
старший возраст,2365
отдалённый результат,2365
реваскуляризация миокард,2363
год это,2359
исходный дать,2359
эндотелий сосуд,2358
патологический изменение,2357
каждый который,2357
эпителиальный клетка,2357
вызывать сомнение,2355
данный заболевание,2354
согласно результат,2352
большинство исследование,2348
исследование включать,2348
подъём сегмент,2347
который определять,2345
менее год,2340
качество пример,2340
критический состояние,2339
рандомизировать контролировать,2335
результат оценка,2333
опыт применение,2332
поражение коронарный,2332
исследование проводиться,2330
тяжёлый форма,2328
миокард лж,2327
хронический обструктивный,2326
популяционный исследование,2324
помощь метод,2320
прогностический фактор,2320
проведение исследование,2318
актуальный проблема,2318
сопутствующий патология,2318
возраст старший,2317
тромбоэмболический осложнение,2316
женщина возраст,2316
автор быть,2314
отдел позвоночник,2313
изменение структура,2312
уровень доход,2310
весь страна,2310
повреждение почка,2308
учебный процесс,2304
общий холестерин,2303
боль спина,2303
первичный опухоль,2301
европейский союз,2301
наиболее высокий,2298
наш данные,2297
оказание медицинский,2294
исследование дать,2294
промышленный предприятие,2294
поперечный сечение,2293
плата наш,2293
провести исследование,2292
исследование применение,2292
уровень общий,2292
исследование установить,2289
большинство автор,2289
различие группа,2289
больший число,2288
новый технология,2283
лёгочный ткань,2278
изменение уровень,2278
стадия развитие,2276
образовательный учреждение,2276
исследование выполнить,2276
случай быть,2274
данные ряд,2271
различный фактор,2271
профилактика лечение,2270
конечный счёт,2269
объект исследование,2269
действие препарат,2269
являться следствие,2268
показатель смертность,2267
правый желудочек,2264
обострение хобласть,2264
иметь значение,2264
х х,2262
миокард имя,2262
основа анализ,2261
это время,2261
небольшой количество,2258
внутренний внешний,2258
свой исследование,2256
мочь влиять,2256
особый значение,2256
клинический случай,2254
качество основный,2253
хронический воспаление,2252
внутренний орган,2251
острый хронический,2250
основа дать,2249
проксимальный отдел,2247
порок сердце,2246
пищевой продукт,2243
повышение квалификация,2243
женщина год,2238
высокий школа,2237
позволять получить,2237
различный уровень,2237
постановка задача,2232
данный вид,2232
время быть,2227
сердечно-сосудистый риска,2226
федерация год,2226
рандомизировать клинический,2225
быть предложный,2224
развитие ссз,2222
оценка результат,2220
дальнейший изучение,2215
ретроспективный анализ,2212
критерий включение,2210
часто встречаться,2210
ранний послеоперационный,2209
роль патогенез,2209
оценка уровень,2207
дать методика,2206
результат применение,2206
население россия,2205
нестероидный противовоспалительный,2203
это обусловить,2202
поздний стадия,2199
система являться,2196
год исследование,2195
стандартный терапия,2195
позволять предположить,2194
юридический лицо,2193
самый дело,2193
среди население,2192
форма заболевание,2192
гипертонический болезнь,2191
широко применяться,2189
рецептор ангиотензин,2187
общий случай,2185
гипертрофия миокард,2183
мочь также,2183
являться актуальный,2182
регион россия,2180
приводить уменьшение,2178
необходимый условие,2177
рекомендация лечение,2176
стабильный стенокардия,2176
государственный сектор,2174
сердечно-сосудистый смертность,2172
дисфункция эндотелий,2171
человек год,2169
представить таблица,2168
рамка который,2167
масса миокард,2166
прогноз больной,2162
появление новый,2160
позволять оценить,2158
обструктивный болезнь,2156
целевой значение,2155
препарат группа,2154
который зависеть,2154
первое место,2151
это следовать,2149
показатель группа,2149
шейк матка,2147
длительный период,2147
который характеризоваться,2145
начинать год,2145
каждый год,2145
с-реактивный белок,2144
орган дыхание,2144
муниципальный образование,2142
р р,2140
информационный система,2139
опухолевый процесс,2138
правительство рф,2137
земной кора,2137
уровень срб,2137
исследование использование,2136
группа высокий,2136
больной фп,2135
исследование продемонстрировать,2134
больной скв,2134
который связать,2131
килограмм сут,2131
среднее возраст,2129
реальный клинический,2127
место среди,2125
основный направление,2124
клинический течение,2122
год тысяча,2121
препарат лечение,2118
приводить повышение,2118
дать пациент,2115
позволять сделать,2114
процесс обучение,2113
оценка степень,2111
многие автор,2108
год доля,2107
коэффициент джиня,2106
показатель эффективность,2103
время являться,2103
антибактериальный терапия,2102
клинический эффект,2102
частное сектор,2102
старческий возраст,2101
год соавт,2099
иметь ряд,2098
ткф га,2098
уровень возрастать,2097
ретроспективный исследование,2097
повышенный содержание,2096
миокард левый,2096
тонкий кишка,2095
следовать учитывать,2090
мочь свидетельствовать,2089
северный америка,2089
первичный вторичный,2087
президент рф,2086
являться результат,2085
обследование пациент,2083
развитие инсульт,2081
цирроз печень,2081
рф год,2080
несколько год,2078
результат наш,2076
максимальный значение,2075
обратить внимание,2074
повышение ада,2074
денежный средство,2073
основный заболевание,2073
литературный источник,2073
суточный доза,2071
острый респираторный,2070
значительно ниже,2069
международный торговля,2069
мочь выступать,2068
тактика лечение,2068
весь причина,2068
внешний внутренний,2067
особенно важный,2067
кровь пациент,2063
зарубежный автор,2062
денежно-кредитный политика,2061
метод являться,2061
современный метод,2061
корреляционный связь,2061
сердечно-сосудистый патология,2060
работа год,2060
провоспалительный цитокина,2059
народный хозяйство,2058
действие который,2058
течение время,2058
соавт показать,2055
соавт год,2054
риска сердечно-сосудистый,2050
описать случай,2049
значительный мера,2049
орган исполнительный,2048
показатель заболеваемость,2048
течение неделя,2047
модель который,2041
работа также,2040
рабочий группа,2038
который входить,2035
время операция,2034
мировой рынок,2033
время ик,2033
методика оценка,2032
это необходимый,2031
нормальный значение,2031
систолический функция,2031
ош ди,2029
способствовать снижение,2029
мужчина год,2028
систематический обзор,2028
исследование результат,2028
год мужчина,2027
экономический политика,2027
быть рассмотреть,2027
риск сердечно-сосудистый,2027
это препарат,2025
увеличение содержание,2025
весь выборка,2024
развитие ребёнок,2024
системный воспаление,2024
пациент тяжёлый,2023
симпатический нервный,2021
дальний восток,2021
основный метод,2021
экспериментальный модель,2021
наш случай,2020
тяжесть состояние,2018
промышленный производство,2017
экспериментальный работа,2017
член семья,2016
клеточный цикл,2013
местный самоуправление,2013
острый повреждение,2013
процесс развитие,2012
ревматический заболевание,2011
прогноз заболевание,2010
ребёнок ранний,2010
нарушение сон,2009
ответ вопрос,2008
мировой война,2006
др др,2006
когортный исследование,2005
результат это,2004
литературный данные,2002
сельский местность,2000
долгий время,1999
ди р,1997
развитие экономика,1997
самый распространить,1996
год женщина,1994
использование качество,1993
использование различный,1993
высокий температура,1992
снижение количество,1991
вследствие что,1991
конфликт интерес,1990
широко распространить,1990
западный европа,1988
быть найти,1986
система кровообращение,1986
решение вопрос,1983
финансовый система,1983
однако это,1982
сантиметр таблица,1982
встречаться случай,1981
ведение больной,1980
подход оценка,1979
гистологический исследование,1979
случай развитие,1979
мочь применяться,1978
страна который,1978
именно поэтому,1977
выявить ассоциация,1976
монетарный политика,1975
экономический деятельность,1975
составить соответственно,1974
начальный стадия,1973
ранний срок,1972
молекула адгезия,1972
первичный профилактика,1970
являться наличие,1970
уровень холестерин,1969
большинство исследователь,1969
риска возникновение,1968
причина возникновение,1967
число случай,1966
случай мочь,1966
развитие ибс,1965
перспективный направление,1962
автор указывать,1959
иностранный язык,1958
больной группа,1958
кальциевый канал,1957
е метр,1957
получить название,1956
поверхностный слой,1955
нормальный уровень,1954
повреждение миокард,1951
возраст больной,1951
диабет сд,1951
заболевание являться,1950
эффективность препарат,1949
мочь существенно,1949
многий автор,1947
год данные,1947
аналогичный результат,1946
