text,freq
углеводородная стратегия алкогольная стратегия,252
практики стратегического управления государственном,252
индустриальная стратегия стратегия регенерации,252
стратегия электронного правительства стратегия,252
информационной безопасности короткого обзора,252
зданий стратегия большого бизнеса,252
выбросов парниковых газов северная,252
газов северная стратегия атлантическая,252
борьбы спидом экологическая стратегия,252
стратегия миграционная стратегия судостроительная,252
насилия стратегия поддержки бездомных,252
стабильности космическая стратегия стратегия,252
короткого обзора видно реализация,252
планирования регулируются федеральным законом,252
стратегии защиты наводнений береговой,252
стратегии германия стратегия устойчивого,252
административная реформа стратегический план,252
ор доверительный интервал ди,252
московский государственный университет имени,252
стратегия стратегия профилактики стратегия,252
го века великий шелковый,252
франция программа стабильности космическая,252
стратегия стратегия преодоления гендерного,252
дорог стратегия борьбы наркотиками,252
инновационного развития стратегия информационной,252
эрозии местные стратегии германия,252
стратегия безопасности дорог стратегия,252
практики представлены таблице таблица,252
таблице таблица практики стратегического,252
пятилетний план программа устойчивого,252
правительства стратегия информационной безопасности,252
борьбы наркотиками стратегия финансовой,252
управления государственном секторе австралия,252
стратегический план сфере информационных,252
стратегия атлантическая стратегия миграционная,252
большого бизнеса дорожные стратегии,252
сфере инфраструктурная стратегия великобритания,252
преодоления гендерного насилия стратегия,252
процессы стратегического планирования регулируются,252
стратегия судостроительная стратегия стратегия,252
оленей китай пятилетний план,252
российской федерации фз принятым,252
грамотности лесная стратегия стратегия,252
стратегия восстановления популяции северных,252
безопасности цифровая стратегия стратегия,252
поддержки бездомных стратегия восстановления,252
великобритании греции др италии,252
секторе австралия стратегия безопасности,252
технологий публичной сфере инфраструктурная,252
устойчивого развития стратегия уменьшения,252
разных странах осуществляется очень,252
примеры реализации практики представлены,252
электронный ресурс дата обращения,251
мм рт ст соответственно,251
лпнп ммоль л таг,250
л таг моль л,250
острый респираторный дистресс синдром,249
рукопись получена принята публикации,249
синдрома системного воспалительного ответа,248
мг сут мг сут,248
ипэи российской академии народного,248
играет важную роль развитии,247
поддержано рекомендациями национальных ассоциаций,246
ангиотензин альдостероновой системы раас,246
др италии др франции,245
материал методы исследование включены,243
систолическое ад мм рт,242
мл условно норма повышение,240
рассчитанный зависимости град усилие,240
град усилие приложенное приводной,240
сечения относительных площадь поперечного,240
е годы прошлого века,240
нестероидных противовоспалительных препаратов нпвп,239
общего периферического сосудистого сопротивления,239
холестерина липопротеинов низкой плотности,239
дозе мг кг сут,238
др франции др испании,238
х х х х,236
является одним наиболее распространенных,235
е сутки е сутки,235
таким образом сегодняшний день,233
ленты транспортируемого груза н,231
др испании др ирландии,231
область налоговых неналоговых доходов,231
ревизионном эндопротезировании коленного сустава,230
риск развития инфаркта миокарда,229
риск сердечно сосудистых осложнений,227
примечание статистически значимые различия,226
чсс частота сердечных сокращений,226
коленного сустава данным литературы,225
др ирландии др португалии,224
скорость распространения пульсовой волны,223
таким образом сделать вывод,223
х годов прошлого века,223
общей сердечно сосудистой смертности,223
фактора роста эндотелия сосудов,222
астраханская обл астраханский заповедник,221
стратегии социально экономического развития,221
ранхигс президенте российской федерации,220
коэффициент трения грунта металлу,220
второй половине х гг,220
согласно рекомендациям европейского общества,220
холестерина липопротеидов высокой плотности,220
проксимального отдела бедренной кости,219
мм рт ст дад,219
хор пл хор пл,219
первичной медико санитарной помощи,218
федеральных государственных гражданских служащих,218
др португалии др словении,217
автореф дис канд психол,217
избыточной массы тела ожирения,216
джини метод наименьших квадратов,216
отрицательное всей выборки незначимое,216
метод наименьши х квадратов,216
капитал коэффициент джини метод,216
человечески й капитал коэффициент,216
всей выборки отрицательное демократических,216
выборки незначимое добавляются региональные,216
коэффициент джини метод наименьших,216
наименьших квадратов доход отрицательное,216
всей выборки стран доход,216
отрицательное всей выборки неравенство,216
землевладение отрицательное всей выборки,216
человеческому капиталу рассматриваются одновременно,216
показатель группа группа группа,215
сосудистый эндотелиальный фактор роста,214
настоящее время существует большое,214
хс лпвп ммоль л,214
острых нарушений мозгового кровообращения,214
выполненной соответствии государственным заданием,213
среди лиц старше лет,213
подготовлена основе материалов научно,213
данная работа подготовлена основе,213
государственным заданием ранхигс президенте,213
исследовательской работы выполненной соответствии,213
материалов научно исследовательской работы,213
пациентов ишемической болезнью сердца,211
материал методы исследование включено,211
всероссийского научного общества кардиологов,211
впервые выявленных больных туберкулезом,211
сосудистого эндотелиального фактора роста,211
др словении др индии,210
анал з останн х,210
лп мм рт ст,210
артериальная гипертензия сахарный диабет,209
асептическое расшатывание перелом аллотрансплантата,208
повторных вмешательств асептическое расшатывание,208
инфекция несвязанное аллотрансплантатом первый,208
всемирная организация здравоохранения воз,208
наблюдения причины повторных вмешательств,208
пациентов пожилого старческого возраста,208
перелом аллотрансплантата инфекция несвязанное,208
единица измерения обозначениетехническая характеристикавеличина,206
коэффициент распределения кровь газ,206
отделениях реанимации интенсивной терапии,205
пяти липинского оценку ин,205
легкой средней степени тяжести,205
больных сердечно сосудистыми заболеваниями,205
показателей летальности кардиохирургических операций,204
развития российской федерации период,204
среднем мм рт ст,204
распределения кровь газ анестетика,204
повреждение корпуса оксигенатора жидким,204
полученные результаты согласуются данными,204
развития сердечно сосудистых осложнений,203
холестерина липопротеинов высокой плотности,203
мг дл мг дл,202
останн х досл джень,202
ингибиторы ангиотензин превращающего фермента,202
дозе мг кг массы,202
занимает е место среди,201
больных раком молочной железы,200
которая показала практи которая,200
показала практи которая показала,200
практи которая показала практи,200
зп р р р,200
размер надбавки продажах агентов,200
продажах агентов сумме инвестиций,200
годовых отчетов росселхозбанка сбербанка,198
острого коронарного синдрома окс,198
источник таблица составлена данным,198
родового паралича верхней конечности,198
хроническая болезнь почек хбп,198
эффекта переноса процентных ставок,198
росселхозбанка сбербанка россии втб,198
активности симпатической нервной системы,198
мгту н э баумана,198
высокого очень высокого риска,198
составлена данным годовых отчетов,198
начале х годов прошлого,197
прижатия прижимного устройства приводной,197
прсила прижатия прижимного устройства,197
подвеске стороны ленты транспортируемого,197
американцы немцы американцы американцы,197
мм рт ст диастолическое,196
н дн дн дн,196
является одной основных причин,196
хс лнп ммоль л,193
однофотонной эмиссионной компьютерной томографии,193
скорость клубочковой фильтрации скф,192
н н н н,192
онмк острое нарушение мозгового,192
объема форсированного выдоха ю,191
играют важную роль развитии,191
х годах прошлого столетия,190
систолического ад мм рт,190
является одним основных факторов,190
полученные данные согласуются результатами,189
сечения относительных единицах рассчитанная,188
руб итоговый доход вкладчика,188
пациентов острым повреждением гм,188
производство распределение электроэнергии газа,188
нд нд нд нд,186
играет ключевую роль развитии,186
фракцией выброса левого желудочка,186
контроль физ р р,186
ии человек группа контроля,186
группе рм сравнению контрольной,185
высоким риском сердечно сосудистых,185
сад систолическое артериальное давление,184
сердечно сосудистой системы ссс,184
н дн дн д,184
ингибиторы фактора некроза опухоли,183
национальных ассоциаций ревматологов арр,183
д сентябрь н д,182
трлн руб уровень инфляции,182
ингибиторы ангиотензинпревращающего фермента иапф,182
базисных противовоспалительных препаратов бпвп,182
февраль н д сентябрь,182
мужчин женщин средний возраст,181
числа итераций полученные решении,180
продажах ук сумме инвестиций,180
размер надбавки продажах ук,180
ммоль л операции отдаленном,180
тыс руб размер надбавки,180
генно инженерные биологические препараты,180
процентного канала тм дкп,180
рекомендациях европейского общества кардиологов,180
пациенты разделены две группы,179
диастолической дисфункции левого желудочка,179
цель исследования оценить эффективность,179
пр вес призмы грунта,178
призмы грунта отвалом н,178
коэф фициент трения грунта,178
имеют высокий риск развития,178
реакции трансплантат против хозяина,178
липопротеидов низкой плотности лпнп,178
отвалом н коэф фициент,178
аллель увеличение транскрипционной активности,177
толщины комплекса интима медиа,177
смертность сердечно сосудистых заболеваний,177
факторов сердечно сосудистого риска,175
побочные эффекты прорывные судорожные,175
больных вцп зависимости наличия,175
сердечно сосудистыми заболеваниями ссз,175
сцепления сваи талом грунте,175
частота сердечных сокращений чсс,174
дч дс оппр опор,174
расчетсил сопротивления дополнительного отвала,173
материал россия республика дагестан,173
риска сердечно сосудистых событий,172
счет сш счет эд,172
рака молочной железы рмж,172
низкой плотности хс лпнп,172
малонового диальдегида мда реакции,171
указ президента российской федерации,171
мм рт ст среднее,171
патологии сердечно сосудистой системы,171
уровня артериального давления ад,170
риск неблагоприятного гноза перенесенного,170
мужчин перенесенным молодом возрасте,170
выявлено ассоциаций развитием ибс,170
пациентов успешным чрескожным вмешательством,170
двойном слепом плацебо контролируемом,170
чрескожным вмешательством выявлено ассоциаций,170
человек контрольной группы китайцы,170
выявлено ассоциаций развитием ии,170
данные каф экологии двфу,170
американцы разной этнической принадлежности,170
выявлено ассоциаций возрастанием риска,170
выявлено ассоциаций развитием рестеноза,170
человек атеросклерозом сонных артерий,170
следует отметить настоящее время,170
молодом возрасте человека контрольная,170
группы китайцы человек атеросклерозом,170
ии тиа возрасте лет,170
объем выборки выявлено ассоциаций,170
возрасте лет человек контрольной,170
методом полимеразной цепной реакции,170
рпки мес пл мт,170
таблица продолжение аллель обнаруженная,170
снизилось мм рт ст,170
скф скорость клубочковой фильтрации,169
ссз сердечно сосудистые заболевания,168
скорости распространения пульсовой волны,168
данном случае речь идет,168
хронической почечной недостаточности хпн,168
белок связывающий жирные кислоты,167
гу институт ревматологии рамн,167
данным федеральной службы государственной,166
повышение уровня сыворотке крови,166
статистическую обработку полученных данных,166
фактор некроза опухоли альфа,166
связи этим настоящее время,166
республика дагестан брянская коса,166
ежеквартальный научно практический журнал,165
д яльност п дпри,165
последние годы большое внимание,165
настоящее время вызывает сомнений,165
примечание выделены достоверные различия,164
двустороннего критерия фишера критерия,164
левого желудочка функциональный класс,164
факторов риска сердечно сосудистых,164
нормальный поток ионов канал,164
т ч рпроизводительность т,163
второй половине х годов,163
развития острого коронарного синдрома,163
начальном этапе сформирована каркасная,163
перемещению отвалом призмы волочения,163
ммоль л тг ммоль,163
сопротивление поступательному перемещению отвалом,163
субъектов российской федерации муниципальных,163
сердечно сосудистых факторов риска,162
настоящее время большое внимание,162
ч ч ч ч,162
составило мм рт ст,162
сумки латеральныйкраевая резекция иссечение,162
играет важную роль патогенезе,162
стимулирует дифференцировку клеток трофобласта,162
резекция иссечение сумки латеральныйкраевая,162
латеральныйкраевая резекция иссечение сумки,162
е е енн е,162
пациентов сердечно сосудистыми заболеваниями,162
проксимального отдела плечевой кости,161
пациентов перенесших инфаркт миокарда,161
автор ответственный переписку введение,161
п кумароил рамнопиранозид кемпферол,160
вариабельность гликемии ммоль л,160
значение вычислялось двустороннего критерия,160
гипертрофия миокарда левого желудочка,160
течение длительного периода времени,160
таблица основные лабораторные инструментальные,160
функция структура левого желудочка,160
гене зарегистри гене зарегистри,160
меспобочные эффекты функция структура,160
фв лж фракция выброса,160
трения грунта грунту пр,160
одной самых частых причин,159
мг дл мкмоль л,159
боковой стенки пж см,158
г кг массы тела,157
заболевания сердечно сосудистой системы,157
около млн лет назад,157
мг л мг л,157
индексом массы тела имт,157
археология этнография антропология евразии,157
давления малом круге кровообращения,157
занимает одно ведущих мест,157
третий четвертый квантили метод,156
е третий четвертый квантили,156
эндогенная фискальная политика избиратели,156
создает риски инвесторов затрудняет,156
значимые различия сравнению контрольной,156
джини доходам землевладени ю,156
прав собственности страны доходы,156
авторы выборка тип исследуемы,156
каналы механизм авторы выборка,156
позволить образование доходам метод,156
социальнополитическая нестабильность социальнополитическая нестабильность,156
результат теория несовершенств кредитного,156
источник данных неравенств е,156
оборотные активы краткосрочные обязательства,156
коэффициент джини землевладени ю,156
полностью удерживающих мочу баллы,156
страна доходы населения составляющи,156
белого вещества головного мозга,156
населения составляющи е третий,156
интересам бизнеса снижает стимулы,156
образование производит отрицательный единовременн,156
доходы населения составляющи е,156
долгосрочный период образование производит,156
квадратов принимается продолжение таблицы,156
социальнополитическая нестабильность создает риски,156
отклоняется неравенство снижает рождаемость,156
мочу баллы количество прокладок,156
двухшаг метод наименьших квадратов,156
отрицательный единовременн ый эффект,156
политическая страна соотношение доходов,156
