,0,1
47,2161,чаща_NOUN%всего_ADVB
48,2156,сегодняшний_ADJF%день_NOUN
49,2117,настоящий_ADJF%время_NOUN
50,2089,тем_CONJ%самый_ADJF
51,2045,считать_VERB%что_CONJ
52,2026,большой_ADJF%количество_NOUN
53,2000,последний_ADJF%время_NOUN
54,1995,иметь_VERB%место_NOUN
55,1947,получить_PRTF%результат_NOUN
56,1916,один_ADJF%сторона_NOUN
57,1888,необходимый_ADJF%для_PREP
58,1875,другой_ADJF%сторона_NOUN
59,1873,быть_VERB%установить_PRTS
60,1866,инфаркт_NOUN%миокард_NOUN
61,1857,побочный_ADJF%эффект_NOUN
62,1848,артериальный_ADJF%гипертензия_NOUN
63,1814,материал_NOUN%метод_NOUN
64,1807,артериальный_ADJF%давление_NOUN
65,1805,слизистый_ADJF%оболочка_NOUN
66,1802,хирургический_ADJF%лечение_NOUN
67,1799,большинство_NOUN%случай_NOUN
68,1737,масса_NOUN%тело_NOUN
69,1736,ещё_PRCL%один_ADJF
70,1732,рассматриваться_VERB%как_CONJ
71,1716,друг_NOUN%друг_NOUN
72,1701,быть_VERB%обнаружить_PRTS
73,1699,клинический_ADJF%практика_NOUN
74,1696,том_NOUN%плата_NOUN
75,1694,сей_ADJF%пора_NOUN
76,1683,иммунный_ADJF%система_NOUN
77,1653,контрольный_ADJF%группа_NOUN
78,1652,характерный_ADJF%для_PREP
79,1631,иммунный_ADJF%ответ_NOUN
80,1623,отметить_VERB%что_CONJ
81,1621,решение_NOUN%задача_NOUN
82,1611,мутация_NOUN%ген_NOUN
83,1577,высокий_ADJF%риск_NOUN
84,1566,база_NOUN%дать_PRTF
85,1563,лекарственный_ADJF%средство_NOUN
86,1555,быть_VERB%отметить_PRTS
87,1546,риска_NOUN%развитие_NOUN
88,1531,сердечный_ADJF%недостаточность_NOUN
89,1529,после_PREP%операция_NOUN
90,1500,мужчина_NOUN%женщина_NOUN
91,1490,фактор_NOUN%рост_NOUN
92,1486,соавт_NOUN%соавт_NOUN
93,1473,экспериментальный_ADJF%исследование_NOUN
94,1471,оценка_NOUN%эффективность_NOUN
95,1468,послеоперационный_ADJF%период_NOUN
96,1458,клинический_ADJF%картина_NOUN
97,1453,лекарственный_ADJF%препарат_NOUN
98,1448,наиболее_ADVB%распространить_PRTF
99,1437,отмечать_VERB%что_CONJ
100,1428,сердечно-сосудистый_ADJF%заболевание_NOUN
101,1428,последний_ADJF%десятилетие_NOUN
102,1428,как_CONJ%следствие_NOUN
103,1427,свидетельствовать_VERB%тот_ADJF
104,1424,мочь_VERB%привести_INFN
105,1423,тот_ADJF%чтобы_CONJ
106,1402,исследование_NOUN%провести_PRTF
107,1396,пациент_NOUN%получать_PRTF
108,1383,исследование_NOUN#показать_VERB%что_CONJ
109,1368,взаимосвязь_NOUN%между_PREP
110,1365,наиболее_ADVB%частый_ADJF
111,1360,опухолевый_ADJF%клетка_NOUN
112,1355,ммоль_NOUN%литр_NOUN
113,1353,свидетельствовать_VERB%тот_ADJF#что_CONJ
114,1352,быть_VERB%разработать_PRTS
115,1350,низкий_ADJF%уровень_NOUN
116,1347,включать_VERB%себя_NPRO
117,1346,случай_NOUN%когда_CONJ
118,1330,тот_ADJF%факт_NOUN
119,1313,хирургический_ADJF%вмешательство_NOUN
120,1313,тот_ADJF%факт_NOUN#что_CONJ
121,1312,статистически_ADVB%значимый_ADJF
122,1308,ранний_ADJF%стадия_NOUN
123,1304,окружающий_ADJF%среда_NOUN
124,1299,сантиметр_NOUN%рис_NOUN
125,1297,ключевой_ADJF%слово_NOUN
126,1297,левый_ADJF%желудочек_NOUN
127,1280,ишемический_ADJF%болезнь_NOUN
128,1277,важный_ADJF%роль_NOUN
129,1275,характерный_ADJS%для_PREP
130,1273,широкий_ADJF%спектр_NOUN
131,1259,мочь_VERB%быть_INFN#использовать_PRTS
132,1249,предполагаться_VERB%что_CONJ
133,1245,мочь_VERB%приводить_INFN
134,1242,ряд_NOUN%автор_NOUN
135,1234,быть_VERB%использовать_PRTS
136,1230,дыхательный_ADJF%путь_NOUN
137,1218,полагать_VERB%что_CONJ
138,1215,оперативный_ADJF%вмешательство_NOUN
139,1213,доказать_PRTS%что_CONJ
140,1210,мочь_VERB%служить_INFN
141,1203,воспалительный_ADJF%процесс_NOUN
142,1200,который_ADJF#мочь_VERB%быть_INFN
143,1190,выше_ADVB%чем_CONJ
144,1188,экспрессия_NOUN%ген_NOUN
145,1186,эффективность_NOUN%безопасность_NOUN
146,1184,математический_ADJF%модель_NOUN
147,1184,через_PREP%мес_None
148,1173,патологический_ADJF%процесс_NOUN
149,1171,костный_ADJF%мозг_NOUN
150,1170,летальный_ADJF%исход_NOUN
151,1163,сердечно-сосудистый_ADJF%система_NOUN
152,1163,костный_ADJF%ткань_NOUN
153,1161,фактор_NOUN%риска_NOUN#развитие_NOUN
154,1158,настоящий_ADJF%работа_NOUN
155,1153,больший_ADJF%степень_NOUN
156,1143,коленный_ADJF%сустав_NOUN
157,1139,повышение_NOUN%эффективность_NOUN
158,1137,главное_NOUN%образ_NOUN
159,1129,более_ADVB%низкий_ADJF
160,1128,частота_NOUN%встречаемость_NOUN
161,1117,болевой_ADJF%синдром_NOUN
162,1111,очевидно_CONJ%что_CONJ
163,1110,средний_ADJF%возраст_NOUN
164,1107,под_PREP%влияние_NOUN
165,1103,механизм_NOUN%действие_NOUN
166,1099,повышенный_ADJF%уровень_NOUN
167,1099,быть_VERB%установить_PRTS#что_CONJ
168,1096,мочь_VERB%иметь_INFN
169,1095,некоторый_ADJF%автор_NOUN
170,1088,медицинский_ADJF%помощь_NOUN
171,1084,принятие_NOUN%решение_NOUN
172,1083,мочь_VERB%быть_INFN#связать_PRTS
173,1082,возрастной_ADJF%группа_NOUN
174,1079,быть_VERB%выполнить_PRTS
175,1076,нервный_ADJF%система_NOUN
176,1070,практически_ADVB%весь_ADJF
177,1070,для_PREP#тот_ADJF%чтобы_CONJ
178,1056,сантиметр_NOUN%например_CONJ
179,1047,головной_ADJF%боль_NOUN
180,1028,это_PRCL%связать_PRTS
181,1024,необходимый_ADJS%отметить_INFN
182,1019,под_PREP%действие_NOUN
183,1019,согласно_PREP%данные_NOUN
184,1016,образ_NOUN%жизнь_NOUN
185,1016,средний_ADJF%значение_NOUN
186,1010,приводить_VERB%снижение_NOUN
187,1006,следующий_ADJF%образ_NOUN
188,1003,между_PREP%себя_NPRO
189,1002,снижение_NOUN%риска_NOUN
190,1002,быть_VERB%включить_PRTS
191,1001,профессиональный_ADJF%деятельность_NOUN
192,999,степень_NOUN%тяжесть_NOUN
193,995,весь_ADJF%мир_NOUN
194,994,быть_VERB%предложить_PRTS
195,981,плата_NOUN%плата_NOUN
196,977,старший_COMP%год_NOUN
197,972,быть_VERB%продемонстрировать_PRTS
198,971,данные_NOUN%литература_NOUN
199,970,более_ADVB%поздний_ADJF
200,967,фактор_NOUN%некроз_NOUN
201,966,давать_VERB%возможность_NOUN
202,959,играть_VERB%важный_ADJF
203,958,злокачественный_ADJF%новообразование_NOUN
204,954,наш_ADJF%взгляд_NOUN
205,954,длина_NOUN%волна_NOUN
206,952,плазма_NOUN%кровь_NOUN
207,941,эндотелиальный_ADJF%клетка_NOUN
208,939,течение_NOUN%мес_None
209,938,острый_ADJF%повреждение_NOUN
210,934,составлять_VERB%около_PREP
211,928,физический_ADJF%нагрузка_NOUN
212,920,рандомизировать_PRTF%исследование_NOUN
213,915,быть_VERB%опубликовать_PRTS
214,911,различие_NOUN%между_PREP
215,910,сосудистый_ADJF%стенка_NOUN
216,909,комбинированный_ADJF%терапия_NOUN
217,908,что_CONJ%касаться_VERB
218,904,результат_NOUN%что_NPRO
219,901,стволовой_ADJF%клетка_NOUN
220,901,работа_NOUN%посвятить_PRTF
221,888,более_ADVB%выразить_PRTF
222,887,ишемический_ADJF%инсульт_NOUN
223,886,функциональный_ADJF%состояние_NOUN
224,884,больной_ADJF%ага_NOUN
225,882,потому_ADVB%что_CONJ
226,878,ревматоидный_ADJF%артрит_NOUN
227,874,провоспалительный_ADJF%цитокин_NOUN
228,871,необходимый_ADJS%отметить_INFN#что_CONJ
229,870,значительный_ADJF%степень_NOUN
230,869,крайний_ADJF%мера_NOUN
231,861,исследование_NOUN%посвятить_PRTF
232,859,экономический_ADJF%рост_NOUN
233,859,большой_ADJF%часть_NOUN
234,855,периферический_ADJF%кровь_NOUN
235,853,желудочно-кишечный_ADJF%тракт_NOUN
236,851,мочевой_ADJF%пузырь_NOUN
237,851,настоящий_ADJF%момент_NOUN
238,849,быть_VERB%подтвердить_PRTS
239,845,раз_NOUN%выше_ADVB
240,843,функция_NOUN%почка_NOUN
241,843,особый_ADJF%внимание_NOUN
242,842,функциональный_ADJF%активность_NOUN
243,842,злокачественный_ADJF%опухоль_NOUN
244,841,оказывать_VERB%влияние_NOUN
245,836,мягкий_ADJF%ткань_NOUN
246,836,широко_ADVB%использоваться_VERB
247,834,играть_VERB%важный_ADJF#роль_NOUN
248,828,заключаться_VERB%тот_ADJF
249,828,сантиметр_NOUN%сантиметр_NOUN
250,825,развитый_ADJF%страна_NOUN
251,825,мочь_VERB%стать_INFN
252,824,положительный_ADJF%влияние_NOUN
253,824,наиболее_ADVB%важный_ADJF
254,820,экспериментальный_ADJF%дать_PRTF
255,819,можно_PRED%выделить_INFN
256,819,течение_NOUN%день_NOUN
257,815,наиболее_ADVB%эффективный_ADJF
258,815,можно_PRED%предположить_INFN
259,814,чувствительность_NOUN%специфичность_NOUN
260,814,положительный_ADJF%эффект_NOUN
261,813,тысяча_NOUN%население_NOUN
262,812,подавлять_PRTF%большинство_NOUN
263,811,воспалительный_ADJF%реакция_NOUN
264,811,больной_ADJF%ибс_None
265,810,профессиональный_ADJF%образование_NOUN
266,806,сравнение_NOUN%контрольный_ADJF
267,806,быть_VERB%зарегистрировать_PRTS
268,805,сельский_ADJF%хозяйство_NOUN
269,805,тот_ADJF%кто_NPRO
270,802,степень_NOUN%выраженность_NOUN
271,801,общий_ADJF%популяция_NOUN
272,800,образовательный_ADJF%программа_NOUN
273,797,бронхиальный_ADJF%астма_NOUN
274,796,сам_ADJF%себя_NPRO
275,796,когнитивный_ADJF%функция_NOUN
276,794,сравнительный_ADJF%анализ_NOUN
277,790,пациент_NOUN%перенести_PRTF
278,790,декабрь_NOUN%год_NOUN
279,779,больной_ADJF%хобласть_NOUN
280,779,инфекционный_ADJF%осложнение_NOUN
281,778,лимфатический_ADJF%узел_NOUN
282,777,клинический_ADJF%рекомендация_NOUN
283,775,быть_VERB%создать_PRTS
284,774,доза_NOUN%сут_None
285,767,ингибитор_NOUN%фно_None
286,766,представлять_PRTF%себя_NPRO
287,766,лучевой_ADJF%терапия_NOUN
288,766,интенсивный_ADJF%терапия_NOUN
289,764,учебный_ADJF%заведение_NOUN
290,760,можно_PRED%отнести_INFN
291,757,больной_ADJF%получать_PRTF
292,756,продолжительность_NOUN%жизнь_NOUN
293,756,речь_NOUN%идти_VERB
294,756,целое_NOUN%ряд_NOUN
295,755,плата_NOUN%дпереть_VERB
296,753,больной_ADJF%скв_None
297,753,быть_VERB%принять_PRTS
298,748,заключаться_VERB%тот_ADJF#что_CONJ
299,745,когнитивный_ADJF%нарушение_NOUN
300,745,январь_NOUN%год_NOUN
301,743,два_ADJF%половина_NOUN
302,742,воспалительный_ADJF%заболевание_NOUN
303,740,состоять_VERB%тот_ADJF
304,739,коронарный_ADJF%артерия_NOUN
305,739,удельный_ADJF%вес_NOUN
306,735,мочь_VERB%способствовать_INFN
307,731,основный_ADJF%причина_NOUN
308,730,причина_NOUN%смерть_NOUN
309,730,длительный_ADJF%время_NOUN
310,729,оба_NUMR%группа_NOUN
311,728,полиморфизм_NOUN%ген_NOUN
312,728,основной_ADJF%причина_NOUN
313,727,русский_ADJF%язык_NOUN
314,724,можно_PRED%считать_INFN
315,723,сигнальный_ADJF%путь_NOUN
316,721,многочисленный_ADJF%исследование_NOUN
317,719,статистический_ADJF%обработка_NOUN
318,718,внешний_ADJF%среда_NOUN
319,716,федеральный_ADJF%закон_NOUN
320,716,вне_PREP%зависимость_NOUN
321,714,сравнение_NOUN%контрольный_ADJF#группа_NOUN
322,713,мнение_NOUN%автор_NOUN
323,708,значительный_ADJF%часть_NOUN
324,702,нижний_ADJF%конечность_NOUN
325,701,через_PREP%нед_None
326,701,состояние_NOUN%здоровье_NOUN
327,701,как_CONJ%минимум_NOUN
328,698,толстой_NOUN%кишка_NOUN
329,698,быть_VERB%сделать_PRTS
330,697,можно_PRED%предположить_INFN#что_CONJ
331,696,цель_NOUN%настоящий_ADJF
332,696,центральный_ADJF%нервный_ADJF
333,695,пожилое_NOUN%пациент_NOUN
334,694,фактор_NOUN%влиять_PRTF
335,691,сердечно-сосудистый_ADJF%осложнение_NOUN
336,691,жирный_ADJF%кислота_NOUN
337,690,утверждать_VERB%что_CONJ
338,688,год_NOUN%назад_ADVB
339,688,как_CONJ%видно_CONJ
340,684,быть_VERB%выделить_PRTS
341,684,через_PREP%день_NOUN
342,684,раз_NOUN%день_NOUN
343,683,мочь_VERB%быть_INFN#обусловить_PRTS
344,683,онкологический_ADJF%заболевание_NOUN
345,681,темп_NOUN%рост_NOUN
346,680,конечный_ADJF%итог_NOUN
347,675,решение_NOUN%проблема_NOUN
348,674,центральный_ADJF%нервный_ADJF#система_NOUN
349,672,килограмм_NOUN%метр_NOUN
350,670,что_CONJ#свой_ADJF%очередь_NOUN
351,669,ниже_PREP%чем_CONJ
352,665,клинический_ADJF%признак_NOUN
353,665,больший_ADJF%количество_NOUN
354,665,информационный_ADJF%технология_NOUN
355,664,эпидемиологический_ADJF%исследование_NOUN
356,664,наиболее_ADVB%значимый_ADJF
357,664,решение_NOUN%уравнение_NOUN
358,663,широкий_ADJF%распространение_NOUN
359,661,общий_ADJF%смертность_NOUN
360,661,диагностический_ADJF%критерий_NOUN
361,660,отечественный_ADJF%зарубежный_ADJF
362,658,необходимый_ADJS%учитывать_INFN
363,658,соавт_NOUN%соавт_NOUN#соавт_NOUN%соавт_NOUN
364,656,пожилое_NOUN%возраст_NOUN
365,656,транскрипционный_ADJF%фактор_NOUN
366,656,ранний_ADJF%возраст_NOUN
367,655,важный_ADJS%отметить_INFN
368,654,который_ADJF#свой_ADJF%очередь_NOUN
369,654,более_ADVB%высокий_ADJF#уровень_NOUN
370,654,аутоиммунный_ADJF%заболевание_NOUN
371,654,оксид_NOUN%азот_NOUN
372,652,повышать_VERB%риск_NOUN
373,651,клинический_ADJF%наблюдение_NOUN
374,650,системный_ADJF%воспалительный_ADJF
375,650,метаболический_ADJF%синдром_NOUN
376,650,миллион_NOUN%человек_NOUN
377,650,обратный_ADJF%связь_NOUN
378,649,сопутствующий_ADJF%заболевание_NOUN
379,649,дендритный_ADJF%клетка_NOUN
380,649,повышенный_ADJF%риск_NOUN
381,649,активный_ADJF%форма_NOUN
382,648,клеточный_ADJF%мембрана_NOUN
383,648,мочь_VERB%использоваться_INFN
384,644,негативный_ADJF%влияние_NOUN
385,643,учебный_ADJF%процесс_NOUN
386,641,индекс_NOUN%масса_NOUN
387,640,мочь_VERB%являться_INFN
388,640,оперативный_ADJF%лечение_NOUN
389,639,рынок_NOUN%труд_NOUN
390,637,корреляция_NOUN%между_PREP
391,637,ряд_NOUN%исследователь_NOUN
392,636,доза_NOUN%килограмм_NOUN
393,634,сантиметр_NOUN%табла_NOUN
394,634,дать_PRTF%категория_NOUN
395,633,под_PREP%воздействие_NOUN
396,632,предназначить_PRTF%для_PREP
397,632,окислительный_ADJF%стресс_NOUN
398,626,сахарный_ADJF%диабет_NOUN#тип_NOUN
399,624,компьютерный_ADJF%томография_NOUN
400,624,боль_NOUN%ных_None
401,624,биологически_ADVB%активный_ADJF
402,623,артериальный_ADJF%гипертония_NOUN
403,622,раз_NOUN%сутки_NOUN
404,621,общий_ADJF%выживаемость_NOUN
405,621,ишемический_ADJF%болезнь_NOUN#сердце_NOUN
406,621,двойной_ADJF%слепой_ADJF
407,618,можно_PRED%рассматривать_INFN
408,618,лёгочный_ADJF%ткань_NOUN
409,617,можно_PRED%использовать_INFN
410,617,ведущий_ADJF%роль_NOUN
411,616,важный_ADJS%отметить_INFN#что_CONJ
412,615,фибрилляция_NOUN%предсердие_NOUN
413,615,разный_ADJF%страна_NOUN
414,614,дыхательный_ADJF%недостаточность_NOUN
415,613,исследование_NOUN#показать_PRTS%что_CONJ
416,613,после_PREP%трансплантация_NOUN
417,611,заметить_VERB%что_CONJ
418,611,менее_ADVB%чем_CONJ
419,610,мочь_VERB%рассматриваться_INFN
420,609,рак_NOUN%молочный_ADJF
421,608,патологический_ADJF%состояние_NOUN
422,607,период_NOUN%наблюдение_NOUN
423,605,хронический_ADJF%сердечный_ADJF
424,603,тазобедренный_ADJF%сустав_NOUN
425,603,представить_PRTS%табла_NOUN
426,603,образовательный_ADJF%процесс_NOUN
427,602,инфляционный_ADJF%ожидание_NOUN
428,602,полный_ADJF%мера_NOUN
429,600,тысяча_NOUN%человек_NOUN
430,597,эпителиальный_ADJF%клетка_NOUN
431,597,фон_NOUN%терапия_NOUN
432,596,устойчивый_ADJF%развитие_NOUN
433,595,март_NOUN%год_NOUN
434,594,миллиард_NOUN%доллар_NOUN
435,594,тяжёлый_ADJF%течение_NOUN
436,594,май_NOUN%год_NOUN
437,593,увеличивать_VERB%риск_NOUN
438,592,избыточный_ADJF%масса_NOUN
439,591,июнь_NOUN%год_NOUN
440,591,состоять_VERB%тот_ADJF#что_CONJ
441,591,детский_ADJF%возраст_NOUN
442,590,нежелательный_ADJF%явление_NOUN
443,588,научный_ADJF%литература_NOUN
444,587,острый_ADJF%респираторный_ADJF
445,587,страна_NOUN%мир_NOUN
446,586,фон_NOUN%приём_NOUN
447,585,клинический_ADJF%испытание_NOUN
448,585,поджелудочный_ADJF%железа_NOUN
449,584,год_NOUN%прошлое_NOUN
450,584,дифференциальный_ADJF%диагностика_NOUN
451,583,интересно_ADVB%что_CONJ
452,582,расстояние_NOUN%между_PREP
453,581,физический_ADJF%активность_NOUN
454,580,меньший_ADJF%степень_NOUN
455,579,проспективный_ADJF%исследование_NOUN
456,577,стадия_NOUN%заболевание_NOUN
457,575,инфекционный_ADJF%заболевание_NOUN
458,573,принимать_VERB%участие_NOUN
459,572,быть_VERB%достигнуть_PRTS
460,570,увеличение_NOUN%концентрация_NOUN
461,569,больной_ADJF%перенести_PRTF
462,568,европейский_ADJF%страна_NOUN
463,567,большой_COMP%чем_CONJ
464,567,исследование_NOUN#быть_VERB%показать_PRTS
465,566,значительно_ADVB%выше_ADVB
466,565,коллаген_NOUN%тип_NOUN
467,564,широкий_ADJF%применение_NOUN
468,564,июль_NOUN%год_NOUN
469,564,полость_NOUN%рот_NOUN
470,564,летний_ADJF%выживаемость_NOUN
471,563,контроль_NOUN%над_PREP
472,563,быть_VERB%выбрать_PRTS
473,563,моноклональный_ADJF%антитело_NOUN
474,562,больной_ADJF%хсн_None
475,562,стоить_VERB%отметить_INFN
476,561,нарушение_NOUN%ритм_NOUN
477,561,без_PREP%учёт_NOUN
478,561,острый_ADJF%коронарный_ADJF
479,561,апрель_NOUN%год_NOUN
480,560,спинной_ADJF%мозг_NOUN
481,558,установить_VERB%что_CONJ
482,557,взаимодействие_NOUN%между_PREP
483,556,целый_ADJF%ряд_NOUN
484,556,внутривенный_ADJF%введение_NOUN
485,556,прогрессирование_NOUN%заболевание_NOUN
486,555,почечный_ADJF%недостаточность_NOUN
487,554,результат_NOUN%обсуждение_NOUN
488,554,соединительный_ADJF%ткань_NOUN
489,552,весь_ADJF%большой_COMP
490,551,снижать_VERB%риск_NOUN
491,550,государственный_ADJF%управление_NOUN
492,549,химический_ADJF%состав_NOUN
493,549,сентябрь_NOUN%год_NOUN
494,549,программный_ADJF%обеспечение_NOUN
495,548,соавт_NOUN%показать_VERB
496,546,постановка_NOUN%диагноз_NOUN
497,546,республика_NOUN%беларусь_NOUN
498,545,сердце_NOUN%ибс_None
499,544,грудной_ADJF%клетка_NOUN
500,543,оксидативный_ADJF%стресс_NOUN
501,543,раз_NOUN%чаща_NOUN
502,543,суточный_ADJF%доза_NOUN
503,543,повышение_NOUN%концентрация_NOUN
504,541,количественный_ADJF%оценка_NOUN
505,540,клинический_ADJF%симптом_NOUN
506,539,вирусный_ADJF%инфекция_NOUN
507,538,вторичный_ADJF%профилактика_NOUN
508,535,особый_ADJF%интерес_NOUN
509,535,ишемический_ADJF%болезнь_NOUN#сердце_NOUN%ибс_None
510,535,тесно_ADVB%связать_PRTS
511,534,жиров_NOUN%ткань_NOUN
512,532,ноябрь_NOUN%год_NOUN
513,530,сравнение_NOUN%плацебо_NOUN
514,527,октябрь_NOUN%год_NOUN
515,527,работа_NOUN#показать_PRTS%что_CONJ
516,524,свободный_ADJF%радикал_NOUN
517,523,мочь_VERB%достигать_INFN
518,522,рабочий_NOUN%место_NOUN
519,520,тяжёлый_ADJF%форма_NOUN
520,519,можно_PRED%сделать_INFN
521,519,частота_NOUN%возникновение_NOUN
522,518,раз_NOUN%выше_ADVB#чем_CONJ
523,518,частота_NOUN%выявление_NOUN
524,517,февраль_NOUN%год_NOUN
525,517,ёхан_NOUN%река_NOUN
526,516,данный_ADJF%момент_NOUN
527,516,течение_NOUN%несколько_NUMR
528,516,брюшной_ADJF%полость_NOUN
529,516,снижение_NOUN%ада_NOUN
530,515,уровень_NOUN%доказательность_NOUN
531,513,недавний_ADJF%исследование_NOUN
532,513,структурный_ADJF%изменение_NOUN
533,512,технологический_ADJF%процесс_NOUN
534,510,неблагоприятный_ADJF%прогноз_NOUN
535,509,очень_ADVB%высокий_ADJF
536,508,ранний_ADJF%послеоперационный_ADJF
537,507,клиничёска_NOUN%значимый_ADJF
538,507,течение_NOUN%нед_None
539,506,пациент_NOUN%страдать_PRTF
540,505,ретроспективный_ADJF%исследование_NOUN
541,505,разработка_NOUN%новый_ADJF
542,503,верхний_ADJF%конечность_NOUN
543,502,лёгочный_ADJF%гипертензия_NOUN
544,502,предпринимательский_ADJF%активность_NOUN
545,502,внутренний_ADJF%орган_NOUN
546,502,организм_NOUN%человек_NOUN
547,502,атеросклеротический_ADJF%бляшка_NOUN
548,500,материал_NOUN%метод_NOUN#исследование_NOUN
549,499,постановка_NOUN%задача_NOUN
550,499,большинство_NOUN%исследователь_NOUN
551,498,многие_NPRO%автор_NOUN
552,498,ранний_ADJF%диагностика_NOUN
553,496,представить_PRTS%рис_NOUN
554,496,плата_NOUN%дпереть_VERB#мство_NOUN
555,496,являться_VERB%независимый_ADJF
556,496,послеоперационный_ADJF%осложнение_NOUN
557,495,развивающийся_ADJF%страна_NOUN
558,494,статистический_ADJF%анализ_NOUN
559,494,патогенетический_ADJF%механизм_NOUN
560,494,здоровый_ADJF%человек_NOUN
561,493,орган_NOUN%ткань_NOUN
562,493,молекулярный_ADJF%масса_NOUN
563,492,медиатор_NOUN%воспаление_NOUN
564,492,под_PREP%руководство_NOUN
565,492,фракция_NOUN%выброс_NOUN
566,491,что_CONJ#мочь_VERB%быть_INFN
567,491,начинать_GRND%год_NOUN
568,489,опыт_NOUN%применение_NOUN
569,489,время_NOUN%беременность_NOUN
570,488,ингибитор_NOUN%апф_None
571,488,здоровый_ADJF%лицо_NOUN
572,488,современный_ADJF%этап_NOUN
573,488,ген_NOUN%кодировать_PRTF
574,487,орган_NOUN%дыхание_NOUN
575,486,сывороточный_ADJF%уровень_NOUN
576,485,уровень_NOUN%пдква_NOUN
577,484,литературный_ADJF%дать_PRTF
578,483,позволять_VERB%сделать_INFN
579,483,позволять_VERB%предположить_INFN
580,482,доверительный_ADJF%интервал_NOUN
581,482,можно_PRED%объяснить_INFN
582,481,уровень_NOUN%срб_None
583,481,ребёнок_NOUN%подросток_NOUN
584,480,агрегация_NOUN%тромбоцит_NOUN
585,479,молочный_ADJF%железа_NOUN
586,479,вирус_NOUN%грипп_NOUN
587,479,качество_NOUN%жизнь_NOUN#пациент_NOUN
588,479,отметить_INFN%что_CONJ
589,479,высокий_ADJF%школа_NOUN
590,478,ультразвуковой_ADJF%исследование_NOUN
591,475,неблагоприятный_ADJF%исход_NOUN
592,475,настоящий_ADJF%статья_NOUN
593,474,прислать_VERB%вывод_NOUN
594,474,достоверный_ADJF%снижение_NOUN
595,474,медикаментозный_ADJF%терапия_NOUN
596,474,некоторый_ADJF%исследователь_NOUN
597,474,середина_NOUN%год_NOUN
598,474,эмпирический_ADJF%исследование_NOUN
599,473,сантиметр_NOUN%вод_NOUN
600,473,страна_NOUN%европа_NOUN
601,473,самый_ADJF%распространить_PRTF
602,471,нарушение_NOUN%мозговой_ADJF
603,471,поздний_ADJF%стадия_NOUN
604,470,согласно_PREP%рекомендация_NOUN
605,470,мочь_VERB%вызывать_INFN
606,470,создание_NOUN%новый_ADJF
607,469,образовательный_ADJF%учреждение_NOUN
608,469,средний_ADJF%возраст_NOUN#год_NOUN
609,469,разница_NOUN%между_PREP
610,468,товар_NOUN%услуга_NOUN
611,468,тот_ADJF#случай_NOUN%когда_CONJ
612,467,сразу_ADVB%после_PREP
613,467,мочь_VERB%оказывать_INFN
614,467,современный_ADJF%представление_NOUN
615,466,август_NOUN%год_NOUN
616,466,тонкий_ADJF%кишка_NOUN
617,465,жизненный_ADJF%цикл_NOUN
618,465,качество_NOUN%пример_NOUN
619,465,хронический_ADJF%боль_NOUN
620,463,низкий_ADJF%доза_NOUN
621,463,группа_NOUN%плацебо_NOUN
622,462,отдалённый_ADJF%результат_NOUN
623,462,рак_NOUN%молочный_ADJF#железа_NOUN
624,462,бедренный_ADJF%костя_NOUN
625,461,пожилое_NOUN%человек_NOUN
626,461,щитовидный_ADJF%железа_NOUN
627,461,можно_PRED%найти_INFN
