text,freq
том числе на,1316
на основании данных,1310
так или иначе,1310
влечет за собой,1306
в патологический процесс,1302
возрасте старше лет,1299
из них в,1294
фактором риска развития,1290
в сельской местности,1290
реальной клинической практике,1288
и многие другие,1288
оказывает влияние на,1287
приводит к повышению,1286
следует подчеркнуть что,1282
настоящее время для,1281
в период гг,1280
в головном мозге,1280
в этом плане,1278
в реальной клинической,1277
средний возраст лет,1275
и сердечно сосудистой,1271
в долгосрочной перспективе,1270
качестве одного из,1264
российской федерации и,1256
у из них,1248
по мере увеличения,1245
от всех причин,1242
заключение таким образом,1239
на начальном этапе,1238
в й группе,1237
по формуле где,1236
в первом случае,1235
в середине х,1234
и интенсивной терапии,1233
можно найти в,1225
у больных хсн,1225
в режиме реального,1222
начале х годов,1221
установлено что в,1220
было доказано что,1219
в этих случаях,1213
избыточной массой тела,1212
из за отсутствия,1204
денежно кредитной политики,1203
на й день,1200
за счет снижения,1198
в настоящей статье,1195
говорит о том,1194
до тех пор,1194
отметим что в,1192
приводит к уменьшению,1188
режиме реального времени,1185
не вызывает сомнений,1183
во многих странах,1177
с помощью программы,1177
которые могут быть,1174
и зависит от,1169
может быть обусловлено,1169
в наибольшей степени,1167
ишемическая болезнь сердца,1164
для оценки эффективности,1162
и за рубежом,1161
с подъемом сегмента,1157
является фактором риска,1157
в легочной артерии,1157
ишемической болезнью сердца,1156
несмотря на это,1156
средний возраст года,1153
в несколько раз,1153
в организме человека,1152
за счет увеличения,1152
показано что при,1150
исходя из этого,1148
можно сделать вывод,1148
в качестве основного,1147
у здоровых людей,1144
в некоторых исследованиях,1144
при условии что,1140
значительно выше чем,1140
практически во всех,1134
на качество жизни,1132
можно сказать что,1129
в основной группе,1129
выше чем у,1123
в таких случаях,1122
как правило в,1119
с х годов,1118
см вод ст,1117
по меньшей мере,1116
и той же,1115
что привело к,1115
в случаях когда,1112
у мужчин в,1111
на первый план,1109
у больных скв,1108
выявлено ассоциаций с,1105
имеются данные о,1104
ввп на душу,1104
в отечественной литературе,1103
в периоперационном периоде,1103
сердечно сосудистыми заболеваниями,1102
что может привести,1102
исследования показывают что,1102
п дпри мства,1101
с высокой степенью,1099
в общем объеме,1097
в первой половине,1096
субъектов российской федерации,1094
с вич инфекцией,1093
на ранних этапах,1093
течение последних лет,1093
в противном случае,1092
в целом ряде,1091
биологически активных веществ,1090
р р р,1086
и тех же,1084
те или иные,1083
работе показано что,1076
вопрос о том,1075
по данным воз,1069
одним из первых,1068
далеко не всегда,1065
в дыхательных путях,1064
к которым относятся,1059
с тех пор,1059
с артериальной гипертензией,1058
некоторые из них,1057
в группе контроля,1056
верхних дыхательных путей,1056
может быть использована,1054
до недавнего времени,1050
риска сердечно сосудистых,1049
по результатам исследования,1049
й й перцентили,1047
тех пор пока,1045
а значит и,1044
у пациентов получавших,1043
у пациентов после,1040
в случае когда,1033
на всех этапах,1026
данной категории пациентов,1026
на ранней стадии,1025
данной категории больных,1025
в своих работах,1024
в отдельных случаях,1024
не исключено что,1023
таким образом для,1022
можно было бы,1020
с избыточной массой,1017
а затем и,1017
также отметить что,1016
мг сут в,1015
в общей сложности,1014
играет ключевую роль,1013
а также к,1011
и старческого возраста,1011
таким образом чтобы,1010
показали что в,1010
в своем исследовании,1009
у этой категории,1009
это свидетельствует о,1008
том числе при,1006
в возрастной группе,1004
хронической сердечной недостаточности,1004
одном из исследований,1004
в той же,1003
на догоспитальном этапе,1001
а также от,1001
в ранние сроки,1001
с сд типа,999
на фоне применения,999
с высоким содержанием,999
является не только,997
прежде всего с,996
в различных регионах,996
на основании результатов,994
в экспериментальных исследованиях,994
до мм рт,993
приводит к тому,992
течение первого года,992
также может быть,992
и могут быть,992
лиц старше лет,991
в европейских странах,986
было показано в,986
для всей выборки,985
приводит к формированию,985
до мг сут,982
в республике беларусь,982
в некоторых работах,979
в реальном времени,979
и за счет,977
подавляющем большинстве случаев,976
можно утверждать что,976
а также по,974
в любом случае,973
при этом на,971
кроме того при,970
с подозрением на,966
не представляется возможным,965
у пожилых людей,963
в доступной литературе,963
оказания медицинской помощи,961
один раз в,960
факторов риска развития,959
могут быть связаны,958
приводит к нарушению,958
раз выше чем,957
на риск развития,955
при этом у,955
в этом смысле,955
всемирной организации здравоохранения,951
с сердечно сосудистыми,950
при подозрении на,949
течение длительного времени,948
положительное влияние на,948
в молодом возрасте,948
в определенной степени,947
качество жизни пациентов,944
т ч и,941
головного мозга и,940
в группе дексмедетомидин,936
при поступлении в,935
и как правило,933
которая может быть,933
в большинстве стран,932
повышает риск развития,931
большинство из них,930
и во время,930
в мировой практике,929
были получены и,928
на протяжении всего,926
а также и,923
с данными литературы,923
в странах европы,922
фактора некроза опухоли,921
по данным с,921
по всему миру,920
и государственной службы,919
как уже отмечалось,919
во многих исследованиях,918
мг кг сут,916
в течение всей,916
на первый взгляд,911
следует заметить что,908
то есть в,908
в первые ч,906
с целью повышения,904
первую очередь с,902
позволяет не только,902
с начала х,902
источник составлено авторами,899
артериальная гипертензия аг,897
в одном случае,896
тем или иным,895
авторы отмечают что,895
в обоих случаях,892
зависит не только,891
может влиять на,890
а у пациентов,890
и представляет собой,890
только у больных,890
европейского общества кардиологов,889
в широком диапазоне,889
инфаркта миокарда им,889
левого желудочка лж,889
в частном секторе,889
осложнений со стороны,888
на поздних стадиях,888
нашей точки зрения,887
исследование были включены,885
с целью выявления,885
с нашей точки,885
с данными других,884
последнее время в,884
в исследовании проведенном,883
с реактивный белок,883
с целью определения,883
от общего количества,882
в раза больше,881
с использованием метода,880
только у пациентов,878
в течение часов,878
в пожилом возрасте,878
до начала лечения,876
в нескольких исследованиях,875
на региональном уровне,874
артериальной гипертензии аг,874
в таблице таблица,874
на данном этапе,874
известно что при,873
инфаркта миокарда и,872
во й группе,872
для этих целей,871
в группе сравнения,870
раза по сравнению,868
одним из наиболее,867
сыворотке крови и,865
в базе данных,864
по стандартной методике,863
принято считать что,863
на мировом рынке,862
территории российской федерации,862
у больных без,862
зависимости от возраста,860
на сердечно сосудистую,860
с увеличением риска,859
в основной капитал,859
не только не,858
с ишемической болезнью,855
в рамках которого,855
по мнению автора,855
другой стороны в,853
является тот факт,851
в нижней части,851
тыс населения в,851
одним из таких,848
имеет большое значение,846
ммоль сут г,845
только тогда когда,839
по мнению и,838
на основании анализа,838
индекс массы тела,837
в грудной клетке,836
может быть связана,835
в качестве альтернативы,835
в зарубежной литературе,834
за последнее десятилетие,833
ранее было показано,832
с сд го,832
зависимости от наличия,832
т ч в,831
с целью снижения,831
в современной россии,831
кроме того для,830
на й неделе,830
на протяжении лет,829
отличие от других,827
с высокой частотой,826
существует мнение что,826
которые приводят к,826
определяется по формуле,826
исследование показало что,826
в современном мире,825
с сердечной недостаточностью,825
этой категории больных,824
можно заключить что,822
исследования последних лет,822
ни один из,822
не отличается от,821
х гг в,821
и мм рт,819
в многочисленных исследованиях,818
по разным данным,818
могут приводить к,817
при прочих равных,814
у пострадавших с,814
с целью профилактики,813
с острым коронарным,813
а не только,812
и кроме того,811
острым коронарным синдромом,811
повышенным риском развития,810
в пересчете на,810
по данным в,809
органов государственной власти,809
с молекулярной массой,809
по данным ряда,808
в сельском хозяйстве,808
первого года жизни,808
развития российской федерации,808
и качество жизни,807
в большом количестве,806
не до конца,806
через мес после,806
целью данной работы,804
при этом для,803
они могут быть,802
возрасте лет в,802
в большей мере,802
факторы влияющие на,801
м н профессор,801
и у детей,801
и качества жизни,800
внезапной сердечной смерти,800
происходит за счет,800
прежде всего на,798
настоящее время является,797
за последние десятилетия,797
большей степени чем,795
показал что в,795
для повышения эффективности,795
увеличивает риск развития,794
в различных областях,793
оказывают влияние на,791
таким образом при,789
от декабря г,789
среди лиц с,788
напрямую зависит от,788
на всех уровнях,786
в этой ситуации,786
в современной литературе,785
следует помнить что,784
негативное влияние на,784
за счет уменьшения,783
рандомизированных клинических исследований,783
в редких случаях,783
тот или иной,782
на вопрос о,782
то же самое,781
в последующие годы,781
не вызывает сомнения,781
на настоящий момент,779
на территории российской,779
на разных этапах,779
на рабочем месте,779
сахарным диабетом типа,777
р по сравнению,777
массы тела и,776
чем у мужчин,775
у пациентов и,775
в полном объеме,774
и некоторые другие,773
у взрослых и,773
по литературным данным,773
не только к,773
п дпри мств,772
полученные нами данные,772
через ч после,771
с группой контроля,770
хронической болезни почек,770
за медицинской помощью,769
и по данным,769
к сожалению в,769
однако при этом,768
у пожилых больных,767
в качестве источника,767
в более поздних,766
в широких пределах,766
с хронической сердечной,765
второй мировой войны,764
в ночное время,763
в отношении снижения,763
несмотря на наличие,760
существенное влияние на,760
во время сна,759
этой точки зрения,758
по сравнению со,757
острого инфаркта миокарда,757
следует учитывать что,757
данные о влиянии,756
особенно у пациентов,756
в ряде стран,755
у пациентов на,755
следует рассматривать как,753
настоящее время на,753
лиц молодого возраста,753
можно отнести к,752
при использовании в,752
с нормальной массой,752
у лиц старше,751
управления по результатам,750
в последнем случае,750
в последние лет,750
можно отметить что,749
при комнатной температуре,749
для решения задач,748
с целью получения,747
в критическом состоянии,745
а у больных,745
по данным исследований,745
вегетативной нервной системы,744
во второй половине,744
хронической сердечной недостаточностью,742
среди мужчин и,742
у боль ных,742
на втором этапе,742
юго восточной азии,740
следует иметь в,740
в этом контексте,739
с метаболическим синдромом,737
артериальной гипертонии аг,737
народного хозяйства и,737
в процессе обучения,737
сердечно сосудистую систему,736
однако по данным,736
исследование было включено,736
может свидетельствовать о,736
в момент времени,736
приводит к образованию,734
также показано что,733
избыточная масса тела,733
в тоже время,731
в общей структуре,730
во главе с,730
не только как,730
главным образом в,729
и сердечно сосудистых,728
более лет назад,727
такие факторы как,727
имеются данные что,726
у больных получавших,726
и показали что,726
больше чем в,724
в широком смысле,724
в экономической литературе,724
согласно современным представлениям,724
в сфере образования,724
в половине случаев,724
позволяют предположить что,724
не только при,724
перекисного окисления липидов,723
раза чаще чем,723
и соавт провели,722
объясняется тем что,722
и тот же,722
в пользу того,722
был связан с,720
в государственном секторе,720
с каждым годом,720
в структуре смертности,719
и без него,719
необходимо учитывать что,718
что говорит о,718
у пациентов группы,718
можно представить в,717
который может быть,717
в одном исследовании,716
при этом как,714
а во вторых,714
авторы считают что,713
том или ином,713
у детей до,712
в физиологических условиях,711
по этому вопросу,711
у мышей с,711
в качестве критерия,711
с середины х,710
которые могли бы,710
крупного рогатого скота,710
а также наличие,709
что по мнению,709
значительно ниже чем,709
на федеральном уровне,709
с неблагоприятным прогнозом,708
в данном контексте,707
провоспалительных цитокинов и,706
по мере прогрессирования,705
широко используется в,703
можно говорить о,702
в комплексной терапии,701
с х гг,700
сердца ибс и,699
для этой цели,699
на протяжении многих,698
исследований показали что,698
скорости клубочковой фильтрации,697
и средних предприятий,696
в своих исследованиях,696
первую очередь в,695
у пациентов не,694
мы считаем что,694
качестве одной из,693
принимает участие в,693
в суточной дозе,692
зависимости от степени,691
между собой и,691
симпатической нервной системы,690
ввиду того что,689
согласно данным литературы,688
том числе для,688
в условиях ик,688
что на фоне,685
ключевую роль в,685
зависимости от уровня,684
баллов по шкале,684
с высшим образованием,684
в своем составе,683
тогда как при,683
до при этом,683
каждая из которых,681
нормальной массой тела,680
приводит к росту,680
по современным представлениям,680
в общем виде,680
с физической нагрузкой,679
при этом заболевании,678
к примеру в,678
как одного из,677
ниже чем у,677
в сентябре г,677
одной из наиболее,677
в качестве монотерапии,677
старшей возрастной группы,677
что одним из,676
следует обратить внимание,676
в некоторых странах,676
в первые годы,676
среди взрослого населения,675
приводит к изменению,675
а также о,674
на окружающую среду,674
др а также,674
конце х годов,674
а также у,674
это согласуется с,673
в литературе описаны,673
большое значение имеет,673
в данном направлении,672
кг массы тела,672
частном секторе для,672
в июне г,671
ор ди р,671
в педиатрической практике,671
более высоким уровнем,671
положительно влияет на,670
при этом частота,670
а по данным,669
в каждом конкретном,669
установлено что при,669
в первый год,669
в клинической картине,668
с января г,667
таким образом на,667
высокий риск развития,666
со стороны жкт,665
при физической нагрузке,664
зависимости от типа,663
сердечной недостаточности и,663
в декабре г,662
во многом определяется,661
согласно литературным данным,661
в качестве маркера,660
первую очередь на,660
после хирургического лечения,660
даже при отсутствии,659
за счет использования,659
может быть связан,658
пользу того что,657
конце х гг,657
левого желудочка и,657
целью настоящей работы,657
и риском развития,657
с длиной волны,657
с артериальной гипертонией,656
с конца х,656
что свидетельствует об,655
и не всегда,655
в мировой литературе,655
артериальная гипертония аг,655
позволяет предположить что,654
требует дальнейшего изучения,654
что особенно важно,654
по этому поводу,654
с повышенным уровнем,654
и клинических исследований,654
в большинстве работ,653
см например в,652
органов брюшной полости,652
статистически значимые различия,652
в среднем составляет,651
основном за счет,651
может быть причиной,650
особый интерес представляет,650
выше по сравнению,650
острого коронарного синдрома,649
по данным росстата,649
и многих других,648
в артериальной крови,648
к й неделе,648
также согласно которому,648
в ходе которого,647
темпы экономического роста,647
не зависят от,646
опорно двигательного аппарата,646
в рандомизированном исследовании,646
создание условий для,646
таким образом что,645
поражения органов мишеней,645
то обстоятельство что,644
тесно связаны с,644
системного воспалительного ответа,643
в марте г,643
авторы показали что,642
тесно связана с,642
на первом году,641
у больных ас,641
в какой то,641
в рамках программы,641
для оценки качества,640
в костном мозге,640
в раз чаще,640
являются одним из,639
у лиц пожилого,638
в амбулаторных условиях,637
мг сут и,637
в табл представлены,637
для решения задачи,636
со стороны государства,636
в мае г,636
на разных стадиях,635
дозе мг в,634
могут влиять на,634
по доходам и,634
во многих работах,632
в верхней части,632
отметить что в,632
крови у больных,631
лиц пожилого возраста,631
в течение последующих,630
от начала заболевания,629
можно выделить следующие,629
за счет повышения,629
кроме того у,629
могут привести к,629
с помощью пакета,629
на три группы,628
реактивного белка срб,628
нарушений углеводного обмена,627
во всех группах,627
по мнению экспертов,627
середине х гг,626
может быть использовано,626
в показано что,626
на тот момент,626
вт м к,624
у одного пациента,624
факторами риска развития,624
на п п,622
в брюшной полости,621
у одного из,621
по другим данным,621
с ограниченными возможностями,621
и у взрослых,621
исследованиях показано что,620
анализ показал что,620
также было показано,620
трансформирующего фактора роста,619
целью настоящего исследования,619
со стабильной стенокардией,619
полученные нами результаты,618
сердечно сосудистой и,618
в данном разделе,618
в зимний период,617
риск сердечно сосудистых,617
болезней системы кровообращения,617
в поле зрения,617
цель настоящей работы,617
в российской популяции,617
по данным мрт,616
в окружающую среду,616
один из них,616
имеет вид где,616
лет средний возраст,615
нарушений ритма сердца,615
на российском рынке,615
на когнитивные функции,615
это привело к,614
исследовании было показано,614
может быть следствием,614
это прежде всего,613
в виде монотерапии,613
в центральной части,612
снижение массы тела,612
основе которого лежит,612
который представляет собой,612
это обусловлено тем,612
и те же,612
ведущую роль в,611
как у пациентов,611
федеральный закон от,610
т е с,610
свободных жирных кислот,609
с большим количеством,609
предположение о том,608
в разных регионах,608
наиболее частой причиной,608
к тому что,608
на эту тему,607
менее мм рт,607
середине х годов,606
исследования свидетельствуют о,606
что может свидетельствовать,606
у кардиохирургических пациентов,606
магнитно резонансной томографии,605
в августе г,605
в своей статье,605
в лабораторных условиях,605
в англоязычной литературе,605
воспалительного процесса в,605
т д и,604
в данный момент,604
одной из основных,603
до последнего времени,603
у пациентов находящихся,603
с инфарктом миокарда,602
сердечно сосудистой смерти,602
была связана с,602
было принято решение,602
на начальных этапах,601
интересно отметить что,601
у онкологических больных,600
могут быть обусловлены,600
данные полученные в,600
к стандартной терапии,600
цель исследования изучить,599
органов грудной клетки,599
в октябре г,599
чем у женщин,598
при определенных условиях,598
и сахарного диабета,598
том случае когда,598
и высоким риском,598
на всем протяжении,598
имеет важное значение,597
что сопоставимо с,597
с использованием программы,597
зависимости от того,596
особое внимание уделяется,596
говорят о том,596
с точностью до,596
избыточной массы тела,596
в дпов дно,595
окружающей среды и,595
в феврале г,595
остается одной из,594
и иссечение сумки,594
й линии терапии,594
показывает что в,592
в состоянии покоя,592
осложнений связанных с,592
с повышением уровня,592
чсс уд мин,592
может быть обусловлена,592
некоторых из них,591
средний возраст пациентов,591
в первые мес,591
из них не,591
на внутреннем рынке,591
у лиц молодого,590
сахарного диабета типа,590
в непосредственной близости,589
а затем в,589
в апреле г,588
сахарный диабет сд,588
большое внимание уделяется,588
и сахарным диабетом,588
на протяжении всей,587
в наших исследованиях,587
является основной причиной,585
меньше чем в,585
и приводят к,585
в слизистой оболочке,585
многие из них,585
от исходного уровня,584
с большей вероятностью,584
не привело к,584
т е на,584
по ведению пациентов,584
в отделении реанимации,584
рандомизированных контролируемых исследований,584
первой мировой войны,583
обратить внимание на,582
мы полагаем что,582
в двойном слепом,582
тесно связано с,582
в странах мира,581
в равной степени,581
что же касается,580
др к сожа,580
необходимо подчеркнуть что,580
информационно коммуникационных технологий,579
в первые сутки,579
существенно выше чем,579
может быть и,579
у больных на,579
в синовиальной жидкости,579
это не только,579
начала х гг,579
были опубликованы результаты,578
на этот вопрос,578
что может приводить,578
рассчитывали по формуле,578
с последующим развитием,577
не было обнаружено,577
с общей популяцией,577
в комплексном лечении,576
гра см также,576
снижает риск развития,575
и у мужчин,575
головного мозга в,575
важную роль играет,575
являются одной из,575
в начале века,574
аг у больных,574
в структуре заболеваемости,574
с результатами других,574
форменных элементов крови,574
не во всех,573
к настоящему моменту,573
в рамках проекта,573
с а также,572
высших учебных заведений,571
в разные годы,571
сердечно сосудистых причин,571
которая приводит к,571
в повседневной жизни,570
более высокие показатели,570
и повышение уровня,570
в раннем возрасте,569
у пациентов перенесших,568
в укра н,568
с клиническими проявлениями,567
может быть представлена,567
течение всего периода,567
на фоне снижения,566
в случае отсутствия,566
каждом конкретном случае,565
периферической нервной системы,565
могут быть получены,565
с хан река,564
не было отмечено,564
независимо от того,564
сосудистой стенки и,563
и тот факт,563
с повышением риска,563
при длительном применении,563
с частотой гц,563
улучшение качества жизни,563
работа выполнена при,562
как было отмечено,561
проблемы связанные с,560
в первые часы,560
у пациентов из,559
в три раза,558
этой категории пациентов,558
в сосудистой стенке,558
до мл кг,558
занимает е место,557
по настоящее время,557
по результатам исследований,557
исследований проведенных в,557
у больных оа,557
о том как,556
на дальнем востоке,555
в ходе выполнения,554
в определенной мере,554
на русском языке,554
можно использовать для,554
высшего образования в,554
факторов риска и,554
было проведено исследование,554
в высоких дозах,553
в большинстве своем,553
один из основных,553
сердечно сосудистым риском,553
при различных заболеваниях,553
по сей день,553
у больных ба,553
показало что в,552
и среднего предпринимательства,552
с пациентами без,552
в такой ситуации,552
приводят к развитию,551
в трудоспособном возрасте,551
а также его,551
значительный вклад в,551
терапии у пациентов,550
исследования проведенного в,550
л мин м,549
обусловлена тем что,549
играют ключевую роль,548
у здоровых добровольцев,548
на всех стадиях,548
соавт показано что,548
каждого из них,548
на при этом,547
что дает возможность,547
в российской экономике,547
в январе г,547
определяется не только,547
на выше чем,547
выше чем при,546
острым инфарктом миокарда,546
с использованием критерия,546
во многом определяет,545
и соавт выявили,545
как правило на,544
в представленном исследовании,543
т е при,542
и на фоне,542
от июля г,542
балла по шкале,542
частоты сердечных сокращений,542
в раза меньше,541
факторы риска развития,541
сердечно сосудистой заболеваемости,541
зависимости от вида,540
возраст старше лет,540
и во многих,540
в основе патогенеза,540
нарушения ритма сердца,540
на территории рф,539
свидетельствует о наличии,539
хронической обструктивной болезни,539
важно подчеркнуть что,538
российской федерации по,538
и среднего бизнеса,538
тб вич и,538
в течение дня,538
одним из важнейших,538
приводит к возникновению,538
без каких либо,538
г были опубликованы,537
может указывать на,536
том числе по,536
особый интерес представляют,536
фактор некроза опухоли,536
по оценке эффективности,536
исследованиях было показано,536
осложнений у пациентов,536
статистически значимых различий,536
со стабильной ибс,536
прочих равных условиях,536
в опухолевых клетках,536
качество жизни больных,535
негативно влияет на,535
во первых в,535
дозе мг раза,535
и мн др,535
развития инфаркта миокарда,534
в центре внимания,534
были опубликованы в,534
в течение последнего,534
начала х годов,533
у больных им,533
что по видимому,531
в конце концов,531
независимо от наличия,531
одним из важных,531
при наличии в,531
по мнению а,531
может быть как,531
надо отметить что,530
экономически развитых странах,529
хроническая сердечная недостаточность,529
в качестве основы,529
миокарда левого желудочка,529
что при использовании,529
большое значение в,529
и го типов,528
в экономически развитых,528
с использованием пакета,527
в ближайшие лет,527
пациентов включенных в,527
высокого риска развития,527
всем пациентам с,526
у пациентов получающих,526
детей раннего возраста,526
существенный вклад в,525
по результатам анализа,525
что позволяет использовать,525
существенную роль в,525
в раза ниже,524
при президенте рф,524
в таблице приведены,524
при обследовании пациентов,524
по данным на,524
для ранней диагностики,523
плазме крови и,523
с исходным уровнем,523
наиболее часто в,522
главным образом на,522
исследовании показано что,522
коры головного мозга,522
оказывает существенное влияние,521
исследовании проведенном в,521
у вич инфицированных,521
в пределах нормы,520
и во вторых,520
