text_without_tags,freq
процесс в,16195
и метод,16160
в они,16159
в различный,16159
по результат,16110
в литература,16021
с сторона,15906
в предел,15887
заключаться в,15809
указывать на,15762
левый желудочек,15604
один очередь,15548
при наличие,15415
вопрос о,15410
воздействие на,15388
в другой,15374
с один,15260
из который,15202
у мужчина,15199
привести к,15071
на рис,15039
относиться к,14977
в сравнение,14969
у лицо,14967
например в,14965
являться один,14951
число и,14917
в себя,14892
с и,14814
более чем,14798
так в,14757
в доза,14745
представить в,14711
сочетание с,14661
направить на,14542
показывать что,14527
различие в,14517
тот или,14515
ммоль литр,14473
в клинический,14442
в система,14421
так называть,14256
время в,14039
раз в,14009
также в,13965
а и,13947
год год,13826
доза мг,13821
в сочетание,13753
и по,13734
с с,13655
для лечение,13648
информация о,13603
с точка,13500
лицо с,13497
материал и,13328
с по,13183
а а,13030
в сфера,13008
на протяжение,12940
и и,12933
важный роль,12931
в современный,12908
повышение уровень,12906
наш исследование,12904
при который,12902
на территория,12852
тогда как,12837
за год,12770
по год,12762
и как,12709
год с,12697
каждый из,12684
находиться в,12683
в структура,12620
а не,12606
в настоящий,12588
клинический практика,12555
в мир,12518
в некоторый,12462
быть получить,12453
человек в,12382
выше чем,12326
исследование по,12283
который не,12278
сегодняшний день,12212
в дальнейший,12202
считать что,12191
мг сут,12162
участие в,12157
не являться,12094
для определение,12065
при лечение,12044
клетка и,12039
на сегодняшний,11980
представление о,11957
артериальный гипертензия,11955
в разный,11947
сыворотка кровь,11882
рекомендация по,11875
развитие и,11842
при проведение,11833
заболевание и,11816
ассоциироваться с,11814
контрольный группа,11813
но не,11669
к снижение,11583
система в,11557
коррелировать с,11518
в клетка,11512
работа по,11508
эффективность и,11508
заболевание в,11496
что приводить,11478
с до,11452
в сыворотка,11445
год по,11433
артериальный давление,11400
год на,11234
с последующий,11223
с применение,11221
быть провести,11194
иметь место,11190
мг килограмм,11185
побочный эффект,11179
мужчина и,11165
большой количество,11154
с развитие,11142
нервный система,11137
у который,11122
по отношение,11120
работа и,11098
другой сторона,11037
исследование показать,11037
не иметь,11022
основать на,11014
к он,11008
а с,10945
и она,10926
на один,10909
дать работа,10908
смертность от,10818
в конец,10813
один сторона,10715
препарат в,10703
больной в,10701
и снижение,10689
и год,10682
дать по,10674
система и,10665
наиболее часто,10660
клинический проявление,10639
клетка в,10610
приводить к,10602
в многий,10578
тем самый,10565
экономический рост,10552
и к,10520
медицинский помощь,10512
болезнь сердце,10510
боль в,10504
настоящий время,10482
исследование с,10479
в такой,10465
снижение уровень,10431
фактор рост,10412
страна в,10389
более тот,10388
и мочь,10376
на рынок,10342
по повод,10315
в начало,10286
в лечение,10285
большинство случай,10271
течение год,10255
группа пациент,10242
к год,10231
из наиболее,10228
в том,10201
что мочь,10142
россия в,10112
окружающий среда,10112
в организм,10103
по формула,10102
при помощь,10068
вести к,10062
независимо от,10062
высокий риск,9988
ребёнок в,9976
цена на,9971
на поверхность,9970
для весь,9950
один и,9922
они в,9916
сердечно-сосудистый заболевание,9893
в она,9881
в плазма,9857
чаща всего,9845
сведение о,9843
к развитие,9842
согласоваться с,9837
в он,9835
место в,9827
исходить из,9764
затрата на,9757
старший год,9746
быть установить,9712
что для,9682
коронарный артерия,9651
с различный,9642
ассоциировать с,9618
за последний,9618
это в,9604
ряд исследование,9588
ассоциированный с,9571
в статья,9520
база дать,9500
том число,9492
и а,9488
ещё один,9487
и лечение,9486
отмечать что,9463
рассматриваться как,9458
получить в,9437
лечение больной,9429
не всегда,9418
и высокий,9403
при отсутствие,9375
потребность в,9371
население в,9368
последний время,9361
привести к,9341
ишемический болезнь,9339
необходимый для,9336
в сила,9323
на весь,9305
отличаться от,9290
метод лечение,9287
тот чтобы,9276
что позволять,9270
в многое,9266
на они,9266
человек и,9234
в табла,9234
группа больной,9231
на год,9209
сантиметр например,9176
работа с,9157
и тот,9143
группа в,9107
быть обнаружить,9095
с он,9083
низкий уровень,9044
год после,9040
кровь и,9031
после операция,9028
что на,9025
состоять в,8994
до в,8939
с они,8909
факт что,8897
с дать,8887
что и,8872
вклад в,8857
влиять на,8857
условие для,8817
год а,8810
у человек,8804
метр с,8761
с увеличение,8745
отметить что,8739
по шкала,8734
в патогенез,8727
исследование провести,8720
возрастной группа,8705
р р,8694
значение в,8675
в более,8674
получить результат,8674
по весь,8649
антитело к,8648
в зона,8644
с соавтор,8639
а б,8630
тенденция к,8614
быть отметить,8600
но в,8598
страна с,8588
послеоперационный период,8585
хирургический лечение,8574
до сей,8561
в два,8555
том плата,8546
взаимосвязь между,8544
сантиметр с,8536
на который,8529
сей пора,8522
так же,8520
и безопасность,8517
период с,8504
го тип,8482
оценка эффективность,8464
вывод что,8464
и повышение,8463
участвовать в,8422
терапия в,8416
в е,8403
в ответ,8400
в больший,8385
и являться,8383
и социальный,8381
это случай,8320
давление в,8302
частота развитие,8299
вывод о,8292
развитый страна,8290
слизистый оболочка,8271
на и,8250
у взрослый,8246
с соавт,8246
иммунный ответ,8244
образование в,8211
для каждый,8202
провести в,8196
лечение в,8190
включать в,8168
характерный для,8159
женщина в,8156
дыхательный путь,8141
мочь привести,8135
на тысяча,8130
в анамнез,8129
по мера,8118
число в,8102
к увеличение,8081
лекарственный препарат,8081
к тот,8075
больной ра,8061
весь пациент,8053
е год,8046
с более,8045
и уровень,8019
процесс и,8006
в а,7996
применение в,7994
состоять из,7980
на этот,7962
лечение и,7958
настоящий работа,7951
при анализ,7947
из основный,7923
не более,7920
лекарственный средство,7913
у весь,7908
с ага,7906
в день,7903
и быть,7868
в значительный,7847
требование к,7841
взаимодействие с,7840
в таблица,7840
тот в,7837
использование в,7818
в ранний,7810
физический нагрузка,7796
и женщина,7792
решение задача,7783
или в,7768
пациент и,7766
ребёнок и,7762
в каждый,7762
а именно,7756
у они,7755
тот факт,7743
результат и,7735
как следствие,7723
и увеличение,7672
группа с,7665
работа быть,7662
приводить к,7653
метод в,7648
а при,7636
плазма кровь,7636
использоваться в,7630
фактор в,7628
внимание на,7620
что они,7618
продолжительность жизнь,7615
этот показатель,7610
для тот,7601
для решение,7585
использовать в,7581
считаться что,7567
и даже,7537
высокий частота,7515
состоять из,7510
образование и,7509
рост и,7499
структура и,7463
различие между,7456
последний десятилетие,7439
показатель в,7438
год до,7426
до и,7404
уровень в,7382
для получение,7349
метод исследование,7334
страна и,7313
снижение риска,7299
деятельность в,7287
результат в,7271
составлять от,7255
особенно в,7254
цель исследование,7249
в формирование,7235
в польза,7220
в ткань,7218
что этот,7177
для это,7175
как известно,7147
не позволять,7141
этот дать,7141
исследование на,7135
за период,7131
жизнь и,7126
ещё в,7115
мутация в,7110
предполагаться что,7110
предположить что,7100
средний возраст,7082
на развитие,7066
более низкий,7062
экспрессия ген,7061
он в,7025
статистически значимый,7016
в с,7011
иммунный система,7010
устойчивость к,7004
с а,7004
на он,7001
и после,6998
участвовать в,6996
том к,6995
что не,6975
ген и,6970
в эксперимент,6969
в популяция,6963
метр и,6960
болевой синдром,6958
введение в,6955
полагать что,6937
в сутки,6935
в регион,6925
случай когда,6905
ряд автор,6898
такой же,6890
не в,6878
орган и,6876
на ранний,6859
этот связь,6859
высокий риска,6854
в цель,6845
они не,6826
женщина с,6824
наш страна,6818
метр в,6808
борьба с,6800
жирный кислота,6794
лечение пациент,6788
спрос на,6787
больной ага,6783
исследование у,6780
настоящий исследование,6774
россия и,6767
через год,6765
и смертность,6751
с наличие,6739
доказать что,6730
человек с,6726
начинать с,6705
при оценка,6703
принятие решение,6696
в последующий,6675
другой автор,6664
и оценка,6657
при применение,6650
летальный исход,6621
корреляция между,6617
в ген,6615
с повышенный,6610
в рф,6575
и от,6575
с возраст,6556
направить на,6549
быть использовать,6543
коленный сустав,6528
под влияние,6524
с который,6523
ниже чем,6519
экспериментальный исследование,6519
действие на,6513
этот группа,6510
опухолевый клетка,6504
быть разработать,6503
с участие,6497
к сожаление,6487
период год,6485
в конечный,6483
пациент получать,6474
что он,6466
функция почка,6459
на пример,6454
быть использовать,6442
клинический картина,6440
развитие в,6439
провести исследование,6423
наиболее распространить,6416
мочь приводить,6414
повышенный уровень,6411
костный ткань,6406
почечный недостаточность,6406
возраст и,6404
соавт и,6402
согласно который,6399
только на,6394
ткань и,6367
ранний стадия,6365
на база,6352
доступ к,6346
а затем,6345
на практика,6340
молочный железа,6339
сантиметр рис,6339
как на,6336
терапия и,6329
высокий образование,6314
сосудистый стенка,6305
и клинический,6302
больший степень,6300
образ в,6297
не превышать,6297
для который,6296
на в,6294
мочь служить,6292
главное образ,6289
сердце и,6288
как у,6267
очевидно что,6264
даже в,6263
хирургический вмешательство,6260
являться важный,6257
следующий образ,6252
встречаться в,6250
воспалительный процесс,6243
патологический процесс,6234
для проведение,6229
кровь в,6214
образ жизнь,6209
группа и,6206
оперативный вмешательство,6198
мы быть,6192
случай в,6186
в отдельный,6184
у здоровый,6179
ага и,6171
получить дать,6157
в режим,6155
значение для,6152
рандомизировать исследование,6146
как при,6144
в контекст,6143
с результат,6142
а у,6141
мл мина,6140
ил ил,6123
миокард и,6120
обменный курс,6116
для расчёт,6107
быть в,6097
активность и,6094
средний значение,6090
уже в,6089
человеческий капитал,6068
наиболее частый,6064
представить в,6062
лишь в,6058
из этот,6056
в оба,6050
к вывод,6050
даже при,6049
также быть,6046
с этот,6030
не выявить,6024
темп рост,6024
содержание в,6017
и о,6017
ключевой слово,6017
килограмм метр,6016
чем при,6013
с хронический,6013
по свой,6012
нарушение функция,6011
описать в,6011
способность к,6004
под действие,6004
и экономический,5998
исследование не,5984
для они,5979
возраст от,5974
при различный,5973
дать случай,5970
высокий степень,5970
в метр,5950
на наш,5942
у пожилое,5939
быть продемонстрировать,5932
который можно,5931
находиться в,5926
результат лечение,5925
е в,5916
и степень,5912
с сд,5909
от общий,5908
время и,5901
в х,5886
включение в,5883
для выявление,5875
для пациент,5863
активность в,5860
среди пациент,5860
расход на,5860
инвестиция в,5854
до настоящий,5852
быть предложить,5825
быть связать,5820
й группа,5803
отказ от,5793
от год,5789
широкий спектр,5785
для анализ,5782
привести в,5771
в немой,5771
по оценка,5762
быть включить,5760
чувствительность к,5759
в модель,5755
также с,5755
и средний,5751
использоваться для,5747
необходимый отметить,5737
и иметь,5736
интерес к,5733
к который,5725
в европа,5725
провоспалительный цитокин,5720
метод и,5713
год у,5711
тот как,5710
также мочь,5710
сердечно-сосудистый система,5705
у из,5703
функция и,5698
как с,5693
и метр,5682
на два,5681
некоторый автор,5679
дать исследование,5676
из важный,5674
общий число,5673
оксид азот,5670
в определённый,5665
с нарушение,5663
через мес,5657
относиться к,5655
с низкий,5649
форма и,5642
и последующий,5638
в форма,5599
и тем,5591
за исключение,5590
этот проблема,5583
наблюдаться в,5581
тип и,5578
в й,5578
между себя,5571
при исследование,5571
по наш,5568
исследование показать,5556
мочь иметь,5554
дать в,5554
частность в,5553
уровень ада,5542
артериальный гипертония,5535
эффект в,5533
что по,5532
в научный,5530
в друг,5514
препарат и,5513
механизм действие,5507
из самый,5506
год литр,5505
являться наиболее,5504
при ра,5503
происходить в,5501
комбинация с,5498
с хсн,5495
к настоящий,5494
с больший,5487
практически не,5472
с острый,5471
уровень и,5471
весь случай,5466
повышение эффективность,5466
осложнение в,5465
концентрация в,5448
весь мир,5447
начало х,5445
нг мл,5443
эндотелиальный клетка,5443
по изучение,5438
закон о,5436
и качество,5432
выявить что,5430
из один,5427
высокий эффективность,5423
это связать,5418
в состояние,5411
степень тяжесть,5410
решение о,5409
дать и,5407
если в,5395
сша и,5387
математический модель,5383
данные литература,5383
осложнение и,5370
для развитие,5364
же как,5362
течение заболевание,5357
вплоть до,5350
влиять на,5341
наличие в,5330
в полный,5328
включить в,5321
и формирование,5320
и нарушение,5319
входящая в,5316
рис а,5312
производство и,5306
федеральный закон,5303
показать в,5299
что являться,5298
отметить что,5297
этот препарат,5297
более выразить,5296
е а,5296
и без,5296
на тот,5295
организация и,5293
только у,5293
и наличие,5292
о наличие,5290
этот работа,5284
на различный,5281
говорить о,5281
диагностика и,5280
в сторона,5277
крайний мера,5274
год при,5271
комбинированный терапия,5261
характерный для,5257
по крайний,5248
как один,5245
деятельность и,5243
с снижение,5243
в экономика,5242
составлять в,5240
научный исследование,5237
сердечно-сосудистый осложнение,5236
показание к,5234
с тяжёлый,5222
нарушение в,5220
то в,5209
развивающийся страна,5208
га га,5205
с позиция,5197
при изучение,5194
ряд работа,5190
политика в,5187
фактор и,5187
на дать,5177
сд тип,5174
предполагать что,5172
среди который,5167
на рисунок,5166
на момент,5165
в реальный,5162
они быть,5159
эпидемиологический исследование,5156
наш и,5147
исследование посвятить,5142
совпадать с,5141
клинический и,5137
в стационар,5136
ответственный за,5127
смертность в,5126
ибс и,5124
быть выполнить,5117
наблюдение за,5116
общий популяция,5108
в регуляция,5103
неблагоприятный прогноз,5103
сша в,5102
состояние и,5099
страна мир,5099
и функциональный,5097
больной ибс,5091
метаболический синдром,5086
потому что,5076
который позволять,5071
который иметь,5066
на этап,5061
ряд случай,5047
в диапазон,5047
пациент который,5043
в следующий,5040
это быть,5037
чем на,5035
весь больной,5034
сельский хозяйство,5031
и весь,5031
и результат,5027
по метод,5022
от весь,5019
согласно данные,5019
у этот,5012
реакция на,5007
система с,5007
более поздний,5006
другой исследование,5002
в отечественный,5002
наш взгляд,4999
миокард в,4999
литр и,4996
функциональный состояние,4995
положительный влияние,4995
и эффективность,4985
с уровень,4978
играть важный,4973
др в,4973
далее в,4970
для диагностика,4969
этот же,4966
резистентность к,4962
ситуация в,4958
с группа,4956
ага в,4953
у большинство,4951
рынок труд,4950
сонный артерия,4946
для достижение,4946
входить в,4943
и общий,4935
разработка и,4935
снижение частота,4935
давать возможность,4932
проблема в,4926
мочевой пузырь,4923
к это,4919
более год,4918
который по,4914
жизнь в,4912
причина смерть,4908
в комбинация,4905
работа посвятить,4904
наличие у,4899
стволовой клетка,4896
подход в,4896
не влиять,4896
при сравнение,4896
с нормальный,4895
в норма,4895
при условие,4888
соавт в,4873
хронический сердечный,4870
применительно к,4867
ген в,4865
костный мозг,4856
значительный степень,4844
полиморфизм ген,4843
для исследование,4840
частота встречаемость,4839
большой чем,4835
быть опубликовать,4832
периферический кровь,4821
система управление,4812
раз выше,4811
операция на,4810
на каждый,4809
также и,4803
рассматриваться в,4799
анализ дать,4790
что касаться,4781
до конец,4779
пациент быть,4779
а на,4779
интенсивный терапия,4775
быть описать,4770
что с,4768
год для,4768
можно выделить,4766
модель в,4764
особый внимание,4763
основываться на,4759
злокачественный новообразование,4757
встречаться у,4756
и хронический,4755
мг литр,4747
сообщение о,4746
для обеспечение,4745
и прогрессирование,4745
рис в,4744
индекс масса,4741
и такой,4739
при острый,4737
ни один,4735
другой страна,4734
только при,4730
миллион человек,4728
длина волна,4724
в печень,4723
заработный плата,4720
ткань в,4720
экономика в,4719
это не,4713
большой число,4700
значение и,4698
толерантность к,4695
в послеоперационный,4694
этот процесс,4693
свой работа,4691
наш в,4690
и отсутствие,4688
экономика и,4686
только с,4678
соединительный ткань,4676
однако при,4673
в число,4672
с фп,4669
фракция выброс,4664
ряд другой,4660
наука и,4659
в мировой,4657
и зарубежный,4656
метр метр,4656
нагрузка на,4654
нижний конечность,4651
определяться как,4650
при выполнение,4649
функция в,4647
на лечение,4647
один год,4645
воспаление и,4644
весь этот,4636
нуждаться в,4635
но при,4634
получить в,4631
р и,4623
различный вид,4620
такой подход,4617
автор в,4617
смерть от,4616
он не,4616
не вызывать,4616
время не,4611
быть бы,4609
к повышение,4607
высокий доза,4607
мы не,4605
говорить о,4604
проявляться в,4604
характер и,4597
ишемический инсульт,4583
как для,4580
и только,4579
так например,4571
товар и,4566
предположение о,4561
почка и,4561
как это,4556
больной сд,4552
устойчивый развитие,4548
жиров ткань,4545
кровоток в,4542
и возможность,4539
речь идти,4537
утверждать что,4536
фактор некроз,4532
быть связать,4530
важный фактор,4527
не должный,4526
случай на,4518
больной и,4518
с тот,4512
среда и,4510
не существовать,4508
двойной слепой,4501
поэтому в,4500
с она,4498
нарушение ритм,4498
на первое,4498
следовать что,4497
большой часть,4494
женщина и,4492
на результат,4491
до начало,4490
профессиональный образование,4486
экономический развитие,4485
более ранний,4485
основание для,4484
составлять около,4478
когнитивный функция,4477
наблюдаться у,4476
анализ и,4475
основа для,4473
пациент на,4473
хотя и,4469
и далее,4468
этот цель,4466
а наш,4466
при температура,4461
связывать с,4460
также на,4456
только для,4455
с повышение,4453
повышенный риск,4446
и что,4445
профессиональный деятельность,4444
что такой,4441
метод оценка,4441
желудочно-кишечный тракт,4440
день в,4435
лёгкое и,4434
технология в,4429
и использование,4429
заболевание у,4428
этот метод,4424
государственный управление,4424
за предел,4416
среда в,4415
именно в,4415
большой значение,4411
для изучение,4409
и за,4409
также при,4406
в внимание,4405
с ожирение,4402
в самый,4397
многочисленный исследование,4396
сигнальный путь,4383
для создание,4382
препарат для,4371
с такой,4364
и пациент,4363
и система,4362
и анализ,4360
год метр,4360
фибрилляция предсердие,4359
можно предположить,4352
за рубеж,4350
заболеваемость и,4350
с ибс,4349
колебаться от,4346
лимфатический узел,4346
пациент после,4342
пациент не,4341
процентный ставка,4341
иметься дать,4339
и некоторый,4335
период в,4332
воспалительный реакция,4329
цель и,4329
знание и,4327
число пациент,4325
результат который,4323
сравнительный анализ,4323
быть создать,4322
др и,4322
механизм развитие,4322
тот кто,4321
это мочь,4319
январь год,4314
пациент без,4313
пг мл,4304
результат быть,4302
сделать вывод,4300
быть выше,4292
ингибитор фно,4288
по методика,4287
негативный влияние,4286
проводиться в,4279
с образование,4278
и частота,4274
степень выраженность,4273
и иной,4266
функциональный активность,4265
в район,4265
технология и,4264
при они,4264
том и,4262
с ра,4261
из пациент,4260
весь это,4255
е и,4253
в первое,4253
увеличение число,4250
здоровый лицо,4248
совместно с,4248
не зависеть,4247
у пациентка,4246
пациент перенести,4246
целое ряд,4240
в диагностик,4235
и разработка,4235
мозг и,4234
грудной клетка,4233
положительный эффект,4231
имя и,4230
описать в,4229
экспериментальный дать,4228
что быть,4225
быть подтвердить,4224
тело и,4223
чувствительность и,4220
эффективность лечение,4220
оказывать влияние,4220
также не,4219
и е,4214
на себя,4213
некроз опухоль,4212
в отсутствие,4210
представить на,4210
тысяча население,4209
исследование при,4208
среди больной,4204
артерия и,4200
быть принять,4198
решение проблема,4196
область в,4195
и фактор,4194
мочь стать,4193
основа который,4190
а для,4185
и составлять,4183
я группа,4179
условие и,4176
декабрь год,4175
что весь,4167
пожилое возраст,4164
тип в,4164
и до,4162
терапия у,4160
число больной,4158
толстой кишка,4149
сосуд и,4146
год жизнь,4144
группа контроль,4142
необходимый для,4139
другой фактор,4138
от они,4137
отмечаться что,4136
миллиард доллар,4135
свидетельствующий о,4135
подавлять большинство,4133
в план,4132
финансовый рынок,4132
рабочий место,4132
не иметь,4129
составить в,4123
всего в,4119
метр а,4117
группа по,4112
среди они,4110
с наш,4105
и услуга,4101
широкий распространение,4101
с чем,4101
мутация ген,4101
хронический заболевание,4099
переход к,4098
с пациент,4097
приходиться на,4097
ада и,4096
использовать для,4094
по он,4089
и изменение,4089
переход от,4088
значение иметь,4084
не отличаться,4083
окислительный стресс,4081
этот исследование,4078
на й,4077
идти о,4077
социальный и,4077
рост в,4073
тот случай,4071
по критерий,4068
ревматоидный артрит,4067
сопоставимый с,4066
наблюдение в,4066
от другой,4065
и уменьшение,4065
контакт с,4064
широко использоваться,4060
решение в,4057
на более,4056
население и,4055
в итог,4053
о в,4053
имя в,4053
наиболее эффективный,4051
сопрячь с,4048
сердце ибс,4046
с момент,4044
в практика,4044
и ряд,4044
в два,4043
наш далее,4043
ишемия миокард,4043
в европейский,4039
для этот,4038
при с,4038
налог на,4038
в широкий,4037
что это,4034
течение мес,4030
и функция,4030
работа на,4030
метр наш,4026
больной хобласть,4025
как быть,4022
о влияние,4021
в контрольный,4020
вещество в,4019
государство в,4018
дать для,4018
число после,4016
наиболее важный,4016
иметь вид,4013
как минимум,4010
на разный,4009
это заболевание,4008
быть обусловить,4008
о необходимость,4003
сантиметр в,4001
к конец,4000
физический активность,4000
и один,3995
результат что,3993
течение день,3992
опухоль и,3991
конец х,3986
пока не,3985
находиться на,3985
цель настоящий,3978
задача в,3977
ключевой роль,3976
между группа,3975
с риск,3975
период наблюдение,3974
вид где,3974
оба группа,3974
по себя,3972
добавить стоимость,3971
активный форма,3971
год назад,3971
и внутренний,3970
они мочь,3968
увеличение риска,3968
к изменение,3961
с изменение,3958
внедрение в,3958
выше в,3956
представлять себя,3948
метод диагностика,3947
головной боль,3947
инфекция в,3947
мир в,3944
жизнь пациент,3944
можно отнести,3940
который должный,3938
длительный время,3933
по уровень,3932
стадия заболевание,3932
состояние в,3929
в государственный,3929
острый коронарный,3928
фактор влиять,3926
больной туберкулёз,3924
по это,3920
течение один,3920
что свидетельствовать,3919
препарат с,3918
гипотеза о,3917
общий количество,3913
данные и,3912
белок и,3912
право на,3910
в момент,3907
чаща чем,3905
ада в,3904
дать статья,3903
течение число,3902
ил и,3901
в место,3900
мочь способствовать,3900
для профилактика,3895
и следовательно,3892
в новый,3892
поджелудочный железа,3891
мочь бы,3889
варьировать от,3889
с частота,3887
эффективность в,3884
материал в,3884
эффект на,3883
сам по,3881
в республика,3881
с разный,3877
для сравнение,3872
с время,3870
находиться на,3868
возраст в,3866
плата плата,3864
мес после,3863
пациентка с,3861
воспалительный заболевание,3860
риска и,3856
снижение ада,3855
внешний среда,3855
при развитие,3854
эффект от,3851
образовательный программа,3850
в центр,3849
операция в,3841
и наш,3839
удельный вес,3839
для он,3839
лёгочный артерия,3838
привести в,3836
действие в,3834
культура и,3830
наш наш,3826
должный быть,3824
обратный связь,3823
безопасность и,3821
данный метод,3821
год составить,3821
экономический и,3819
препарат на,3817
разный страна,3816
мг раз,3816
основной причина,3813
к уменьшение,3812
тысяча человек,3810
оценка качество,3807
мнение что,3806
высокий концентрация,3806
конечный точка,3804
рассматривать как,3802
состав и,3795
злокачественный опухоль,3794
день после,3793
б в,3792
от тот,3791
уровень экспрессия,3788
он быть,3787
труд и,3786
два группа,3785
и улучшение,3785
республика беларусь,3784
мина метр,3784
который как,3782
интерес представлять,3782
основный фактор,3779
особенно при,3777
положительный результат,3777
широкий применение,3776
тем более,3773
атеросклеротический бляшка,3773
между они,3772
белок в,3771
бронхиальный астма,3770
печень и,3767
наиболее значимый,3767
при длительный,3767
в крупный,3764
такой пациент,3757
контроль за,3757
качество и,3756
действие и,3754
месяц после,3751
в пространство,3749
применяться в,3749
в детский,3745
мягкий ткань,3743
в несколько,3743
онкологический заболевание,3741
средство и,3739
а по,3739
связываться с,3735
поскольку в,3733
и пр,3731
быть представить,3727
возраст до,3727
являться основный,3724
хотя бы,3720
среди весь,3720
от он,3718
диагностик и,3718
статистический обработка,3718
более широкий,3717
с плацебо,3716
общество и,3716
кислота в,3715
в экспериментальный,3714
по суть,3714
число с,3713
к число,3712
у и,3712
дать группа,3711
вид и,3710
в присутствие,3708
в оценка,3708
когнитивный нарушение,3707
ингибитор апф,3705
формирование и,3705
к рост,3703
в клиника,3699
исследование являться,3694
который он,3691
и специфичность,3690
можно считать,3687
сопутствующий заболевание,3687
кислота и,3687
оценка влияние,3686
миллиард рубль,3684
в международный,3681
пациент у,3681
гладкомышечный клетка,3681
ещё не,3681
учебный заведение,3679
между тем,3679
общий смертность,3679
и низкий,3678
зависеть от,3678
и рост,3677
предположение что,3675
который при,3675
на другой,3675
й й,3670
у мышей,3669
для формирование,3668
некоторый случай,3666
с е,3666
в центральный,3665
предложить в,3662
основный причина,3662
быть доказать,3658
сердце в,3658
большинство пациент,3654
что применение,3651
том в,3650
условие в,3649
на это,3649
к нарушение,3649
по тип,3648
вода в,3646
иметь более,3643
в германия,3638
о возможность,3634
на стадия,3634
в расчёт,3634
что один,3629
ресурс в,3627
причина развитие,3624
настоящий момент,3621
мг дл,3620
другой исследователь,3618
о это,3618
обнаружить что,3617
мнение о,3617
направление в,3613
и образование,3613
балл по,3613
увеличение количество,3612
фон терапия,3611
контроль и,3610
наш а,3609
анализ результат,3607
зависимость между,3606
в далее,3605
проспективный исследование,3602
в лёгкое,3602
оказаться что,3599
значимый различие,3598
год когда,3597
мг в,3596
что позволить,3594
вид в,3594
управление в,3594
на терапия,3593
момент время,3592
маленький чем,3592
прислать к,3590
больной получать,3588
по который,3585
значительный часть,3583
течение и,3580
быть зарегистрировать,3580
так по,3577
отечественный и,3577
отмечаться в,3573
больший количество,3573
в плата,3572
на данный,3571
мочь использоваться,3570
необходимый учитывать,3570
предстательный железа,3569
и структура,3569
состояние здоровье,3568
лучевой терапия,3567
дать получить,3562
в среда,3561
