,0,1
156,в значительный степень зависеть от,338
157,с ограниченный возможность здоровье,337
158,соавт быть показать что,336
159,в центральный нервный система,336
160,в литература иметься дать,336
161,центральный нервный система цнс,335
162,не вызывать сомнение что,334
163,при прочий равный условие,332
164,ввп на душить население,332
165,который мочь привести к,329
166,в до наш э,329
167,должный быть направить на,329
168,следовать обратить внимание на,329
169,с острый коронарный синдром,327
170,метр объёмный плотность транспортировать груз том,326
171,оказывать негативный влияние на,325
172,нарушение толерантность к глюкоза,323
173,в рутинный клинический практика,323
174,федеральный орган исполнительный власть,322
175,и структура левый желудочек,322
176,результат быть получить и,320
177,в й линия терапия,318
178,цель настоящий работа являться,317
179,то же время у,317
180,оптимизация мк нсприводной подвеска дать,317
181,метр угол наклон к горизонт борт,317
182,ишемический болезнь сердце ибс и,316
183,рак молочный железа и,316
184,ми о кара да,315
185,не оказывать существенный влияние,315
186,доза мг сут в,314
187,в раз ниже чем,314
188,с ишемический болезнь сердце,311
189,автор прислать к вывод,311
190,это объясняться тем что,306
191,в течение последний десятилетие,306
192,на сегодняшний день являться,306
193,результат быть получить в,303
194,говорят о тот что,303
195,в это же время,303
196,однако следовать отметить что,302
197,в раз маленький чем,302
198,оказывать положительный влияние на,302
199,в нижний часть спина,302
200,играть существенный роль в,302
201,мочь привести к развитие,301
202,и интенсивный терапия орита,301
203,литература иметься дать о,301
204,учитывать тот факт что,300
205,независимо друг от друг,300
206,дать болгария наш дать болгария наш,300
207,зависеть от многий фактор,297
208,в течение несколько день,297
209,и соавт сообщить о,296
210,тот или иной мера,296
211,в непосредственный близость от,295
212,колебаться от до в,295
213,у лицо пожилое возраст,294
214,ил ил ил ил ил ил ил ил,293
215,с практический точка зрение,292
216,на начальный этап сформировать каркасный,292
217,на протяжение последний год,291
218,в малое круг кровообращение,291
219,к настоящий время в,289
220,активный форма кислород афк,289
221,это следовать отметить что,289
222,век до наш э,287
223,фактор некроз опухоль и,286
224,на сегодняшний день не,283
225,год быть опубликовать результат,283
226,зависимость метр объёмный плотность,283
227,являться независимый фактор риска,282
228,качество пример можно привести,282
229,прес сей груп пы ге новый ре гу,280
230,ге новый ре гу ля ция эк,280
231,свидетельствующий о тот что,278
232,на тот или иной,278
233,варьировать от до в,277
234,в конечный итог приводить к,276
235,мочь быть использовать при,275
236,в х год прошлое век,275
237,мм рт ст при,274
238,при длина волна нм,274
239,мг дл мм час мг дл мм час,274
240,с сторона сердечно-сосудистый система,271
241,мочь быть использовать как,269
242,однако до сей пора,268
243,у лицо молодой возраст,267
244,который играть важный роль,266
245,прийти к вывод что,266
246,с деркач а а,266
247,ни один из они,265
248,один из основный задача,265
249,в зависимость от полый,265
250,у больной сд тип,265
251,поражение центральный нервный система,265
252,конец х год в,264
253,в структура онкологический заболеваемость,264
254,соэ мм число срб мг литр,264
255,на момент постановка диагноз,263
256,российский академия народный хозяйство и,263
257,более мм рт ст,263
258,у боль ных с,261
259,однако до настоящий время,261
260,быть разделить на группа,261
261,государственный служба при президент рф,261
262,являться один из главный,260
263,у больной сахарный диабет,258
264,исследование быть включить больной,258
265,тетр га га га га га тетр га,258
266,начальный этап сформировать каркасный модельмк нсприводной подвеска сантиметр,258
267,модельмк нсприводной подвеска сантиметр рисунок,258
268,с возрастание риска развить тия,255
269,некоторый автор считать что,254
270,можно разделить на два,253
271,качество пищевой продукт и,251
272,индекс масса тело килограмм метр,251
273,и мочь быть использовать,251
274,к тот или иной,251
275,в условие искусственный кровообращение,251
276,до конец не ясный,250
277,у ребёнок старший год,250
278,в экономически развитый страна,250
279,при обширный абдоминальный операция,250
280,являться один из наиболее распространить,249
281,это мочь привести к,249
282,что приводить к уменьшение,249
283,в течение мес после,248
284,у ребёнок младший год,248
285,ранее мы быть показать что,248
286,быть достоверно выше чем,247
287,на душить население в,247
288,в суточный доза мг,245
289,быть сделать вывод о,245
290,системный заболевание соединительный ткань,245
291,пациент быть разделить на,245
292,по данные всемирный организация здравоохранение,245
293,с молекулярный масса кда,244
294,быть сделать вывод что,244
295,в повседневный клинический практика,244
296,в относительный площадь поперечный сечение,240
297,относительный площадь поперечный сечение в,240
298,по зависимость единица рассчитать,240
299,зависимость единица рассчитать по,240
300,не говорить уже о,239
301,комбинированный терапия мт и,239
302,с хронический сердечный недостаточность,238
303,на е сутки после,238
304,найти свой отражение в,237
305,и фактор некроз опухоль,237
306,год быть показать что,237
307,тысяча до наш э,237
308,с прес сей ген,237
309,вносить существенный вклад в,236
310,после выписка из стационар,235
311,независимый фактор риска развитие,235
312,ниже мм рт ст,235
313,в течение месяц после,234
314,как видно из табла,234
315,е год прошлое век,234
316,что вероятно связать с,234
317,на один план выходить,233
318,быть установить что в,233
319,в прямая зависимость от,232
320,как видно из таблица,232
321,от лента наш метр лраспределенный нагрузка,231
322,получить широкий распространение в,230
323,один из важный задача,230
324,доза мг килограмм в,230
325,с сторона желудочно-кишечный тракт,230
326,в место лишение свобода,230
327,существующий на сегодняшний день,229
328,показать что у больной,229
329,тем не менее при,228
330,и соавт установить что,228
331,быть высказать предположение что,228
332,вестник кемеровский государственный университет том,228
333,более высокий риск развитие,228
334,в рандомизировать клинический исследование,228
335,к конец х год,228
336,в поясничный отдел позвоночник,226
337,в страна западный европа,225
338,отличаться друг от друг,225
339,как видно из рис,224
340,один половина х год,224
341,ре гу ля ция эк,224
342,конец х начало х год,223
343,важный отметить что в,222
344,и играть важный роль,222
345,исходить из тот что,222
346,у ребёнок старший возраст,221
347,и улучшение качество жизнь,221
348,на наш взгляд являться,221
349,московский государственный университет имя метр,221
350,тот пора пока не,220
351,быть достоверно ниже чем,219
352,таблица значение число итерация,219
353,который быть показать что,218
354,в значительный степень определяться,218
355,играть ведущий роль в,218
356,смертность от сердечно-сосудистый заболевание,217
357,в более поздний срок,217
358,в течение несколько часы,217
359,определяться по формула где,216
360,или по крайний мера,216
361,коленный сустав по данные литература,216
362,по крайний мера один,215
363,следовать отметить что при,215
364,выбор тот или иной,214
365,в итог приводить к,214
366,в разный страна мир,213
367,мужчина средний возраст год,213
368,что мочь быть обусловить,213
369,в результат что происходить,212
370,метр над ур метр,211
371,на сегодняшний день дать,210
372,в два половина х год,209
373,для решение поставить задача,209
374,обращение за медицинский помощь,209
375,достижение целевой уровень ада,209
376,в регионарный лимфатический узел,208
377,на протяжение всего период,208
378,быть значительно выше чем,208
379,в рандомизировать контролировать исследование,208
380,один из важный фактор,208
381,при ревизионный эндопротезирование коленный сустав по данные,208
382,наблюдение причина повторный вмешательство,208
383,который быть включить пациент,207
384,то же время для,207
385,принимать активный участие в,206
386,себя внимание тот факт что,206
387,что влечь за себя,206
388,и периферический нервный система,206
389,показать что у больной,206
390,обозначениетехнический характеристикавеличина единица измерение обозначениетехнический характеристикавеличина единица измерение,206
391,уровень пёс нг мл,205
392,постановление правительство рф от,204
393,мм рт ст а,204
394,тот или иной форма,204
395,в последний два десятилетие,203
396,пациент средний возраст год,203
397,в бухгалтерський область ку,203
398,это говорить о тот,201
399,образование активный форма кислород,201
400,в настоящий работа мы,201
401,можно условно разделить на,200
402,найти широкий применение в,200
403,до настоящий время оставаться,200
404,тот число у больной,199
405,доход на душить население,198
406,стоить отметить что в,198
407,занимать е место в,198
408,метр ширина лента метр ширина лента,197
409,лента рассчитать по зависимость град усилие приложить,197
410,зависимость град усилие приложить к приводной подвеска,197
411,являться независимый фактор риска развитие,196
412,проблема особо опасный инфекция вып,196
413,в свой очередь вести к,196
414,позволять сделать вывод что,196
415,активный форма кислород и,196
416,раз выше по сравнение с,194
417,в один часы после,194
418,рассматриваться как один из,194
419,в конец х начало х,193
420,с хронический болезнь почка,193
421,так быть показать что,193
422,что по мнение автор,192
423,рандомизировать клинический исследование рки,192
424,последний год показать что,192
425,у ребёнок младший возраст,192
426,с атеросклероз сонный артерия,192
427,наностержень нанодиск нанопроволока и,192
428,при принятие решение о,191
429,в ранее провести исследование,190
430,снижение скорость клубочковый фильтрация,190
431,качество один из основный,190
432,можно предположить что в,189
433,ия или тиа в,189
434,для достижение поставить цель,189
435,в относительный единица рассчитать,189
436,относительный единица рассчитать по,189
437,из таблица видно что,188
438,при острый повреждение гм,188
439,с острый повреждение гм,188
440,в х год прошлое столетие,187
441,пациент старший возрастной группа,187
442,инфекция верхний дыхательный путь,187
443,в доза внутренний облучение,187
444,и соавт продемонстрировать что,186
445,середина х год в,186
446,без определение национальный принадлежность,186
447,определение национальный принадлежность пациент,186
448,и до сей пора,185
449,в доступный литература мы,185
450,пик заболеваемость приходиться на,185
451,развитие налоговый система ипэя,185
452,налоговый система ипэя российский академия народный хозяйство,185
453,значение число итерация получить,185
454,результат быть получить при,184
455,число срб мг литр,184
456,с ия или тиа,184
457,уровень артериальный давление ада,183
458,и по сеять день,183
459,не мочь быть использовать,183
460,какой бы то ни,183
461,при рак молочный железа,183
462,автореф дис канда психол наука,183
463,по мнение некоторый исследователь,183
464,у больной старший год,183
465,материал россия республика дагестан,183
466,в субъект российский федерация,182
467,по данные ряд исследователь,182
468,к начало х год,182
469,то же время и,182
470,который мочь приводить к,182
471,ишемия головной мозг и,182
472,атеросклероз сонный артерия и,182
473,таблица межплоскостной расстояние и,182
474,и интенсивность линия композит,182
475,интенсивность линия композит га получить смешение,182
476,га получить смешение индивидуальный золь,182
477,га число идентификация идентификация,182
478,число идентификация идентификация га ткф га ткф,182
479,га ткф га ткф га га ткф га,182
480,в широкий клинический практика,181
481,при различный патологический состояние,181
482,мочь быть определить как,181
483,вносить свой вклад в,181
484,фактор оказывать влияние на,180
485,на протяжение последний десятилетие,180
486,в течение несколько неделя,179
487,ибс ишемический болезнь сердце,179
488,год килограмм масса тело,179
489,на протяжение длительный время,179
490,недавно быть показать что,179
491,с соавтор показать что,179
492,в раз выше по сравнение,178
493,однако на сегодняшний день,178
494,от до мг сут,178
495,который мочь влиять на,178
496,аллель обнаружить ассоциация популяция объесть выборка,178
497,один из основный фактор,177
498,один из важный проблема,177
499,и лицо контрольный группа,177
500,и быть показать что,177
501,на более поздний стадия,177
502,антитело к циклический цитруллинированный пептид аццп,177
503,статистически значимый различие в,176
504,с ишемический болезнь сердце ибс,176
505,результат свидетельствовать о тот,175
506,государственный программа российский федерация,175
507,раз чаща чем в,175
508,уровень мм рт ст,174
509,тем не менее у,174
510,ингибитор фактор некроз опухоль фно,174
511,а также у больной,174
512,ло ги че с,174
513,с декомпенсировать портальный гипертензия,174
514,улучшение качество жизнь пациент,173
515,ар тот ри аль ной ги переть,173
516,и соавт обнаружить что,172
517,являться наиболее частый причина,172
518,при президент российский федерация,172
519,системный воспалительный ответ и,172
520,по вы ше ние,172
521,у больной хронический гепатит,172
522,и к справочный дать,172
523,к справочный дать для,172
524,том число рпроизводительность том число рпроизводительность,172
525,с ишемия головной мозг,172
526,у па ци ен тов,171
527,один из самый высокий,171
528,статистический обработка получить дать,171
529,то же время не,171
530,с острый инфаркт миокард,171
531,тезис о тот что,171
532,один из основный проблема,171
533,позволить сделать вывод о,170
534,раз большой чем в,170
535,быть установить что при,170
536,па ци ен тов с,170
537,в сфера информационный технология,170
538,и мочь приводить к,170
539,ммоль сут год сут,170
540,риск неблагоприятный про гноз после перенести,170
541,про гноз после перенести ия,170
542,популяция объесть выборка не выявить ассоциация,170
543,этнический принадлежность лицо с,170
544,с успешный чрескожный вмешательство,170
545,успешный чрескожный вмешательство не выявить ассоциация,170
546,пациент не выявить ассоциация,170
547,человек контрольный группа китаец человек,170
548,контрольный группа китаец человек с,170
549,возрастание риска развить тия ия,170
550,один из важный направление,169
551,говориться о тот что,169
552,настоящее время не вызывать сомнение,169
553,е год прошлое столетие,169
554,тем не менее несмотря на,169
555,и мочь привести к,169
556,по зи тив ный ре гу ля,169
557,в конец прошлое век,168
558,в один половина х,168
559,не ус тот новый ле,168
560,прес сей ген ре гу ля ция,168
561,раз выше чем при,167
562,и соавт сообщать о,167
563,некоторый автор указывать на,167
564,в высокий учебный заведение,167
565,с позиция доказательный медицина,167
566,мгту имя наш э бауман,167
567,являться один из наиболее частый,167
568,на тот факт что,166
569,артериальный гипертензия ага и,166
570,занимать е место среди,166
571,ге мо ди на,166
572,быть разделить на два,166
573,один из ключевой фактор,166
574,в ранний срок после,165
575,прислать к заключение что,165
576,в литература описать случай,165
577,по данные литература в,165
578,в меньший степень чем,164
579,дать позволять предположить что,164
580,автор приходить к вывод,164
581,тот или иной метод,164
582,быть выявить у больной,164
583,госпитальный шкала тревога и,164
584,острый нарушение мозговой кровообращение онмк,164
585,повышение артериальный давление ада,164
586,молекула мочь войти в,164
587,но не мочь пройти,164
588,являться один из ведущий,163
589,приходить к вывод о,163
590,на данный момент не,163
591,ишемический болезнь сердце ибс в,163
592,хсн хронический сердечный недостаточность,163
593,в большинство страна мир,163
594,это один из самый,163
595,с цель первичный профилактика,163
596,нагрузка отгруз наш метр угол наклон,163
597,играть ключевой роль в,162
598,статистический обработка дать проводить,162
599,основный фактор влиять на,162
600,если речь идти о,162
601,в сыворотка кровь определять,162
602,средний возраст год с,162
603,и прислать к вывод,162
604,являться один из самый распространить,162
605,на килограмм масса тело,162
606,и иссечение сумка латеральныйкраевой резекция,162
607,иссечение сумка латеральныйкраевой резекция и,162
608,ти ре о ток си к,162
609,у женщина репродуктивный возраст,161
610,в течение мина после,161
611,мочь быть связать как,161
612,мочь быть записать в,160
613,пра па ра тот,160
614,частота сердечный сокращение и,159
615,занимать один из ведущий место,159
616,с соавт показать что,159
617,один из наиболее часто встречаться,158
618,в палата интенсивный терапия,158
619,в европейский регион воз,158
620,реальный клинический практика в,157
621,на поздний стадия заболевание,157
622,с тяжёлый сочетать травма,157
623,в более старший возраст,157
624,с тот или иной,157
625,распределение электроэнергия газа и,157
626,за качество пищевой продукт,156
627,женщина средний возраст год,156
628,в время общий анестезия,156
629,с использование пакет прикладной,156
630,статистический обработка результат исследование,156
631,р р р р р р р р,156
632,можно говорить о тот,156
633,быть впервые описать в,156
634,быть показать что применение,155
635,оценка тяжесть состояние больной,155
636,за бо ле ва ния,155
637,инфекция нижний дыхательный путь,155
638,один из наиболее известный,155
639,плоскоклеточный рак голов и,155
640,мочь привести к снижение,154
641,статистический обработка получить результат,154
642,находить свой отражение в,154
643,как один из важный,153
644,до сей пора в,153
645,рандомизировать контролировать исследование рки,153
646,иса сле до ва ния,153
647,не получить широкий распространение,153
648,в разный возрастной группа,153
649,и требовать дальнейший изучение,153
650,и распределение электроэнергия газа,153
651,о стратегический планирование в,153
652,среди лицо старший год,152
653,с помощь пакет программа,152
654,сера деч но с,152
655,несмотря на многочисленный исследование,152
656,не о хо ди,152
657,тем не менее этот,152
658,в течение несколько месяц,151
659,то же время известно что,151
660,в тот че ние,151
661,систолический ада мм рт ст,151
662,возрастной группа от до,151
663,в общий популяция составлять,151
664,случай речь идти о,150
665,однако ни один из,150
666,мочь быть разделить на,150
667,кроме тот быть показать что,150
668,быть показать что у больной,150
669,то же время другой,150
670,страна западный европа и,150
671,год на тысяча население,150
672,е сут после операция,150
673,счёт эда соэ мм число срб мг,150
674,не найти широкий применение,149
675,начало х год прошлое век,149
676,до сей пора являться,149
677,есть основание полагать что,149
678,автор варьировать от до,149
679,когда речь идти о,149
680,средний возраст составить год,149
681,кли ни че с,149
682,в ранний детский возраст,149
683,в российский федерация рф,149
684,в один месяц после,149
685,при острый инфаркт миокард,149
686,цель настоящий исследование являться,149
687,у пациент мужской полый,149
688,на самый ранний стадия,149
689,с низка масса тело,148
690,и на сегодняшний день,148
691,у больной ревматоидный артрит,148
692,по тем или иной,148
693,практически не отличаться от,148
694,синдром системный воспалительный ответ,148
695,составлять на тысяча население,148
696,до настоящий время в,148
697,один из наиболее сложный,148
698,у пациент старший возрастной,148
699,многочисленный исследование показать что,148
700,быть значительно ниже в,148
701,перелом проксимальный отдел плечевой костя,148
702,контрольный группа при обширный абдоминальный,148
703,как один из основный,147
704,мочь приводить к снижение,147
705,язвенный болезнь желудок и,147
706,по методика описать в,147
707,в о ра ще,147
708,и тем не менее,146
709,на ранний этап развитие,146
710,на сегодняшний день существовать,146
711,то же время с,146
712,на ру ше ния,146
713,сд го тип и,146
714,дис канда психол наука метр,146
715,на длина волна мкм,146
716,следовать отметить что для,145
717,мм рт ст соответственно,145
718,в более поздний период,145
719,развитие тот или иной,145
720,настоящее время доказать что,145
721,о ра ще ния,145
722,условие реальный клинический практика,145
723,как уже быть сказать,145
724,к середина х год,145
725,цель настоящий исследование быть,145
726,и транспортировать груз наш,145
727,значительно выше чем в,144
728,создавать благоприятный условие для,144
729,один из основный метод,144
730,автор сделать вывод что,144
731,мочь быть вовлечь в,144
732,в старший возрастной группа,144
733,то же время по данные,144
734,у здоровый лицо в,144
735,др к сож нанодиск нанопроволока,144
736,играть решающий роль в,143
737,оставаться открытый вопрос о,143
738,использование пакет прикладной программа,143
739,можно разделить на три,143
740,и до настоящий время,143
741,центральный нервный система и,143
742,у лицо молодой год,143
743,в раз превышать таковой,143
744,инфаркт миокард имя и,143
745,в доза мг килограмм сут,143
746,то же время он,143
747,занимать е место по,142
748,на орган брюшной полость,142
749,быть установить что у,142
750,ингибитор фактор некроз опухоль,142
751,при острый коронарный синдром,142
752,в кора головной мозг,142
753,рассчитываться по формула где,142
754,дать свидетельствующий о тот,142
755,ме тот бо лизм,142
756,у больной туберкулёз лёгкое,142
757,сахарный диабет сд го тип,141
758,орган государственный власть и,141
759,цель настоящий исследование явиться,141
760,в быть показать что,141
761,чсс частота сердечный сокращение,141
762,и соавт опубликовать результат,141
763,острый инфаркт миокард и,141
764,составить мм рт ст,141
765,мкг килограмм мина в,141
766,добавление рж к стандартный терапия,141
767,уравнение являться соотношение баланс,141
768,являться соотношение баланс а,141
769,а именно количество тепло,141
770,в настоящее время продолжаться,140
771,мм рт ст или,140
772,конец х год прошлое век,140
773,р р р р р,140
774,доза мг килограмм масса тело,140
775,тот или иной страна,140
776,и сд го тип,140
777,после два мировой война,140
778,и манёвр мобилизация альвеола,140
779,тромбоз глубокий вено нижний конечность,139
780,в раз увеличивать риск,139
781,раз маленький чем в,139
782,в страна европейский союз,139
783,что позволять говорить о,139
784,и внезапный сердечный смерть,139
785,не только за счёт,139
786,мл мина метр год,139
787,в значительный степень определять,138
788,федеральный закон от фз о,138
789,мочь играть роль в,138
790,один из возможный причина,137
791,доза мг сут и,137
792,колебаться от до а,137
793,печатный е на наш,137
794,ан е е енн е,137
795,как видно из рисунок,137
796,в большинство развитый страна,137
