text_without_tags,freq
охс ммоль литр хс,381
метод полимеразный цепной реакция,374
мес мес мес мес,374
тетр га га тетр,374
систолический дисфункция левый желудочек,372
организация экономический сотрудничество развитие,370
ниже мм рт ст,368
являться наиболее частый причина,365
лицо пожилое старческий возраст,365
перекисный окисление липид половина,362
пг мл пг мл,361
государственный власть субъект российский,360
государственный программа российский федерация,358
число срб мг литр,353
лпвп ммоль литр хс,353
составить мм рт ст,352
метр лраспределенный нагрузка лента,351
том метр угол естественный,351
атом водород добавлять струка,350
е год прошлое век,348
источник составить автор основа,348
мужчина женщина средний возраст,348
литр тг ммоль литр,347
р р р р,346
родовой паралич верхний конечность,345
тетр га га га,344
пациент ишемический болезнь сердце,344
ибс ишемический болезнь сердце,342
острый респираторный вирусный инфекция,342
повышение артериальный давление ада,342
больной ишемический болезнь сердце,341
двухшаговый метод наименьший квадрат,340
вестник кемеровский государственный университет,339
проксимальный отдел бедренный костя,337
канада канада кипр франция,336
государственный сектор мужчина женщина,336
россия шарунина премия частное,336
германия германия греция турция,336
мужчина женщина великобритания канада,336
греция турция работник публичный,336
сектор мужчина женщина зарабатывать,336
великобритания канада канада канада,336
работник публичный сектор мужчина,336
женщина зарабатывать большой австрия,336
др др нед нед,336
результат страна разрыв зарплата,336
образование активный форма кислород,335
тело имт килограмм метр,334
пациент быть разделить группа,334
прогноз уровень возрастать неблагоприятный,333
активация симпатический нервный система,332
больной перенести инфаркт миокард,331
добавлять струка тур бел,330
источник премия австрия др,329
др финляндия финляндия мужчина,329
великобритания великобритания государственный сектор,329
канада великобритания греция др,329
финляндия мужчина германия германия,329
греция греция др индия,329
др португалия др словения,329
большой австрия др бельгия,329
др греция греция греция,329
ммоль литр ммоль литр,328
настоящее время вызывать сомнение,327
нарушение мозговой кровообращение онмк,327
риск развитие сердечно-сосудистый осложнение,326
метод наименьший квадрат доход,324
коэффициент джиня метод наименьший,324
доход землевладен ие коэффициент,324
выборка незначимый добавляться региональный,324
австрия др бельгия др,322
бельгия др великобритания великобритания,322
ирландия др италия италия,322
др индия ирландия др,322
сектор мужчина женщина польша,322
уровень креатинин сыворотка кровь,322
др ирландия др португалия,322
др испания др ирландия,322
греция др италия др,322
поражение центральный нервный система,322
двойной слепой плацебо-контролировать исследование,321
хс лпнп ммоль литр,319
антитело циклический цитруллинированный пептид,318
обозначениетехнический характеристикавеличина единица измерение,317
дис канда психол наука,317
системный заболевание соединительный ткань,316
сахарный диабет тип сд,316
который быть включить пациент,315
италия италия италия др,315
португалия др словения др,315
деятельность орган государственный власть,313
острый респираторный дистресс-синдром ордс,313
пациент пожилое старческий возраст,313
землевладенить ю метод наименьший,312
уровень с-реактивный белок срб,312
наименьший квадрат двухшаговый метод,312
составляющий е три четыре,312
три четыре квантиль метод,312
эффект перенос процентный ставка,311
сантиметр медиальный сегмент боков,310
сегмент боков стенка пж,310
сантиметр базальный сегмент боков,310
сегмент боков стенка лж,310
полимеразный цепной реакция пцр,309
играть важный роль патогенез,309
италия др португалия др,308
югославия россия россия шарунина,308
женщина польша россия украина,308
россия украина югославия россия,308
др словения др индия,308
среднее мм рт ст,307
плата плата плата плата,305
риск развитие инфаркт миокард,305
селективный ингибитор обратный захват,305
выше мм рт ст,302
уровень пёс нг мл,302
фактор некроз опухоль интерлейкина,302
московский государственный университет имя,302
улучшение качество жизнь пациент,301
словения др испания испания,301
испания испания испания др,301
испания др премия частное,301
мг килограмм мг килограмм,301
размер рынок ввп производительность,300
подушевая ввп расстояние размер,300
снижение скорость клубочковый фильтрация,300
эластичность замещение подушевая ввп,300
ммоль литр ме ия,300
месяц месяц месяц месяц,299
мм рт ст р,297
больной сахарный диабет тип,296
пациент средний возраст год,296
тур бел атом водород,295
синдром обструктивный апноэ сон,295
статистический обработка получить дать,294
клиренс креатинин мл мина,294
снизиться мм рт ст,293
медиана й й перцентиль,293
начальный этап сформировать каркасный,292
диастолический дисфункция левый желудочек,289
га га ткф тетр,288
низка инфляция квартал страна,288
пациент старший возрастной группа,287
федеральный государственный гражданский служащий,287
эксперт всемирный организация здравоохранение,286
хсн хронический сердечный недостаточность,282
пациент избыточный масса тело,281
юридический лицо индивидуальный предприниматель,280
масса миокард левый желудочек,279
генерация активный форма кислород,278
мг дл ммоль литр,278
га тетр га га,278
наиболее частый причина развитие,277
атеросклеротический поражение коронарный артерия,277
гипертрофия левый желудочек глж,277
доза мг килограмм масса,276
мг килограмм масса тело,274
двойной слепой плацебоконтролировать исследование,274
прижатие прижимный устройство приводной,274
нг мл нг мл,274
год имт килограмм метр,273
рак предстательный железа рпж,273
госпитальный шкала тревога депрессия,271
процентный канал тм дкп,270
латеральныйкраевой резекция иссечение сумка,270
цель настоящий исследование явиться,269
снижение скф мл мина,269
хронический почечный недостаточность хпн,268
рецептор эпидермальный фактор рост,268
ммоль литр мг дл,268
га га га ткф,268
мг сут мг сут,268
важный фактор риска развитие,267
блокатор рецептор ангиотензин бра,265
метод наименьший квадрат отклоняться,264
рт ст сндада мм,264
тотальный эндопротезирование коленный сустав,264
сндада мм рт ст,264
лёгкий средний степень тяжесть,264
работа выполнить финансовый поддержка,263
статистический обработка получить результат,263
индекс масса миокард левый,263
бюджет субъект российский федерация,261
уровень мм рт ст,261
инфаркт миокард подъём сегмент,260
условие реальный клинический практика,260
нед нед нед нед,259
хс лнп ммоль литр,259
влияние неравенство экономический рост,258
модельмк нсприводной подвеска сантиметр,258
сформировать каркасный модельмк нсприводной,258
больной острый инфаркт миокард,258
х х х х,257
распределение электроэнергия газа вода,257
визуальный аналоговый шкала ваш,257
создание новый рабочий место,256
инфекция верхний дыхательный путь,256
возрастание риска развить тия,255
цель настоящий исследование быть,255
стратегический управление государственный сектор,253
великобритания индустриальный стратегия стратегия,252
наркотик стратегия финансовый грамотность,252
бизнес дорожный стратегия углеводородный,252
исполнительный орган государственный власть,252
стратегия стратегия регенерация здание,252
век великий шёлковый путь,252
стратегия стратегия искусственный интеллект,252
защита наводнение береговой эрозия,252
стратегия стратегия преодоление гендерный,252
стратегия миграционный стратегия судостроительный,252
стратегия углеводородный стратегия алкогольный,252
преодоление гендерный насилие стратегия,252
государственный сектор австралия стратегия,252
технология публичный сфера инфраструктурный,252
финансовый грамотность лесной стратегия,252
северный олень китай пятилетний,252
малайзия административный реформа стратегический,252
сахарный диабет сд тип,252
австралия стратегия безопасность дорога,252
развитие информационно-коммуникационный технология публичный,252
безопасность дорога стратегия борьба,252
насилие стратегия поддержка бездомный,252
стратегия судостроительный стратегия стратегия,252
стабильность космический стратегия стратегия,252
информационный безопасность малайзия административный,252
фз принятый июнь год,252
стратегия борьба спид экологический,252
регулироваться федеральный закон стратегический,252
газ северный стратегия атлантический,252
литр пн пн цф,252
выброс парниковый газ северный,252
стратегия алкогольный стратегия стратегия,252
стратегический планирование регулироваться федеральный,252
стратегия борьба наркотик стратегия,252
российский федерация фз принятый,252
национальный безопасность цифровой стратегия,252
стратегия атлантический стратегия миграционный,252
китай пятилетний план программа,252
стратегия уменьшение выброс парниковый,252
осуществляться очень по-разному современный,252
восстановление популяция северный олень,252
заболевание стратегия защита наводнение,252
сша стратегия национальный безопасность,252
таблица практика стратегический управление,252
шёлковый путь стратегия инновационный,252
сфера информационный технология сша,252
план сфера информационный технология,252
короткий обзор видно реализация,252
канада стратегия устойчивый развитие,252
стратегия стратегия контроль заболевание,252
принцип стратегический управление разный,252
развитие стратегия информационный безопасность,252
начало го век великий,252
россия процесс стратегический планирование,252
реализация принцип стратегический управление,252
страна осуществляться очень по-разному,252
комбинированный терапия мт гибп,251
индекс масса миокард лж,251
замещение суставный поверхность надколенник,251
всероссийский научный общество кардиолог,251
литр таг моль литр,250
лпнп ммоль литр таг,250
иметь высокий риск развитие,250
сердечный сокращение артериальный давление,249
автореф дис канда психол,249
рукопись получить принять публикация,249
электронный ресурс дата обращение,249
блокада левый ножка пучок,249
помощь полимеразный цепной реакция,246
пациент высокий риск развитие,245
концепция долгосрочный социально-экономический развитие,243
мужчина средний возраст год,243
сахарный диабет артериальный гипертензия,241
рскф мл мина метр,240
сторона лента транспортировать груз,240
сопротивление поступательный перемещение отвал,240
сечение относительный площадь поперечный,240
приводной подвеска сторона лента,240
перелом шейк бедренный костя,240
зависимость град усилие приложить,240
перемещение отвал призма волочение,240
острый повреждение почка опп,240
пациент острый коронарный синдром,239
транзиторный ишемический атака тиа,239
примечание статистически значимый различие,239
смешанный фенотип хобласть ба,238
снижение частота сердечный сокращение,236
страна центральный восточный европа,236
опухоль фно интерлейкина ил,236
мочь играть важный роль,235
астраханский область астраханский заповедник,235
согласно рекомендация европейский общество,235
е сутки е сутки,235
синдром слабость синусовый узел,233
боль нижний часть спина,233
отдел вегетативный нервный система,233
повышенный артериальный давление ада,232
рандомизировать клинический исследование рки,230
коэффициент трение грунт металл,229
мононуклеарный клетка периферический кровь,229
мм рт ст соответственно,228
пациент хронический сердечный недостаточность,228
российский рекомендация диагностик лечение,228
ф нансовый зв тност,228
статистический обработка результат исследование,227
пациент перенести инфаркт миокард,227
ингибитор ангиотензин-превращать фермент иапф,227
больной хронический сердечный недостаточность,226
продукция активный форма кислород,226
однофотонный эмиссионный компьютерный томография,226
ранхигс президент российский федерация,226
национальный безопасность российский федерация,226
доброкачественный гиперплазия предстательный железа,225
высокий риск сердечно-сосудистый осложнение,225
слизистый оболочка полость нос,224
тромбоэмболия лёгочный артерия тэла,224
год килограмм масса тело,224
чсс частота сердечный сокращение,223
объём форсировать выдох ю,221
среди лицо старший год,220
частота развитие острый почечный,220
трансплантация гемопоэтический стволовой клетка,219
уровень малоновое диальдегид мда,219
таблица значение число итерация,219
рандомизировать двойной слепой плацебо-контролировать,218
р статистически значимый различие,218
составлять случай тысяча население,217
профиль логарифмич сложный профиль,216
сложный профиль логарифмич сложный,216
метод наименьша х квадрат,216
логарифмич сложный профиль логарифмич,216
выборка отрицательный демократический страна,216
й капитал коэффициент джиня,216
отрицательный весь выборка неравенство,216
доход землевладение человеческий капитал,216
мм рт ст дада,216
значительно ниже группа дексмедетомидин,216
стимулировать дифференцировка клетка трофобласт,216
клинический рекомендация диагностик лечение,215
цель настоящий исследование являться,215
государственный задание ранхигс президент,214
активация перекисный окисление липид,214
скорость клубочковый фильтрация мл,214
форсировать жизненный ёмкость лёгкое,214
около миллион год назад,213
е год прошлое столетие,213
выполнить соответствие государственный задание,213
дать работа подготовить основа,213
рандомизировать контролировать исследование рки,213
женщина мужчина возраст год,212
широкий внедрение клинический практика,211
дисфункция левый желудочек лж,210
занимать е место среди,210
обменный курс таможенный пошлина,210
рентгенография орган грудной клетка,208
белый вещество головной мозг,208
перелом аллотрансплантат инфекция несвязанный,208
асептический расшатывание перелом аллотрансплантат,208
повторный вмешательство асептический расшатывание,208
наблюдение причина повторный вмешательство,208
контроль качество пищевой продукт,208
орган исполнительный власть субъект,206
внезапный сердечный смерть всс,206
значимый фактор риска развитие,206
развитие малое среднее предпринимательство,206
единица измерение обозначениетехнический характеристикавеличина,206
риск развитие сердечно-сосудистый заболевание,205
ор доверительный интервал ди,205
система отвод отработать газа,204
концентрация анестетик выпускной газа,204
снижение показатель летальность кардиохирургический,204
показатель летальность кардиохирургический операция,204
применение иа время ик,204
поддержание адекватный глубина анестезия,204
центральный периферический нервный система,204
толщина стенка левый желудочек,204
повреждение корпус оксигенатор жидкий,204
анал з останна х,203
диастолический функция левый желудочек,202
суточный мониторирование артериальный давление,202
артериальный давление мм рт,202
ст диастолический ада мм,201
туберкулёз множественный лекарственный устойчивость,200
продажа агент сумма инвестиция,200
размер надбавка продажа агент,200
инфекция нижний дыхательный путь,200
снижение артериальный давление ада,200
синдром системный воспалительный ответ,199
онмк острый нарушение мозговой,199
сад систолический артериальный давление,199
левый желудочек функциональный класс,199
дослый дженя публа кац,198
эффект перенос колебание обменный,198
годовой отчёт росселхозбанк сбербанк,198
росселхозбанк сбербанк россия втб,198
рандомизировать двойной слепой плацебоконтролировать,197
система линейный алгебраический уравнение,196
останна х дослый дженя,196
хор площадь хор площадь,195
использование пакет прикладной программа,195
больной рак молочный железа,195
национальный календарь профилактический прививка,194
вегетативный нервный система внс,194
ингибитор обратный захват серотонин,194
нд нд нд нд,194
федеральный служба надзор сфера,194
качество оказание медицинский помощь,194
цель исследование явиться изучение,194
играть важный роль формирование,194
реакция трансплантат против хозяин,193
перенести острый инфаркт миокард,193
менее мл мина метр,192
га тетр тетр га,192
фактор нтп канал диффузия,192
япония квартал сша европа,192
юг сахара квартал квартал,192
япония квартал квартал квартал,192
европа сша япония развивающийся,192
играть важный роль процесс,191
ингибитор ангиотензинпревращать фермент апф,190
пострадавший тяжёлый сочетать травма,190
северный часть охотский море,190
проксимальный отдел плечевой костя,190
играть важный роль регуляция,190
улучшение качество жизнь больной,190
инсульт транзиторный ишемический атака,189
ревизионный эндопротезирование коленный сустав,189
наш прсила прижатие прижимный,188
американец американец немец американец,188
рубль итоговый доход вкладчик,188
случай тысяча население год,188
пациент острый повреждение гм,188
сечение относительный единица рассчитать,188
низка плотность хс лпнп,188
составлять мм рт ст,187
систолический функция левый желудочек,187
отвал наш коэфа фициента,187
доля государственный расход ввп,187
статистический обработка дать проводить,187
призма грунт отвал наш,187
сумма балл шкала глисон,187
коэфа фициента трение грунт,187
пр вес призма грунт,187
двойной слепой рандомизировать исследование,187
фракция выброс фв лж,186
предоставление государственный муниципальный услуга,186
получить результат согласоваться дать,186
определение национальный принадлежность пациент,186
помощь пакет прикладной программа,186
европейский рекомендация диагностик лечение,186
значение число итерация получить,185
мгту имя наш э,185
настоящее время активно изучаться,185
гу институт ревматология рамна,185
год составить тысяча население,184
задний стенка левый желудочек,184
мг литр мг литр,184
примечание р достоверность различие,183
суточный мониторирование ада смад,183
реальный обменный курс рубль,183
результат рандомизировать клинический исследование,183
перенести инфаркт миокард имя,183
средний возраст составить год,183
га число идентификация идентификация,182
потребление ммоль сут год,182
га га ткф га,182
дада диастолический артериальный давление,182
получить смешение индивидуальный золь,182
свободный жирный кислота сжк,182
ткф га га га,182
га га га тетр,182
идентификация идентификация га ткф,182
индивидуальный золь термообработать течение,182
болезнь система кровообращение бск,181
толщина комплекс интим медиа,181
избыточный смертность зимний период,180
снижение толерантность физический нагрузка,180
размер надбавка продажа ук,180
тонус симпатический нервный система,180
ме ия гл ммоль,180
возрастной группа старший год,180
продажа ук сумма инвестиция,180
тысяча рубль размер надбавка,180
двойной слепой плацебо контролировать,179
пациент возраст старший год,179
общий периферический сосудистый сопротивление,179
пациент хронический болезнь почка,178
сцепление свая талый грунт,178
развитие инфаркт миокард имя,177
национальный рекомендация диагностик лечение,177
пищевой продукт лекарственный препарат,177
левый желудочек фв лж,176
кредит процент триллион рубль,176
развитие острый коронарный синдром,176
больной вцп умеренный лг,175
побочный эффект прорывный судорожный,175
ожирение имт килограмм метр,175
рандомизировать двойной слепой исследование,175
налог имущество физический лицо,175
старший научный сотрудник лаборатория,175
перенести имя молодой возраст,175
налоговый неналоговый доход дотация,175
движение вверх отвал пр,175
тромбоз глубокий вено нижний,175
тиа транзиторный ишемический атака,174
х год хх век,174
западный часть берингов море,173
выявить статистически значимый различие,173
год источник составить автор,173
являться основной причина смерть,173
средний возраст год женщина,173
развитие острый почечный повреждение,173
материал россия республика дагестан,172
счёт сш счёт эда,172
республика дагестан брянский кос,172
относительный риск ор доверительный,171
атеросклероз сонный артерия лицо,171
верхний отдел желудочно-кишечный тракт,171
обеспечение проходимость дыхательный путь,170
перенести имя кон трольный,170
американец разный этнический принадлежность,170
волатильность реальный обменный курс,170
выявить ассоциация возрастание риска,170
продолжение аллель обнаружить ассоциация,170
китаец человек атеросклероз сонный,170
контрольный группа китаец человек,170
неблагоприятный гноз перенести ия,170
год мужчина перенести имя,170
рукопись поступить принять печать,170
дать каф экология двф,170
участник рынок ценный бумага,170
объесть выборка выявить ассоциация,170
следовать отметить настоящее время,170
лечение больной туберкулёз лёгкое,170
выявить ассоциация развитие ибс,170
пациент выявить ассоциация развитие,170
пдква манёвр мобилизация альвеола,169
воротный вена печёночный вена,169
расчетсить сопротивление дополнительный отвал,169
далее яльност плата дпереть,169
плоскоклеточный рак голов шея,169
белка связывать жирный кислота,169
трение грунт грунт пр,169
каждый мм рт ст,169
играть ключевой роль развитие,169
