,0,1
746,рандомизировать исследование,3995
747,и о,3994
748,как при,3990
749,в цель,3990
750,группа и,3985
751,возраст и,3970
752,при различный,3964
753,в отдельный,3963
754,комбинация с,3962
755,являться важный,3961
756,россия и,3952
757,представить в,3949
758,в немой,3944
759,год литр,3942
760,у здоровый,3935
761,у из,3932
762,метод и,3931
763,мочь приводить,3919
764,лишь в,3916
765,развитый страна,3915
766,до настоящий,3915
767,на пример,3913
768,содержание в,3912
769,находиться в,3912
770,за период,3911
771,с наличие,3910
772,степень тяжесть,3908
773,следующий образ,3907
774,получить дать,3902
775,уже в,3896
776,широкий спектр,3894
777,с этот,3885
778,и оценка,3884
779,для выявление,3883
780,наш и,3882
781,на наш,3881
782,больший степень,3879
783,жирный кислота,3869
784,как на,3867
785,даже при,3865
786,высокий степень,3864
787,а у,3863
788,механизм действие,3860
789,для они,3852
790,привести в,3847
791,форма и,3841
792,описать в,3837
793,быть связать,3836
794,е в,3831
795,почечный недостаточность,3826
796,данные литература,3818
797,в конечный,3813
798,также быть,3811
799,и женщина,3809
800,математический модель,3805
801,относиться к,3794
802,как у,3792
803,мочевой пузырь,3791
804,с ага,3789
805,интерес к,3787
806,в форма,3786
807,время и,3778
808,происходить в,3776
809,нарушение функция,3773
810,наблюдаться в,3768
811,дать случай,3759
812,включение в,3758
813,и метр,3758
814,под действие,3755
815,быть в,3754
816,диагностика и,3753
817,даже в,3753
818,рис а,3752
819,к который,3751
820,который можно,3741
821,высокий эффективность,3738
822,ниже чем,3732
823,быть включить,3732
824,использоваться для,3732
825,по свой,3728
826,с хронический,3723
827,тип и,3722
828,препарат и,3720
829,в рф,3716
830,и иметь,3712
831,течение заболевание,3712
832,также с,3710
833,длина волна,3709
834,с результат,3708
835,в контекст,3704
836,в определённый,3703
837,доступ к,3701
838,с возраст,3701
839,повышенный уровень,3700
840,принятие решение,3693
841,при исследование,3689
842,весь случай,3689
843,и последующий,3687
844,стволовой клетка,3685
845,по наш,3681
846,мочь иметь,3674
847,на два,3673
848,на практика,3672
849,некоторый автор,3670
850,эффект в,3668
851,по изучение,3665
852,настоящий исследование,3660
853,костный мозг,3656
854,развитие в,3653
855,в й,3646
856,периферический кровь,3645
857,являться наиболее,3644
858,функция почка,3643
859,реакция на,3641
860,и степень,3639
861,в научный,3635
862,из самый,3635
863,средний значение,3627
864,исследование не,3625
865,злокачественный новообразование,3624
866,из этот,3619
867,также мочь,3609
868,от общий,3607
869,в европа,3603
870,необходимый отметить,3601
871,согласно который,3599
872,этот проблема,3597
873,с острый,3597
874,высокий образование,3596
875,эндотелиальный клетка,3594
876,образ жизнь,3592
877,у пожилое,3588
878,показание к,3587
879,с тяжёлый,3573
880,из важный,3567
881,интенсивный терапия,3563
882,быть предложить,3555
883,только у,3555
884,характерный для,3554
885,дать исследование,3553
886,совпадать с,3550
887,сердечно-сосудистый система,3549
888,от год,3544
889,к вывод,3543
890,и смертность,3543
891,этот препарат,3537
892,общий число,3533
893,вплоть до,3523
894,с нарушение,3520
895,ряд случай,3519
896,частота встречаемость,3517
897,клинический и,3514
898,осложнение в,3513
899,к настоящий,3513
900,на различный,3509
901,тот как,3508
902,же как,3505
903,концентрация в,3505
904,как с,3503
905,чувствительность к,3502
906,в х,3499
907,лимфатический узел,3496
908,й группа,3495
909,соавт в,3495
910,осложнение и,3491
911,год у,3485
912,период год,3483
913,наличие в,3479
914,в комбинация,3477
915,по оценка,3477
916,в норма,3476
917,нг мл,3475
918,и формирование,3472
919,кровь в,3469
920,дать и,3469
921,среди пациент,3469
922,уровень и,3466
923,быть выполнить,3465
924,что по,3464
925,в состояние,3464
926,на этап,3464
927,что являться,3463
928,на тот,3460
929,др в,3456
930,на момент,3453
931,с тот,3453
932,практически не,3451
933,весь мир,3447
934,составлять в,3447
935,это связать,3445
936,год при,3444
937,мг литр,3444
938,из один,3438
939,в регуляция,3436
940,наш в,3435
941,быть продемонстрировать,3435
942,отметить что,3434
943,дать в,3434
944,и тем,3434
945,наблюдение за,3434
946,между себя,3429
947,отказ от,3428
948,высокий доза,3420
949,и наличие,3420
950,повышение эффективность,3417
951,в диапазон,3414
952,рис в,3412
953,желудочно-кишечный тракт,3410
954,пациент который,3407
955,страна с,3405
956,экономический рост,3404
957,в полный,3402
958,нарушение в,3402
959,входящая в,3401
960,с позиция,3399
961,с ра,3398
962,и качество,3396
963,за исключение,3392
964,у большинство,3391
965,если в,3385
966,сообщение о,3383
967,и нарушение,3379
968,для развитие,3376
969,с больший,3370
970,том и,3369
971,килограмм метр,3367
972,в послеоперационный,3363
973,входить в,3360
974,исследование показать,3360
975,согласно данные,3360
976,и функциональный,3359
977,при изучение,3359
978,страна и,3352
979,литр и,3352
980,они быть,3349
981,в друг,3347
982,профессиональный деятельность,3346
983,в печень,3345
984,показать в,3345
985,снижение частота,3344
986,с низкий,3338
987,когнитивный функция,3329
988,влиять на,3329
989,в отечественный,3317
990,сердце и,3315
991,состояние и,3314
992,система с,3313
993,не влиять,3312
994,который по,3310
995,более выразить,3309
996,более год,3307
997,деятельность и,3306
998,говорить о,3298
999,в сторона,3296
1000,различный вид,3294
1001,фактор и,3293
1002,ткань в,3291
1003,в стационар,3288
1004,среди который,3284
1005,ингибитор фно,3282
1006,ген в,3282
1007,который иметь,3282
1008,этот же,3282
1009,и результат,3281
1010,только при,3280
1011,ряд работа,3277
1012,и средний,3276
1013,для диагностика,3274
1014,в реальный,3273
1015,случай на,3273
1016,в район,3269
1017,частность в,3268
1018,и без,3264
1019,начало х,3257
1020,операция на,3257
1021,давать возможность,3252
1022,оксид азот,3250
1023,то в,3244
1024,нижний конечность,3237
1025,организация и,3237
1026,как один,3226
1027,метр метр,3224
1028,наш взгляд,3218
1029,год жизнь,3218
1030,и экономический,3215
1031,ни один,3205
1032,этот работа,3202
1033,на лечение,3200
1034,который позволять,3196
1035,воспалительный реакция,3196
1036,на рисунок,3190
1037,особый внимание,3189
1038,и общий,3188
1039,научный исследование,3187
1040,о в,3187
1041,а на,3187
1042,играть важный,3182
1043,исследование посвятить,3180
1044,быть описать,3180
1045,ишемический инсульт,3177
1046,для исследование,3176
1047,для анализ,3175
1048,в следующий,3163
1049,комбинированный терапия,3163
1050,и зарубежный,3163
1051,больной туберкулёз,3162
1052,один год,3160
1053,более поздний,3156
1054,при выполнение,3153
1055,толстой кишка,3153
1056,и такой,3152
1057,с группа,3152
1058,при острый,3150
1059,и отсутствие,3150
1060,фактор некроз,3148
1061,проявляться в,3148
1062,с снижение,3147
1063,встречаться у,3145
1064,и весь,3144
1065,нуждаться в,3143
1066,жизнь в,3142
1067,лёгкое и,3140
1068,ответственный за,3139
1069,мозг и,3135
1070,и хронический,3133
1071,для достижение,3129
1072,однако при,3129
1073,препарат для,3127
1074,в модель,3121
1075,проблема в,3118
1076,быть опубликовать,3116
1077,к это,3112
1078,наличие у,3110
1079,и только,3107
1080,год для,3105
1081,большой число,3104
1082,весь этот,3104
1083,мл мина,3104
1084,ревматоидный артрит,3102
1085,это быть,3102
1086,далее в,3099
1087,сша и,3099
1088,при условие,3099
1089,функция в,3098
1090,и эффективность,3098
1091,весь больной,3095
1092,страна мир,3092
1093,подход в,3092
1094,сосудистый стенка,3091
1095,общий популяция,3085
1096,на й,3083
1097,опухоль и,3075
1098,а наш,3075
1099,до конец,3074
1100,функциональный состояние,3073
1101,применительно к,3071
1102,головной боль,3066
1103,эпидемиологический исследование,3061
1104,мягкий ткань,3060
1105,этот процесс,3059
1106,рассматриваться в,3059
1107,наш наш,3055
1108,на дать,3054
1109,что с,3049
1110,разработка и,3048
1111,ситуация в,3047
1112,из пациент,3042
1113,только с,3040
1114,пациент быть,3040
1115,воспаление и,3032
1116,о наличие,3030
1117,не вызывать,3026
1118,включить в,3025
1119,время не,3024
1120,этот метод,3022
1121,система управление,3017
1122,заболевание у,3014
1123,у пациентка,3012
1124,сигнальный путь,3011
1125,двойной слепой,3010
1126,выявить что,3005
1127,крайний мера,3003
1128,по метод,2999
1129,другой исследование,2998
1130,он не,2996
1131,характер и,2996
1132,по крайний,2995
1133,значительный степень,2995
1134,для обеспечение,2995
1135,область в,2993
1136,большой значение,2990
1137,резистентность к,2990
1138,раз выше,2989
1139,среда и,2988
1140,только для,2987
1141,у этот,2986
1142,анализ дать,2983
1143,день в,2982
1144,контакт с,2982
1145,с она,2975
1146,в место,2975
1147,ил и,2974
1148,стадия заболевание,2974
1149,но при,2973
1150,как для,2973
1151,потому что,2973
1152,основываться на,2972
1153,соединительный ткань,2972
1154,сша в,2971
1155,воспалительный заболевание,2971
1156,чем на,2970
1157,на первое,2970
1158,функциональный активность,2969
1159,получить в,2967
1160,это не,2962
1161,мутация ген,2959
1162,значение и,2959
1163,и возможность,2950
1164,миокард и,2948
1165,при температура,2947
1166,также и,2946
1167,широко использоваться,2943
1168,с наш,2940
1169,эффективность лечение,2939
1170,с уровень,2933
1171,следовать что,2932
1172,метр наш,2932
1173,больной и,2928
1174,некроз опухоль,2927
1175,от весь,2926
1176,инфекция в,2926
1177,но го,2926
1178,в далее,2926
1179,и система,2925
1180,р и,2921
1181,грудной клетка,2919
1182,злокачественный опухоль,2917
1183,б в,2917
1184,в число,2916
1185,автор в,2916
1186,совместно с,2914
1187,до начало,2908
1188,сельский хозяйство,2907
1189,число пациент,2906
1190,с нормальный,2904
1191,течение мес,2901
1192,связывать с,2901
1193,весь это,2898
1194,знание и,2894
1195,нагрузка на,2892
1196,пациент перенести,2892
1197,наблюдаться у,2891
1198,пациент не,2887
1199,поэтому в,2885
1200,также при,2885
1201,не должный,2881
1202,именно в,2879
1203,плата дпереть,2877
1204,производство и,2873
1205,лучевой терапия,2871
1206,и пациент,2870
1207,анализ и,2869
1208,в первое,2869
1209,течение день,2869
1210,большой часть,2867
1211,большой чем,2863
1212,предположение о,2863
1213,этот цель,2863
1214,составлять около,2863
1215,сантиметр с,2863
1216,в диагностик,2861
1217,можно предположить,2861
1218,для профилактика,2859
1219,ряд другой,2858
1220,иметься дать,2858
1221,терапия у,2855
1222,среда в,2855
1223,и далее,2854
1224,и составлять,2853
1225,и наш,2848
1226,многочисленный исследование,2847
1227,число после,2845
1228,это заболевание,2843
1229,быть создать,2841
1230,наш а,2840
1231,положительный влияние,2839
1232,решение о,2838
1233,что касаться,2837
1234,в самый,2836
1235,данные и,2835
1236,представить на,2834
1237,мы не,2834
1238,предполагать что,2834
1239,иметь вид,2833
1240,колебаться от,2831
1241,для создание,2830
1242,и использование,2830
1243,поджелудочный железа,2830
1244,степень выраженность,2829
1245,пациент после,2825
1246,проводиться в,2824
1247,больной хобласть,2820
1248,с сд,2820
1249,течение один,2815
1250,полиморфизм ген,2812
1251,механизм развитие,2812
1252,кровоток в,2808
1253,работа посвятить,2805
1254,определяться как,2803
1255,причина смерть,2802
1256,сделать вывод,2802
1257,за предел,2799
1258,экспериментальный дать,2797
1259,наука и,2795
1260,в отсутствие,2791
1261,тысяча население,2791
1262,возраст до,2790
1263,для изучение,2785
1264,уровень экспрессия,2784
1265,увеличение число,2781
1266,так например,2780
1267,а для,2777
1268,пациент на,2775
1269,год метр,2775
1270,закон о,2772
1271,сравнительный анализ,2771
1272,свой работа,2770
1273,е и,2770
1274,по методика,2769
1275,основа для,2766
1276,также на,2763
1277,вещество в,2763
1278,спрос на,2762
1279,наблюдение в,2762
1280,с частота,2762
1281,варьировать от,2762
1282,с момент,2761
1283,основание для,2761
1284,пациентка с,2760
1285,течение число,2760
1286,более ранний,2759
1287,и анализ,2759
1288,в мировой,2758
1289,к повышение,2757
1290,миллион человек,2757
1291,при они,2756
1292,и что,2755
1293,метр а,2754
1294,в практика,2752
1295,с такой,2751
1296,ага и,2751
1297,это мочь,2750
1298,быть связать,2748
1299,как это,2748
1300,е а,2747
1301,говорить о,2745
1302,число больной,2742
1303,значение иметь,2739
1304,что быть,2738
1305,при сравнение,2737
1306,по критерий,2736
1307,такой подход,2734
1308,день после,2732
1309,и за,2730
1310,метод диагностика,2729
1311,декабрь год,2726
1312,расход на,2724
1313,результат быть,2723
1314,не отличаться,2722
1315,результат который,2721
1316,широкий распространение,2719
1317,бронхиальный астма,2719
1318,не существовать,2716
1319,внедрение в,2715
1320,имя и,2715
1321,хронический заболевание,2714
1322,подавлять большинство,2713
1323,с чем,2713
1324,длительный время,2712
1325,можно выделить,2709
1326,использовать для,2709
1327,и частота,2705
1328,профессиональный образование,2705
1329,в внимание,2704
1330,наиболее эффективный,2703
1331,составить в,2698
1332,в план,2697
1333,технология в,2696
1334,инвестиция в,2696
1335,мес после,2695
1336,том в,2694
1337,период в,2690
1338,чувствительность и,2690
1339,на себя,2689
1340,рак молочный,2689
1341,приходиться на,2689
1342,основа который,2688
1343,описать в,2688
1344,условие и,2687
1345,речь идти,2686
1346,мг дл,2681
1347,на результат,2679
1348,группа контроль,2679
1349,также не,2675
1350,и некоторый,2675
1351,мочь стать,2674
1352,в детский,2674
1353,быть бы,2672
1354,что это,2672
1355,утверждать что,2671
1356,в контрольный,2670
1357,плата плата,2670
1358,в широкий,2669
1359,важный фактор,2668
1360,положительный эффект,2664
1361,и до,2664
1362,социальный и,2663
1363,исследование при,2662
1364,препарат с,2661
1365,в лёгкое,2659
1366,быть принять,2658
1367,белок и,2656
1368,хотя и,2655
1369,положительный результат,2655
1370,задача в,2654
