text,freq
п п,3797
продолжительность жизни,3789
поджелудочной железы,3784
лет назад,3776
мин м,3762
г м,3762
степени тяжести,3740
последние десятилетия,3738
кишечного тракта,3735
клинических исследованиях,3721
полученные данные,3719
рис б,3718
частота развития,3717
настоящего исследования,3700
млн человек,3699
е годы,3686
ряде работ,3685
период г,3685
материал методы,3673
болевого синдрома,3638
положительное влияние,3623
течение ч,3616
социально экономического,3614
государственного управления,3607
фоне терапии,3604
толстой кишки,3596
н м,3594
большая часть,3587
е гг,3578
необходимо учитывать,3571
ранних стадиях,3571
массой тела,3567
сердечная недостаточность,3566
нижних конечностей,3566
некоторых случаях,3552
особое внимание,3552
здоровых лиц,3547
пациентов перенесших,3546
предстательной железы,3539
важно отметить,3525
фактора роста,3520
сердечной недостаточностью,3491
обменного курса,3491
человеческого капитала,3483
составляет около,3461
костного мозга,3459
пациентов аг,3458
течение дней,3456
устойчивого развития,3454
вне зависимости,3448
экономический рост,3433
хронической сердечной,3427
начале х,3426
лет лет,3418
наименьших квадратов,3410
сосудистых событий,3409
дает возможность,3408
продолжительности жизни,3406
фактор роста,3404
см см,3403
п дпри,3391
конечном итоге,3384
снижение риска,3356
клинические проявления,3354
эффективности безопасности,3351
меньшей степени,3330
стволовых клеток,3307
профессионального образования,3297
нашего исследования,3284
почечной недостаточности,3283
комбинированной терапии,3277
базы данных,3258
каких либо,3251
х х,3251
низкой плотности,3248
образа жизни,3245
сердечных сокращений,3229
ор ди,3225
группа группа,3224
общего числа,3214
пациентов сд,3214
повышенный уровень,3213
других авторов,3206
душу населения,3197
полной мере,3190
больных туберкулезом,3189
данный момент,3186
методов лечения,3179
жизни пациентов,3176
роль развитии,3164
стоит отметить,3158
ключевую роль,3154
сердечно сосудистые,3148
т н,3148
легочной артерии,3148
воспалительного процесса,3142
ад мм,3137
щитовидной железы,3136
крови больных,3119
течение первых,3093
артериальное давление,3090
контрольной группе,3089
основной причиной,3088
грудной клетки,3080
ряд авторов,3072
брюшной полости,3067
таких пациентов,3062
хс лпнп,3049
фоне приема,3042
одним основных,3034
эффективность безопасность,3034
целый ряд,3031
приводит увеличению,3020
е сутки,3010
бедренной кости,3009
развития сердечно,3008
данной категории,2995
результаты получены,2987
побочные эффекты,2985
является важным,2983
мягких тканей,2979
которые являются,2975
исследованиях показано,2966
см табл,2964
н э,2956
пожилого возраста,2952
сердечно сосудистого,2952
клиническую практику,2944
большого количества,2937
удельный вес,2936
млрд долл,2934
значительно выше,2932
данной работы,2931
научных исследований,2927
сельского хозяйства,2926
сд го,2925
принятия решений,2924
экспрессии генов,2921
методы исследования,2916
болезнь сердца,2915
другом исследовании,2915
широкое распространение,2910
г сут,2907
ритма сердца,2905
й перцентили,2901
сравнению группой,2897
мозгового кровообращения,2895
настоящем исследовании,2894
исследовании соавт,2893
клубочковой фильтрации,2890
фв лж,2887
метод наименьших,2887
раза выше,2886
тыс человек,2881
пациентов ра,2879
лет старше,2878
частота встречаемости,2872
это позволяет,2867
повышения эффективности,2866
жизни больных,2859
ишемии миокарда,2835
ряда авторов,2821
пожилых пациентов,2820
могут использованы,2820
обеих группах,2815
играет важную,2813
детей возрасте,2810
которых является,2804
сравнительный анализ,2797
контрольной группой,2789
настоящий момент,2784
государственной власти,2774
функционального состояния,2773
рис рис,2767
тех иных,2761
результаты лечения,2752
детей подростков,2743
важное значение,2738
е см,2737
негативное влияние,2731
повышенным риском,2730
высокая частота,2729
мкмоль л,2729
согласно рекомендациям,2727
х годах,2725
данным соавт,2724
фоне лечения,2720
увеличивает риск,2711
клинические исследования,2709
фактора некроза,2704
см также,2700
своей работе,2694
полученных результатов,2692
индекс массы,2685
см е,2674
развитых стран,2673
низким уровнем,2666
внешней среды,2657
центральной нервной,2650
эндотелиальной дисфункции,2649
мг раза,2642
сонных артерий,2623
внимание уделяется,2615
решения задачи,2612
заболеваемости смертности,2611
число пациентов,2611
настоящей работы,2607
данные свидетельствуют,2601
это обусловлено,2594
когнитивных функций,2587
углеводного обмена,2584
высокого уровня,2584
мл кг,2583
полости рта,2568
пришли выводу,2565
значение имеет,2563
млрд руб,2560
последнее десятилетие,2554
сравнению пациентами,2549
л н,2546
сравнению другими,2543
время беременности,2536
среди лиц,2530
относительный риск,2526
прошлого века,2520
неблагоприятный прогноз,2518
заработной платы,2514
взрослого населения,2512
данного исследования,2507
большое внимание,2504
среди женщин,2500
оперативного вмешательства,2499
вич инфекции,2496
среднее значение,2495
болезнью сердца,2494
эндотелиальных клеток,2493
таких больных,2486
течение мин,2484
е место,2483
этих препаратов,2482
ишемическая болезнь,2477
повышает риск,2471
нашему мнению,2470
контрольной группы,2467
особый интерес,2466
млн лет,2462
сердечного ритма,2462
мг м,2461
масса тела,2460
течение нескольких,2453
степени выраженности,2448
данным исследования,2448
данной группы,2446
функциональной активности,2445
эпидемиологических исследований,2442
работ посвященных,2441
среди мужчин,2433
первого года,2432
перекисного окисления,2429
товаров услуг,2428
производительности труда,2427
широкое применение,2422
иммунный ответ,2419
артериальной гипертензией,2419
одной причин,2417
странах мира,2416
разных авторов,2415
давления ад,2412
сравнению контрольной,2412
течение нед,2405
длительное время,2404
имт кг,2402
друг другом,2395
информационных технологий,2394
сыворотки крови,2393
наши данные,2389
сч т,2383
также является,2381
европейского общества,2377
момент времени,2375
послеоперационных осложнений,2372
сравнению плацебо,2372
хирургического вмешательства,2368
спинного мозга,2367
положительный эффект,2364
ряд исследований,2364
является основным,2362
разных странах,2359
взрослых пациентов,2357
исследований посвященных,2356
добавленной стоимости,2356
рандомизированных исследований,2355
здоровых людей,2353
такого рода,2346
злокачественных новообразований,2346
данным разных,2340
это приводит,2338
окисления липидов,2332
исполнительной власти,2332
больных получавших,2331
й группы,2327
форм кислорода,2326
скф мл,2326
уровень доказательности,2326
согласно которой,2318
вероятность развития,2316
активных форм,2316
согласно которому,2316
данном исследовании,2315
гладкомышечных клеток,2310
мнению авторов,2309
ишемического инсульта,2308
женщин мужчин,2307
й линии,2304
большинства пациентов,2304
приводит развитию,2301
согласно результатам,2297
число больных,2294
конце х,2291
летального исхода,2290
организации здравоохранения,2290
является независимым,2286
первой линии,2283
пациентов ибс,2275
санкт петербург,2272
исследовании показано,2266
риск смерти,2266
воспалительной реакции,2262
обращает внимание,2261
патологического процесса,2261
две группы,2260
больных перенесших,2260
тех пор,2259
тыс руб,2252
реактивного белка,2251
метаболического синдрома,2251
общей смертности,2250
могут служить,2250
прямой кишки,2250
данным ряда,2246
научной литературе,2246
одной наиболее,2246
республики беларусь,2244
категории больных,2238
всемирной организации,2237
механизм действия,2234
это время,2233
исследований показано,2233
это означает,2232
окислительного стресса,2231
ишемической болезнью,2231
экспериментальных исследований,2227
й группе,2226
нашим данным,2223
различных видов,2222
одной основных,2222
новых случаев,2221
всем пациентам,2219
данной патологии,2211
системы управления,2208
существенное влияние,2205
органов мишеней,2204
вич инфекцией,2203
пациентов хсн,2201
полученных данных,2200
инфарктом миокарда,2200
снижает риск,2195
исследований которых,2194
полученные нами,2193
диагностике лечению,2192
риска сердечно,2192
особое значение,2190
имеет вид,2188
чувствительность специфичность,2188
сад дад,2187
оценки качества,2186
могут иметь,2185
января г,2179
социально экономических,2173
артериальной гипертонии,2173
миокарда лж,2173
широкий спектр,2172
сосудистого риска,2169
среди населения,2168
пут м,2163
условий торговли,2161
высокой плотности,2159
развития осложнений,2157
коронарной артерии,2156
эффективности лечения,2156
физической активности,2153
конечном счете,2146
большое число,2145
другие авторы,2145
данные получены,2143
самом деле,2142
рабочей силы,2140
мес мес,2139
лимфатических узлов,2139
стран мира,2137
денежно кредитной,2137
точка зрения,2137
п н,2133
оценка эффективности,2129
раза день,2125
этих пациентов,2123
хс лпвп,2123
темпы роста,2117
инфекционных осложнений,2116
современном этапе,2112
прогностическое значение,2112
статистически значимо,2104
мужчины женщины,2103
инновационной деятельности,2099
высокую эффективность,2094
пожилых людей,2091
пациентов которым,2090
риск возникновения,2089
лечении больных,2086
левого предсердия,2086
уровень возрастает,2085
достоверное снижение,2083
многие авторы,2083
возможность использования,2080
следует учитывать,2079
широко используется,2075
митрального клапана,2075
терапии пациентов,2074
декабря г,2072
молодого возраста,2070
легочной ткани,2070
большого числа,2064
антигипертензивной терапии,2063
является причиной,2062
основе анализа,2059
снижение частоты,2058
пациентов фп,2057
анализ результатов,2057
течение последних,2057
физической нагрузке,2055
человеческий капитал,2055
анализ данных,2052
доверительный интервал,2051
многих странах,2049
терапии больных,2046
клиническая картина,2045
значительно ниже,2044
других факторов,2044
авторы считают,2042
интерес представляет,2041
значительной мере,2037
данной статье,2036
около млн,2034
фактор риска,2033
пациентов которых,2033
государственной службы,2032
когнитивных нарушений,2030
й день,2028
постановки диагноза,2027
медикаментозной терапии,2027
органов дыхания,2026
время ик,2023
обратить внимание,2023
несколько лет,2018
оценки риска,2016
течения заболевания,2014
ош ди,2011
общества кардиологов,2011
потребления соли,2010
достоверность различий,2007
клинической картины,2004
высокой частотой,2004
эффективность лечения,2003
золотым стандартом,2002
миокарда левого,2002
шейки матки,1999
второй половине,1998
хс лнп,1996
способствует развитию,1995
лучевой терапии,1995
обратной связи,1990
кг сут,1988
однако это,1983
фибрилляции предсердий,1982
роль играет,1980
который является,1978
начала лечения,1977
какого либо,1976
которого является,1976
диагностики лечения,1973
первом этапе,1971
именно поэтому,1971
этих больных,1969
ди р,1968
раннего возраста,1966
больных скв,1964
данного заболевания,1963
целого ряда,1961
увеличение числа,1958
биологически активных,1953
около тыс,1952
данного метода,1952
авторы отмечают,1948
оценке эффективности,1947
частоты развития,1943
оплаты труда,1942
российской экономики,1939
этих исследований,1939
д н,1938
раза чаще,1937
качестве примера,1935
работе показано,1935
мг сутки,1931
антигипертензивных препаратов,1929
литературным данным,1928
роль патогенезе,1927
причиной смерти,1922
внутренних органов,1922
группы пациентов,1921
однако несмотря,1921
оказывает влияние,1918
исследования показывают,1915
литературе имеются,1912
исследовании пациентов,1912
также могут,1910
образ жизни,1909
категории пациентов,1909
возрастает неблагоприятный,1907
возрастной группе,1907
свободных радикалов,1907
сердечно сосудистыми,1906
рабочих мест,1906
злокачественных опухолей,1905
иными словами,1905
принято считать,1903
кредитной политики,1901
инновационного развития,1901
образовательных программ,1899
внезапной смерти,1899
процентных ставок,1895
является фактором,1892
реальной клинической,1891
мкг мл,1889
липидного обмена,1889
д яльност,1888
всей выборки,1887
детском возрасте,1885
достоверно выше,1879
значительная часть,1879
контрольная группа,1879
которые имеют,1877
развивающихся странах,1876
т клетки,1873
пациентов страдающих,1872
правого желудочка,1871
летальных исходов,1871
тазобедренного сустава,1869
возрастных групп,1867
магнитного поля,1867
тромбоэмболических осложнений,1866
больных фп,1865
оперативного лечения,1861
принимая внимание,1858
хирургическое лечение,1856
сельской местности,1856
цель работы,1854
хх века,1854
россии г,1851
результатов лечения,1848
высокой степенью,1845
онкологических заболеваний,1844
данный метод,1842
экономической деятельности,1841
нашем случае,1840
других исследованиях,1839
сосудистой патологии,1837
нарушений ритма,1836
значимых различий,1834
развития инсульта,1833
важным фактором,1830
государственной политики,1829
играют важную,1827
других стран,1827
коэффициент джини,1827
сопутствующих заболеваний,1825
д м,1824
рынке труда,1823
патологический процесс,1821
нежелательных явлений,1820
друг другу,1819
факторов роста,1818
артериальная гипертония,1813
компьютерной томографии,1813
некоторые исследователи,1811
образовательного процесса,1810
методов исследования,1809
повышение концентрации,1809
дифференциальной диагностики,1808
которые позволяют,1808
ранней диагностики,1807
общем случае,1805
соавт показали,1804
методом лечения,1799
местного самоуправления,1798
программного обеспечения,1798
возрастной группы,1798
нашей работе,1798
другими словами,1793
проведенных исследований,1792
уровня ад,1791
современных условиях,1790
г н,1790
многие исследователи,1789
эффективности терапии,1785
широкого спектра,1784
пациентов получающих,1781
природных ресурсов,1781
функциональное состояние,1779
мета анализ,1777
течение заболевания,1777
повышением уровня,1777
диастолической дисфункции,1776
плазмы крови,1773
период года,1773
системы кровообращения,1772
период времени,1772
субъектов российской,1771
летняя выживаемость,1771
численности населения,1771
сад мм,1770
воспалительного ответа,1769
снижение активности,1769
возрастных группах,1769
наиболее распространенных,1768
данные полученные,1768
увеличение количества,1767
населения россии,1766
опыт применения,1766
манна уитни,1765
трудоспособного возраста,1765
течение месяцев,1763
сосудистые заболевания,1763
высоких доз,1759
уд мин,1757
народного хозяйства,1755
тех случаях,1754
представлены табл,1749
долгое время,1745
многочисленные исследования,1745
общее число,1745
увеличение концентрации,1744
основных причин,1743
рака молочной,1742
данным различных,1741
независимым предиктором,1741
соответствии рекомендациями,1740
сердечного выброса,1740
см таблицу,1738
ный ди,1738
снижения риска,1736
период наблюдения,1734
согласуется данными,1728
широко используются,1728
г см,1727
пациентов лет,1725
исследовании проведенном,1725
экспериментальные исследования,1724
пациентов группы,1721
место среди,1721
ранее нами,1720
значительное снижение,1720
объ м,1720
развития ссз,1719
высокая эффективность,1717
согласно которым,1717
этих условиях,1717
основе данных,1717
различных типов,1716
нами ранее,1715
ведущую роль,1713
желудочка лж,1711
приводит повышению,1709
земной коры,1708
факторов влияющих,1704
экспериментальные данные,1704
уровень экспрессии,1704
позволяет оценить,1703
представлены результаты,1703
рандомизированных клинических,1701
сша г,1698
частота выявления,1698
диастолической функции,1695
детей лет,1691
национальной безопасности,1690
санкт петербурге,1687
интерес представляют,1687
является использование,1686
время операции,1686
реваскуляризации миокарда,1686
приводит уменьшению,1686
дад мм,1686
риска возникновения,1684
работе соавт,1681
раза сутки,1680
мнению ряда,1679
результатам исследования,1679
средние значения,1679
м г,1679
больных раком,1678
особое место,1676
существует несколько,1674
независимым фактором,1673
математической модели,1671
позволяет получить,1671
ряд других,1669
симпатической нервной,1669
активных веществ,1669
года жизни,1669
многих случаях,1668
данный показатель,1668
выброса левого,1667
уровень ад,1667
оказания медицинской,1665
экспериментальных данных,1663
сосудистой смертности,1661
клинических испытаний,1661
рынка труда,1660
решения задач,1657
р м,1657
полиморфизма гена,1656
является следствием,1655
других странах,1655
повышенный риск,1654
среднего возраста,1653
высоком уровне,1652
большинства больных,1649
своего рода,1649
возраст года,1648
среди детей,1648
высокие показатели,1648
большинство авторов,1648
болевой синдром,1646
анализа данных,1643
активности заболевания,1641
фракция выброса,1641
крови пациентов,1641
исследования проведенные,1640
агрегации тромбоцитов,1640
нарушение функции,1639
валютного курса,1638
мг мг,1635
системы здравоохранения,1633
млн руб,1632
контролируемых исследований,1631
течением времени,1631
общее количество,1631
мета анализа,1631
исследование показало,1630
атеросклеротической бляшки,1630
правительства рф,1630
хозяйственной деятельности,1629
увеличение уровня,1628
которая является,1626
методов диагностики,1625
млу тб,1625
пациентов хобл,1625
отечественных зарубежных,1625
т м,1625
июня г,1623
высокой степени,1622
данной проблемы,1621
начала х,1619
темпов роста,1618
существует ряд,1617
подавляющем большинстве,1616
учебных заведений,1613
монетарной политики,1613
промышленного производства,1612
верхних дыхательных,1612
клеточного цикла,1608
е сут,1606
первое место,1605
которой является,1605
большой интерес,1605
решение задачи,1603
время существует,1602
жизненного цикла,1602
окружающую среду,1600
магнитно резонансной,1600
оксидативного стресса,1599
помощью метода,1597
вт м,1596
исследований проведенных,1595
повышения уровня,1594
стадии заболевания,1594
одним самых,1593
середине х,1592
июля г,1592
позволяет выявить,1591
ряда исследований,1590
аналогичные результаты,1589
табл таблица,1588
жизни населения,1588
основного заболевания,1587
особенно важно,1586
причиной развития,1586
соавт г,1586
зарубежных авторов,1580
нарушения ритма,1579
подробнее см,1578
развивающихся стран,1577
экономических агентов,1577
общего количества,1576
физической нагрузки,1576
математическая модель,1576
увеличением риска,1574
также показано,1574
прогрессирования заболевания,1574
качестве одного,1574
млн т,1574
опубликованы результаты,1574
среди причин,1571
прошлого столетия,1568
см рисунок,1567
западной сибири,1564
детей взрослых,1563
г соавт,1563
большей части,1561
жирные кислоты,1561
вторичной профилактики,1561
следует рассматривать,1560
западной части,1558
б л,1557
федерального закона,1556
группе плацебо,1555
воспалительных заболеваний,1553
странах европы,1552
пациентов ожирением,1552
следует подчеркнуть,1551
решения проблемы,1550
факторов производства,1550
могут использоваться,1549
ангиотензинпревращающего фермента,1547
цен нефть,1547
результаты полученные,1547
стратегического планирования,1546
исследований свидетельствуют,1545
мировой войны,1545
это объясняется,1544
хронических заболеваний,1541
заболеваний ссз,1540
вод ст,1540
является наличие,1539
клинических симптомов,1539
государственных расходов,1539
эффекта переноса,1538
являются наиболее,1536
головном мозге,1535
высоким содержанием,1535
данные литературы,1535
общей выживаемости,1535
риска смерти,1534
результатов исследования,1533
остром периоде,1532
й неделе,1532
старческого возраста,1531
кальциевых каналов,1530
оценки состояния,1530
которых являются,1529
существенную роль,1528
вентиляции легких,1528
моложе лет,1524
изучение влияния,1524
современным представлениям,1524
роль формировании,1523
опухолевого процесса,1522
подавляющее большинство,1522
других исследований,1522
таблица динамика,1520
центрального банка,1520
каким образом,1518
различной степени,1518
больных острым,1517
роль играют,1516
е м,1516
начала терапии,1515
марта г,1514
функции эндотелия,1514
снижение концентрации,1513
отрицательное всей,1512
дальнейшего изучения,1512
согласно современным,1512
снижению уровня,1511
федеральный закон,1511
отдаленном периоде,1510
достоверных различий,1509
клиническое значение,1509
состояния здоровья,1509
проводимой терапии,1507
источник составлено,1505
т лимфоциты,1503
составлено авторами,1502
ткань уровень,1501
ряд исследователей,1500
федерального бюджета,1499
ранней стадии,1499
н е,1499
клиническими проявлениями,1498
имеют место,1497
базе данных,1497
всей видимости,1496
возрасте старше,1496
представлены виде,1495
оперативных вмешательств,1495
основании данных,1493
иметь виду,1492
фактор некроза,1491
мг день,1490
обл ку,1489
продуктов питания,1489
функции лж,1489
октября г,1489
первичной опухоли,1486
детей раннего,1485
раннем послеоперационном,1483
тонкой кишки,1483
см вод,1481
получены данные,1481
поперечного сечения,1480
существенно выше,1479
многие другие,1477
таблица результаты,1476
пациентов хбп,1475
млрд лет,1475
различных факторов,1475
эффективность терапии,1474
многих других,1474
больных оа,1472
сердечно сосудистую,1471
представляет интерес,1471
соответственно р,1471
юго восточной,1470
го го,1470
однако следует,1469
пульсовой волны,1468
л мин,1468
выживаемость больных,1467
выявлено ассоциаций,1466
прич м,1466
ходе исследования,1463
группы больных,1462
наряду этим,1461
течение суток,1461
сигнального пути,1460
количественной оценки,1460
баз данных,1459
фракции выброса,1457
мг мл,1457
могут приводить,1456
апреля г,1455
степень выраженности,1454
ноября г,1454
однако данные,1454
исследование включены,1452
болезни почек,1452
повышение эффективности,1451
числа больных,1451
возраст годы,1450
комплексной терапии,1450
органов систем,1449
дпри мства,1447
позволяет сделать,1445
финансового рынка,1444
например работе,1444
головная боль,1443
органов власти,1443
сонной артерии,1443
счет снижения,1441
уровень образования,1441
проведен анализ,1441
почечная недостаточность,1440
социально экономической,1440
мая г,1440
больных сахарным,1439
оста тся,1439
длительного времени,1437
оказывают влияние,1437
представлены таблице,1437
минздрава россии,1436
снижения уровня,1435
нарушения функции,1434
боль ных,1434
мужского пола,1434
мм мм,1434
б рис,1433
старшего возраста,1432
субъектов рф,1432
проксимального отдела,1431
база данных,1431
двойном слепом,1430
пищевых продуктов,1429
периферических артерий,1429
работы которых,1425
общего холестерина,1423
новых технологий,1423
исследований показали,1423
возможность применения,1423
легочной гипертензии,1423
долгосрочной перспективе,1423
стран доход,1423
наиболее распространенным,1422
экономической политики,1421
некоторых авторов,1421
массы миокарда,1420
сделан вывод,1420
реального времени,1419
выше сравнению,1419
внеклеточного матрикса,1418
кемеровской области,1418
риск сердечно,1418
счет увеличения,1417
статистический анализ,1416
туберкулезом легких,1415
эндотелия сосудов,1415
одним важнейших,1415
дозах мг,1414
восточной азии,1413
течение первого,1413
методы лечения,1413
тела имт,1413
анализ показал,1412
течение длительного,1409
искусственного кровообращения,1404
синусового ритма,1403
следует считать,1403
большинство исследователей,1402
фибрилляция предсердий,1402
срб мг,1401
частоты сердечных,1401
причин смерти,1400
л хс,1396
данной области,1396
рф г,1395
проведенные исследования,1395
некоторым данным,1394
статистическую обработку,1394
расч та,1392
могут оказывать,1391
эффективности использования,1390
всем больным,1390
ммоль сут,1390
многих лет,1389
имеет ряд,1388
рандомизированном исследовании,1388
мм ч,1386
пациентов которые,1385
чаще встречается,1385
постановка задачи,1385
экспрессии гена,1385
возможности использования,1382
н п,1382
частоту развития,1381
значимые различия,1381
послеоперационного периода,1381
стенки лж,1381
европейского союза,1380
повышения квалификации,1379
целевых значений,1379
клеточных мембран,1379
этих двух,1378
средний уровень,1375
также отметить,1375
сосудистыми заболеваниями,1374
е н,1372
ингибиторов фно,1371
статистически значимые,1370
другие исследователи,1369
б г,1368
ценных бумаг,1368
основных факторов,1368
мочевой кислоты,1368
целевого уровня,1367
европейских странах,1366
бронхиальной астмы,1365
н т,1364
важная роль,1364
значительное количество,1364
потребления алкоголя,1363
данные представлены,1363
тыс т,1363
государственного регулирования,1362
рост числа,1360
мутации гена,1359
различных авторов,1358
повышения качества,1358
данного показателя,1358
статистических данных,1358
исследование включено,1357
оценки влияния,1357
стандартной терапии,1357
систолического ад,1357
управленческих решений,1356
это касается,1355
нашей страны,1355
увеличение частоты,1354
смертности населения,1354
других исследователей,1354
позволяет использовать,1352
магнитно резонансная,1352
почечной недостаточностью,1350
статистическая обработка,1350
лиц старше,1350
образовательных услуг,1349
пациентов хронической,1349
всемирного банка,1347
данного вида,1345
большую роль,1344
работы является,1344
имеет большое,1343
наиболее частыми,1342
артериальной гипертонией,1341
влечет собой,1341
центральной азии,1340
ряда других,1340
рецепторов ангиотензина,1340
государственных служащих,1339
частота возникновения,1339
начиная г,1338
артериальной крови,1338
компьютерная томография,1337
мкг кг,1337
органов государственной,1336
этих случаях,1336
течение недель,1333
сравнению больными,1333
продовольственной безопасности,1331
установления диагноза,1329
моноклональных антител,1329
структурных изменений,1327
эффективность применения,1327
профилактики лечения,1327
лечении пациентов,1327
воспалительный процесс,1326
высшей школы,1326
аналогичные данные,1326
данный подход,1325
проводили помощью,1325
исследовании больных,1324
стабильной стенокардией,1324
значение имеют,1324
таком случае,1324
вегетативной нервной,1324
русского языка,1322
значительное увеличение,1322
эндотелиальные клетки,1321
клинических признаков,1320
группах больных,1320
молекул адгезии,1320
высокую частоту,1319
интеллектуальной собственности,1319
физико химических,1319
эта проблема,1319
экспериментальных исследованиях,1319
основной целью,1318
м е,1318
глюкозы крови,1317
скорости клубочковой,1317
хроническая сердечная,1317
посвященных изучению,1316
резонансной томографии,1316
антибактериальной терапии,1316
сердечной смерти,1313
года лет,1311
высокие уровни,1311
дальнейшее развитие,1311
этих клеток,1311
кг массы,1310
денежных средств,1310
больных хронической,1310
здоровья населения,1309
ренин ангиотензин,1309
представляется возможным,1309
женщин возрасте,1309
государственного университета,1308
зависимости наличия,1308
выше пациентов,1307
заключение таким,1307
наиболее частой,1307
молодом возрасте,1307
большим количеством,1307
пациентов высоким,1307
следует также,1306
тр х,1306
б б,1305
исследования котором,1305
головы шеи,1304
молодых людей,1304
несмотря это,1303
результаты анализа,1302
приводит нарушению,1301
конфликт интересов,1300
первой половине,1299
ранние сроки,1298
одним первых,1297
т б,1297
статистически значимое,1296
недавнего времени,1296
повышение активности,1296
хс лвп,1296
российская федерация,1294
поздних стадиях,1294
рандомизированных контролируемых,1292
частой причиной,1292
ранних этапах,1292
опухоли фно,1291
ревматоидный артрит,1290
л г,1290
тела кг,1290
др др,1288
железных дорог,1288
способствует снижению,1285
описаны случаи,1285
высокие значения,1285
больных окс,1283
значительно меньше,1283
возраста лет,1283
целью исследования,1282
это происходит,1282
разной степени,1281
диаметром мм,1281
повреждения почек,1280
могут привести,1280
включенных исследование,1280
эффективности деятельности,1280
стратегия стратегия,1280
оценка влияния,1278
выживаемость пациентов,1277
крайне редко,1277
августа г,1276
верхней части,1276
нового поколения,1275
метаболический синдром,1274
мм час,1274
повышенным уровнем,1273
данная работа,1273
сопутствующей патологии,1272
принятия решения,1272
механизмов развития,1271
хирургических вмешательств,1271
развития ибс,1270
российской академии,1270
достаточно часто,1269
уровень развития,1269
начала заболевания,1268
следует отнести,1268
доля пациентов,1267
значительно реже,1267
менее мм,1264
