text_without_tags,freq
снижение качество жизнь,1091
ревматоидный артрит ра,1087
внезапный сердечный смерть,1081
ввп душить население,1074
быть достоверно выше,1073
быть разделить группа,1072
старший возрастной группа,1068
больной сд тип,1065
статистический обработка дать,1060
исследование посвятить изучение,1055
правительство российский федерация,1052
увеличивать риск развитие,1051
ммоль сут год,1049
год средний возраст,1047
свой очередь приводить,1046
лицо молодой возраст,1038
нормативный правовой акт,1035
основный фактор риска,1030
мг килограмм сут,1029
европейский общество кардиолог,1028
средство массовый информация,1028
срб мг литр,1021
орган брюшной полость,1012
й й перцентиль,1011
рекомендация диагностик лечение,1011
инфаркт миокард инсульт,1008
функция левый желудочек,1005
внедрение клинический практика,1005
ожидать продолжительность жизнь,1005
орган местный самоуправление,1002
год настоящее время,1002
большой внимание уделяться,1000
здоровый образ жизнь,991
мужчина женщина возраст,987
застойный сердечный недостаточность,974
развитие сердечно-сосудистый осложнение,969
фибрилляция предсердие фп,969
являться наиболее частый,968
фактор риска фр,964
нормальный масса тело,962
наш дать болгария,960
дать болгария наш,960
соэ мм число,948
нарушение сердечный ритм,945
требовать дальнейший изучение,938
пожилое старческий возраст,936
являться основной причина,933
врождённый порок сердце,932
изменение образ жизнь,930
российский федерация период,925
наш точка зрение,923
который настоящее время,920
сантиметр вод ст,917
больной туберкулёз лёгкое,910
острый повреждение почка,909
свободный жирный кислота,907
фактор рост фибробласт,906
однако настоящее время,905
перекисный окисление липид,904
рак предстательный железа,902
два мировой война,897
кора головной мозг,895
доза мг сутки,892
экономически развитый страна,891
магнитно-резонансный томография мрт,887
клетка иммунный система,886
особый внимание уделяться,880
быть значительно выше,878
вегетативный нервный система,876
развитие сердечно-сосудистый заболевание,875
генно-инженерный биологический препарат,870
снижение потребление соль,869
это свой очередь,863
пациент сахарный диабет,862
быть включить больной,861
получить широкий распространение,857
повышение артериальный давление,855
фактор внешний среда,852
миокард левый желудочек,847
который быть включить,846
крупный рогатый скот,844
высокий профессиональный образование,844
государственный контроль надзор,843
год быть провести,842
сыворотка кровь больной,842
поражение коронарный артерия,837
нарушение липидный обмен,835
наиболее часто встречаться,829
мочь оказывать влияние,829
частота побочный эффект,829
рак толстой кишка,826
давление лёгочный артерия,826
отделение интенсивный терапия,824
страна доход население,823
быть сделать вывод,823
год наш э,822
лицо пожилое возраст,821
реальный обменный курс,821
статистический обработка результат,819
уровень глюкоза кровь,815
инвестиция основной капитал,812
метр наш профессор,808
болезнь лёгкое хобласть,804
случай тысяча население,802
чсс уд мина,801
наиболее часто использовать,798
мочь стать причина,798
снижать риск развитие,793
следовать иметь вид,786
систолический артериальный давление,784
средний продолжительность жизнь,781
ранний стадия заболевание,780
старший возрастной группа,778
уровень общий холестерин,776
системный красный волчанка,776
метаболический синдром мс,776
страна западный европа,775
знание умение навык,775
регион российский федерация,774
исследование быть провести,769
исследование быть продемонстрировать,768
работа посвятить изучение,767
функция внешний дыхание,764
болезнь почка хбп,762
системный воспалительный реакция,761
орган исполнительный власть,761
заболевание соединительный ткань,760
настоящее время известно,760
оценка качество жизнь,759
весь возрастной группа,758
доход коэффициент джиня,758
заместительный почечный терапия,755
охрана окружающий среда,755
метод наименьший квадрат,753
больной ишемический болезнь,752
развитие побочный эффект,747
важный фактор риска,747
быть опубликовать результат,743
традиционный фактор риска,743
нарушение толерантность глюкоза,741
быть значительно ниже,737
процесс принятие решение,733
достижение поставить цель,732
следовать обратить внимание,731
диастолический функция лж,731
ор ди р,728
снижение функция почка,727
согласно современный представление,726
искусственный вентиляция лёгкое,724
широкий распространение получить,723
дополнительный фактор риска,721
снижение артериальный давление,721
великий отечественный война,717
й й группа,715
масса тело килограмм,710
килограмм масса тело,710
многий страна мир,708
й линия терапия,707
выявить ассоциация развитие,703
который мочь использовать,702
выглядеть следующий образ,702
клинический проявление заболевание,701
среди взрослый население,700
уровень экспрессия ген,698
дополнительный профессиональный образование,698
валовый внутренний продукт,697
жёсткость сосудистый стенка,694
коронарный болезнь сердце,694
малое круг кровообращение,693
впервые выявить больной,692
поражение головной мозг,691
мочь иметь место,691
согласно данные литература,690
протяжение многий год,690
сердечный сокращение чсс,689
два половина х,689
атеросклеротический поражение сосуд,689
больной острый коронарный,688
оказывать положительный влияние,688
фактор окружающий среда,686
эндопротезирование коленный сустав,684
соавт соавт соавт,684
играть важный роль,682
хронический воспалительный заболевание,681
решение поставить задача,680
ухудшение качество жизнь,679
провести ранее исследование,675
развитый развивающийся страна,673
показатель качество жизнь,672
прямая иностранный инвестиция,670
согласно литературный данные,670
симпатический нервный система,670
средний возраст пациент,667
молекулярный масса кда,667
настоящее время весь,665
критерий манный уитня,663
риск сердечно-сосудистый осложнение,662
терминальный почечный недостаточность,661
число срб мг,661
блокатор кальциевый канал,659
острый почечный повреждение,659
острый сердечный недостаточность,656
наличие фактор риска,656
верхний граница норма,655
уровень сыворотка кровь,654
качество медицинский помощь,652
тысяча население год,648
который обратный величина,648
весь выборка незначимый,648
мочь способствовать развитие,647
менее мм рт,647
больной стабильный стенокардия,646
принятие управленческий решение,646
переносимость физический нагрузка,646
мочь рассматриваться качество,645
высокий чувствительность специфичность,642
большой количество исследование,641
орган грудной клетка,641
мг килограмм сутки,639
введение настоящее время,639
особый внимание заслуживать,637
настоящее время установить,637
статистический обработка получить,633
найти широкий применение,631
оказывать негативный влияние,628
рост эндотелий сосуд,628
продукция провоспалительный цитокин,627
функциональный состояние почка,627
артерия нижний конечность,627
форменный элемент кровь,625
каждый конкретный случай,622
исследование явиться изучение,622
являться ведущий причина,622
сердечно-сосудистый заболеваемость смертность,622
быть опубликовать год,620
вариабельность сердечный ритм,618
разный возрастной группа,618
уровень хс лпнп,617
быть достоверно ниже,617
рак шейк матка,616
сердечно сосудистый заболевание,615
распределение кровь газ,614
значительный степень зависеть,614
глюкоза ммоль литр,613
нижний дыхательный путь,612
автор прислать вывод,612
течение последний десятилетие,611
дисфункция левый желудочек,610
женщина репродуктивный возраст,608
площадь поперечный сечение,608
постановление правительство рф,607
суточный доза мг,607
результат хирургический лечение,606
доза мг день,605
индекс условие торговля,603
хронический болевой синдром,602
качество жизнь кж,600
гладкомышечный клетка сосуд,599
начинать х год,599
ребёнок старший год,599
чрескожный коронарный вмешательство,598
мочь приводить развитие,596
государственный медицинский университет,594
сравнение группа плацебо,593
быть получить исследование,592
тысяча наш э,591
систолический диастолический функция,591
поясничный отдел позвоночник,590
сердечный недостаточность сн,590
оа коленный сустав,590
государственный гражданский служащий,590
общий сонный артерия,589
повышение качество жизнь,588
рак прямая кишка,587
вовлечение патологический процесс,585
фактор риска ссз,583
наиболее эффективный метод,583
достижение целевой значение,583
настоящее время иметься,582
механизм лежать основа,582
человек контрольный группа,581
сравнение общий популяция,581
острый почечный недостаточность,579
год российский федерация,579
президент российский федерация,579
гра сантиметр также,576
клинический картина заболевание,576
оценка эффективность безопасность,576
увеличение масса тело,576
инфляция квартал страна,576
реологический свойство кровь,573
снижение скорость клубочковый,573
окисление жирный кислота,572
рак мочевой пузырь,570
налоговый система ипэя,570
сегодняшний день являться,569
ранний стадия развитие,569
который мочь привести,569
автор приходить вывод,568
малое среднее бизнес,567
позволить сделать вывод,567
инсулиноподобный фактор рост,566
сердечно сосудистый система,566
целое ряд исследование,566
воспалительный заболевание кишечник,566
острый повреждение гм,564
пациент сд тип,564
настоящее время проводиться,564
год том е,564
шейный отдел позвоночник,562
лимфоцит периферический кровь,561
давление дыхательный путь,561
сердечно-сосудистый осложнение ссо,561
восстановление синусовый ритм,561
быть провести анализ,560
продолжительность жизнь больной,560
больной сердечный недостаточность,559
который иметь место,559
хронический воспалительный процесс,558
развитие российский федерация,558
площадь поверхность тело,557
развитие сахарный диабет,556
больной старший год,556
доход душить население,556
широкий спектр действие,554
форма кислород афк,553
лицо трудоспособный возраст,552
составить тысяча население,549
различный степень выраженность,549
малое среднее предпринимательство,549
клетка костный мозг,548
смертность сердечно-сосудистый заболевание,548
тело килограмм метр,548
развитие сердечный недостаточность,547
согласоваться дать литература,547
качество жизнь население,546
мочь использовать качество,546
ага сахарный диабет,546
миллиард доллар сша,546
полиненасыщенный жирный кислота,546
систолический функция лж,545
мочь привести развитие,545
прочий равный условие,545
реальный сектор экономика,545
данные эпидемиологический исследование,544
результат согласоваться дать,544
литр мина метр,544
особый место занимать,543
момент постановка диагноз,542
периферический сосудистый сопротивление,541
год мужчина женщина,541
занимать ведущий место,540
весь выборка отрицательный,540
пациент ишемический болезнь,539
боль грудной клетка,537
являться самый распространить,537
российский федерация рф,535
уровень провоспалительный цитокин,534
больной артериальный гипертензия,533
риск развитие осложнение,533
пёс нг мл,533
повышенный артериальный давление,532
который принимать участие,532
первичный вторичный профилактика,531
занимать первое место,531
фактор риска возникновение,530
риск развитие инсульт,529
орган малое таз,529
быть рандомизировать группа,529
занимать два место,528
пациент пожилое возраст,528
неравенство экономический рост,527
болезнь орган дыхание,526
оценка ин правило,525
больной инфаркт миокард,524
оценка функциональный состояние,524
атеросклероз сонный артерия,523
настоящее время доказать,523
риска сердечно-сосудистый осложнение,522
существовать большой количество,522
периферический нервный система,520
однако сей пора,519
загрязнение окружающий среда,519
который быть провести,519
синдром системный воспалительный,518
федеральный целевой программа,518
серьёзный побочный эффект,517
однако следовать отметить,516
быть высказать предположение,516
больной артериальный гипертония,516
уровень хс лнп,515
бухгалтерський область ку,515
самый частый причина,515
статистически значимый снижение,515
патогенетический механизм развитие,514
ст мм рт,514
рак поджелудочный железа,510
анестезия время ик,510
литература иметься дать,510
основной причина смерть,509
американский ассоциация сердце,509
немелкоклеточный рак лёгкое,508
пример мочь служить,508
поражение коронарный русло,508
крупный рандомизировать исследование,507
хирургический лечение больной,507
образование российский федерация,507
жизненно важный орган,506
заболевание периферический артерия,506
являться актуальный задача,505
стратегия информационный безопасность,505
исследование быть получить,504
настоящее время использоваться,504
ребёнок старший возраст,503
масса миокард левый,502
независимо друг друг,501
масса тело рождение,500
мочь выступать качество,500
липидный спектр кровь,498
имя подъём сегмент,496
страна восточный европа,496
реальный ставка процент,496
главный комплекс гистосовместимость,494
около миллион человек,494
год хх век,494
разный страна мир,494
однако настоящий время,493
колебание обменный курс,493
развитие финансовый рынок,492
основной контрольный группа,491
лицо контрольный группа,490
улучшение когнитивный функция,489
быть предпринять попытка,488
уровень физический активность,487
уровень с-реактивный белок,486
окисление липид половина,486
система дифференциальный уравнение,485
американский коллегия ревматолог,484
слизистый оболочка желудок,484
желудочковый нарушение ритм,483
год быть создать,483
менее мл мина,482
активность воспалительный процесс,481
блокатор рецептор ангиотензин,480
сантиметр например работа,479
течение несколько год,478
врождённый порок развитие,478
доверительный интервал ди,477
транзиторный ишемический атака,477
связать повышенный риск,477
европейский регион воз,476
сосудистый эндотелиальный фактор,476
больной сд го,476
пять липинский оценка,475
повседневный клинический практика,475
эффективность безопасность применение,475
уровень мочевой кислота,474
отечественный зарубежный литература,474
являться актуальный проблема,474
сей пора оставаться,472
тромбоэмболия лёгочный артерия,472
детский подростковый возраст,472
субъект естественный монополия,471
развитый страна мир,469
суточный профиль ада,469
протяжение последний год,468
сосуд головной мозг,468
различный патологический состояние,468
некоторый автор считать,467
материал метод обследовать,467
практически здоровый лицо,467
доза мг метр,467
риск развитие ссз,466
средний возраст больной,466
сантиметр сантиметр базальный,465
фактор свёртывание кровь,465
сантиметр сантиметр медиальный,465
ил ил ил,465
ингибитор активатор плазминоген,464
стратегия национальный безопасность,462
сегодняшний день существовать,462
скф мл мина,461
искусственный кровообращение ик,461
низкий физический активность,460
комбинированный конечный точка,460
нижний полый вена,459
являться наиболее эффективный,459
практический точка зрение,458
риск развитие ибс,458
автор настоящий статья,457
обязательный медицинский страхование,457
быть статистически значимый,457
больной ревматоидный артрит,457
развитие финансовый сектор,456
повышение производительность труд,456
дисплазия соединительный ткань,455
стратегия социально-экономический развитие,455
х х год,454
развитие эндотелиальна дисфункция,453
свой очередь являться,453
международный классификация болезнь,452
страна европейский союз,452
нарушение диастолический функция,451
большой количество работа,451
большой интерес представлять,451
неравенство распределение доход,451
окс подъём сегмент,451
фракция выброс лж,451
век наш э,450
потеря костный масса,449
быть выявить достоверный,449
ил пг мл,448
это следовать отметить,447
значимый фактор риска,446
начало хх век,446
б льший часть,445
министерство образование наука,444
туберкулёз орган дыхание,444
гемопоэтический стволовой клетка,444
применение клинический практика,443
который быть получить,443
причина летальный исход,443
принимать активный участие,442
который играть важный,442
закон единый цена,442
относительный риск развитие,442
государственный гражданский служба,442
желудочно-кишечный тракт жкт,442
ишемия головной мозг,442
пакет прикладной программа,442
наибольший распространение получить,441
быть получить дать,441
пациент мужчина женщина,441
общий численность население,440
критерий включение исследование,440
пациент контрольный группа,440
индекс потребительский цена,440
местный орган власть,438
достаточно большой количество,438
пациент сд го,438
экспорт добавить стоимость,438
система государственный управление,437
рассчитать зависимость метр,437
мутация ген кодировать,437
метр угол естественный,437
транспортировать груз том,437
концентрация плазма кровь,437
случай речь идти,436
исторический социально-образовательный мысль,436
настоящее время считаться,436
ребёнок младший возраст,435
несмотря большой количество,435
отечественный зарубежный автор,434
наибольший интерес представлять,434
соглашение распределение затрата,434
атеросклероз коронарный артерия,433
диастолический дисфункция лж,433
протяжение последний десятилетие,433
женщина старший год,432
настоящее время большинство,432
лицо мужской полый,432
евразийский экономический союз,432
страна доход землевладен,432
найти свой отражение,431
повреждение головной мозг,431
креатинин мкмоль литр,430
течение несколько часы,430
это мочь привести,430
острый респираторный инфекция,429
качество пример привести,429
активация сигнальный путь,429
автор делать вывод,429
рутинный клинический практика,429
единица рассчитать зависимость,428
концентрация сыворотка кровь,428
среднее профессиональный образование,428
прогрессирование сердечный недостаточность,427
являться неотъемлемый частью,427
белок острый фаза,427
реальный валютный курс,426
миллиард рубль год,426
зал петра великое,426
пациент стабильный ибс,426
ингибитор фактор некроз,426
наиболее часто использоваться,425
хронический неинфекционный заболевание,425
структура головной мозг,424
больной дада мм,424
добыча полезный ископаемое,424
доза внутренний облучение,423
обращать внимание факт,423
метр угол наклон,423
настоящее время разработать,423
желудок двенадцатиперстный кишка,423
таблица сравнительный характеристика,423
физический юридический лицо,422
момент включение исследование,421
пациент средний возраст,421
эндопротезирование тазобедренный сустав,421
пациент артериальный гипертензия,421
наличие сахарный диабет,421
выбор тактика лечение,420
уровень хс лпвп,420
лёгочный сосудистый сопротивление,419
мочь играть роль,418
передний брюшной стенка,418
различный степень тяжесть,418
рынок образовательный услуга,418
который принять участие,417
опухоль молочный железа,417
внутренний сонный артерия,417
уровень потребление соль,416
длина волна мкм,416
среди мужчина женщина,415
широкий лекарственный устойчивость,414
ребёнок младший год,414
экскреция альбумин моча,414
основный причина смерть,414
ткань головной мозг,413
два половина век,413
общий сердечно-сосудистый смертность,412
неблагоприятный сердечно-сосудистый событие,411
исследование эффективность безопасность,411
клетка поджелудочный железа,410
хирургический лечение пациент,410
темп рост ввп,410
являться самый частый,409
пациент стабильный стенокардия,409
развитие сельский хозяйство,409
стабильный стенокардия напряжение,408
проведение ингаляционный анестезия,408
холестерин липопротеид высокий,408
нарушение когнитивный функция,408
вносить существенный вклад,408
средство федеральный бюджет,408
являться главный причина,408
пациент перенести имя,407
развитие острый почечный,407
статистический значимость различие,407
пролиферация гладкомышечный клетка,406
больной хронический сердечный,406
оставаться недостаточно изучить,406
суммарный коэффициент рождаемость,406
инсульт инфаркт миокард,406
настоящее время россия,405
составить мм рт,405
фактор риска ибс,404
лечение достижение цель,404
наиболее частый осложнение,404
половина х год,404
эффективность проводить терапия,404
условие искусственный кровообращение,403
риск летальный исход,403
оставаться открытый вопрос,403
течение несколько день,403
двойной слепой исследование,402
клетка периферический кровь,401
уровень ада мм,401
совокупный факторный производительность,401
основный внимание уделяться,401
выполнить финансовый поддержка,400
быть получить работа,400
доза мг нед,400
показать практи который,400
поражение нервный система,400
который показать практи,400
являться золотой стандарт,400
фаза клинический испытание,400
потеря масса тело,400
конечный итог приводить,399
результат эпидемиологический исследование,399
пациент быть разделить,398
обращение медицинский помощь,397
рандомизировать плацебоконтролировать исследование,397
большинство страна мир,397
компьютерный томография кт,397
фактор риска атеросклероз,396
диабет го тип,396
уровень качество жизнь,395
различный возрастной группа,395
разный степень выраженность,395
пациент избыточный масса,394
пациент перенести инсульт,394
мезенхимальный стволовой клетка,394
автор сделать вывод,394
автор ответственный переписка,394
пациент мужской полый,394
дать расчёт ндс,394
сыворотка кровь пациент,393
эффективность комбинированный терапия,393
ребёнок дошкольный возраст,392
верхний отдел жкт,391
модель коррекция ошибка,391
тромбоцитарный фактор рост,391
функциональный класс фк,391
развитие отёк лёгкое,390
год тысяча население,390
мес мес мес,390
наличие большой количество,390
состояние окружающий среда,390
бронхиальный астма ба,390
примечание достоверность различие,390
российский академия наука,390
рост производительность труд,389
выразить болевой синдром,389
вещество головной мозг,389
тест минутный ходьба,387
результат интеллектуальный деятельность,387
качество пищевой продукт,387
определяться следующий образ,384
планирование российский федерация,384
рынок ценный бумага,384
ст ук рф,384
масса миокард лж,383
структура онкологический заболеваемость,383
зона свободный торговля,383
продолжительность жизнь пациент,382
уровень хс лвп,382
играть ведущий роль,381
государственный муниципальный управление,381
метод решение задача,381
крупный эпидемиологический исследование,381
полимеразный цепной реакция,380
быть впервые описать,380
прогноз маркер резистентность,380
это особенно важный,379
операция отдалённый период,379
ниже мм рт,379
орган государственный управление,378
исследование принять участие,378
организация экономический сотрудничество,378
ингибитор ангиотензинпревращать фермент,378
человек старший год,378
развитие инфекционный осложнение,377
величина эффект перенос,377
программа российский федерация,377
сердечно сосудистый осложнение,376
уровень мм рт,376
российский рынок труд,376
пациент хронический сердечный,376
высокий риск смерть,376
ибс ишемический болезнь,376
темп рост экономика,375
пациент старший возрастной,375
терапия й линия,375
год миллиард рубль,375
тканевый активатор плазминоген,375
средний степень тяжесть,374
программа государственный гарантия,373
рандомизировать плацебо-контролировать исследование,373
общий выживаемость ов,373
ишемический реперфузионный повреждение,373
снижение фракция выброс,373
анализ литературный дать,373
острый фаза воспаление,373
специализировать медицинский помощь,373
момент установление диагноз,373
условие окружающий среда,372
экономический сотрудничество развитие,372
класс антигипертензивный препарат,372
образ настоящее время,371
проспективный рандомизировать исследование,371
имя инфаркт миокард,371
рандомизировать исследование фаза,370
неблагоприятный прогностический фактор,370
ингибитор протонный помпа,370
производство общественный благо,370
развитие ишемический болезнь,369
нижний часть спина,369
низкий риск развитие,368
защита право собственность,368
пациент сердечный недостаточность,368
национальный институт здоровье,367
пациент детский возраст,367
общий периферический сопротивление,367
липопротеид низка плотность,367
ош ди р,367
пострадавший й группа,366
показатель липидный спектр,366
течение послеоперационный период,366
который мочь иметь,365
резорбция костный ткань,365
свой очередь способствовать,365
настоящее время отсутствовать,365
центральный восточный европа,364
некоторый автор отмечать,364
организация здравоохранение воз,364
год составить миллиард,364
сфера информационный технология,364
исследование настоящее время,364
среднее мм рт,364
далее яльна сть,363
антагонист рецептор ангиотензин,363
гражданин российский федерация,363
соответствие федеральный закон,362
развитие патологический процесс,362
мировой цена нефть,362
среднее пожилое возраст,362
фактор оказывать влияние,361
мочь привести снижение,361
иметь решающий значение,361
фактор экономический рост,361
быть сказать выше,361
автономный нервный система,361
контроль артериальный давление,361
пациент получать дексмедетомидин,360
гуморальный иммунный ответ,360
индустриально развитый страна,360
миллион год назад,360
мкг килограмм мина,360
особенно это касаться,359
пациент острый коронарный,359
дать возрастной группа,359
систолический диастолический ада,359
ограниченный возможность здоровье,358
страна переходный экономика,358
шок условие торговля,358
период травматический болезнь,358
интенсивный терапия орита,358
составить миллиард рубль,357
нарушение ритм проводимость,357
быть существенно выше,357
высокий темп рост,356
терапия ингибитор фно,356
иметь место случай,356
пролапс митральный клапан,356
образование свободный радикал,356
нарушение обмен вещество,355
международный налоговый соглашение,355
чувствительность ткань инсулин,355
наличие сопутствующий заболевание,355
вирус папиллома человек,355
левый коронарный артерия,355
настоящее время лечение,354
наиболее часто применять,354
нагрузка лента наш,354
больной перенести инфаркт,353
соотношение мужчина женщина,353
больной стабильный ибс,353
отличаться друг друг,353
москва московский область,352
стратегия устойчивый развитие,352
сердечно-сосудистый фактор риска,352
оценка степень тяжесть,352
поэтому настоящее время,351
нарушение функция эндотелий,351
большой грудной мышца,351
низка масса тело,350
больной сердечно-сосудистый заболевание,349
температура окружающий среда,349
документ стратегический планирование,349
важный роль развитие,349
занимать особый место,349
головка бедренный костя,349
статистически значимый разница,349
развитие артериальный гипертензия,348
настоящее время основный,348
средний мозговой артерия,348
новый рабочий место,347
использовать настоящее время,346
больной острый инфаркт,346
развитие человеческий капитал,346
значительный степень определяться,346
риск развитие имя,345
большинство развитый страна,345
метод вариационный статистика,345
разработка новый метод,345
уровень плазма кровь,345
правый отдел сердце,345
случай иметь место,344
левый предсердие лп,344
регуляция сосудистый тонус,344
нестероидный противовоспалительный средство,343
углеводный липидный обмен,343
государственный политика область,343
мозговой натрийуретический пептид,343
ножка пучок гиса,342
поздний стадия заболевание,342
гипертонический болезнь гб,342
волатильность обменный курс,342
больной сад дада,342
высокий эффективность безопасность,341
уровень пёс нг,341
высокий степень злокачественность,341
продукция оксид азот,341
слизистый оболочка кишечник,341
распространённость ага среди,340
новый пероральный антикоагулянт,340
частота послеоперационный осложнение,340
поражение центральный нервный,339
оставаться предмет дискуссия,339
реальный процентный ставка,338
полиморфный вариант ген,338
стеноз коронарный артерия,338
экономический точка зрение,338
множественный лекарственный устойчивость,338
наш взгляд являться,337
являться наиболее часто,337
проведение дифференциальный диагностика,337
вено нижний конечность,337
системный заболевание соединительный,336
сектор мужчина государственный,336
уровень заработный плата,336
около тысяча человек,336
разрыв зарплата мужчина,336
женщина австралия великобритания,336
государственный женщина австралия,336
национальный ассоциация ревматолог,336
ухудшение функция почка,336
сравнение здоровый лицо,336
коронарный шунтирование кш,336
год быть предложить,336
страна разрыв зарплата,336
женщина источник премия,336
заболевание желудочно-кишечный тракт,336
миллиард доллар год,336
ранний детский возраст,336
мужчина разрыв зарплата,336
разрыв зарплата женщина,336
ст процент больной,336
периферический кровь больной,336
др нед нед,336
уровень холестерин липопротеид,336
весь страна мир,336
реакция трансплантат против,335
около год назад,335
снижение когнитивный функция,335
высокий частота встречаемость,334
год миллиард доллар,334
встречаться крайне редко,334
больной перенести инсульт,334
сибирь дальний восток,334
снижение сад дада,334
медиана общий выживаемость,334
лёгочный артериальный гипертензия,333
население российский федерация,333
указ президент рф,333
являться наиболее значимый,333
объект окружающий среда,333
создание благоприятный условие,332
показатель заболеваемость смертность,332
особый интерес вызывать,331
средний заработный плата,331
частота объективный ответ,331
конец начало век,331
синтез оксид азот,331
размер левый предсердие,330
развитие острый коронарный,330
республика саха якутия,330
макрофаг дендритный клетка,330
механизм очаг землетрясение,330
пациент инфаркт миокард,330
кипр франция франция,329
снижение сердечный выброс,329
развитие малое среднее,329
риска сердечно-сосудистый заболевание,329
обыкновенный дифференциальный уравнение,329
великобритания др финляндия,329
поражение внутренний орган,328
быть подтвердить исследование,328
уровень гликированный гемоглобин,328
заболевание настоящее время,328
операция коронарный шунтирование,327
метр объёмный плотность,327
оптический когерентный томография,327
фактор способствовать развитие,327
мочь использоваться качество,326
литература описать случай,326
свой очередь мочь,326
мужчина средний возраст,326
превышать аналогичный показатель,326
ширина лента метр,325
защита окружающий среда,325
население трудоспособный возраст,325
существующий настоящее время,324
результат обсуждение результат,324
фонд оплата труд,324
квадрат доход отрицательный,324
хронический вирусный гепатит,324
работа посвятить исследование,323
больной перенести имя,323
инсульт системный эмболия,323
ага сд тип,322
др бельгия др,322
общий состояние здоровье,322
др канада великобритания,322
быть получить следующий,322
франция др испания,322
германия др греция,322
лицо молодой год,322
ведущий причина смерть,322
ди доверительный интервал,321
принять участие пациент,321
окклюзия коронарный артерия,321
ряд автор считать,321
летний выживаемость больной,321
приоритетный направление развитие,321
пациент молодой год,321
воздействие окружающий среда,321
подавлять большинство пациент,320
пациент настоящее время,320
занимать третье место,320
белок тепловой шок,320
пациент пожилое старческий,320
систолический дисфункция лж,320
уровень статистический значимость,320
общий периферический сосудистый,320
теория человеческий капитал,319
метод хирургический лечение,319
развитие сердечно-сосудистый событие,319
контрольный группа пациент,318
тромбоз глубокий вено,318
суточный мониторирование экг,318
составлять тысяча население,318
условие ведение бизнес,318
независимый предиктор развитие,318
выше мм рт,318
настоящее время наиболее,318
мрт головной мозг,318
согласоваться дать автор,318
препарат доза мг,317
лицо женский полый,317
промышленно развитый страна,317
объём циркулировать кровь,317
нсприводной подвеска дать,317
акт российский федерация,317
верхний полый вена,317
отечественный зарубежный учёный,317
поддержка принятие решение,317
рецептор эпидермальный фактор,317
пациент артериальный гипертония,317
большой роль играть,317
число рпроизводительность том,317
стресс эндоплазматический ретикулум,316
качество государственный управление,316
недавно провести исследование,316
который быть опубликовать,316
компонент метаболический синдром,316
острый средний отит,315
больной туберкулёз млу,315
быть получить результат,315
